title , platform , release_date , developer , genres , reviewer , metascore , review
The Elder Scrolls V: Skyrim,Xbox 360,Nov-11-2011,Bethesda Game Studios,Role-Playing | First-Person | First-Person | Western-Style,Gamereactor Denmark,100,It is not often I get lost in a game like I did with Skyrim. Everything about this game screams quality and adventure. While Bethesda hasn't exactly got a track record for delivering bug-free games at launch this has been a pleasant polished and amazing experience so far. A much improved third-person view amazing music a living breathing world a menu-system that's amazing and a game filled with interesting stuff to do. Truly a masterpiece.
Half-Life,PC,Nov-19-1998,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,GamePro,100,A masterpiece of epic proportions the "Saving Private Ryan" of first-person shooters.
Resident Evil 4,PlayStation 2,Oct-25-2005,Capcom,Action Adventure | Horror,PSM Magazine,100,Not playing through it from beginning to end would be missing out on a major milestone in gaming history not to mention a hell of a lot of fun. [Dec 2005 p.70]
The Legend of Zelda: The Wind Waker,GameCube,Mar-24-2003,Nintendo,Action Adventure | Fantasy,Play Magazine,100,Nothing can prepare you for the greatness that is The Legend of Zelda: The Wind Waker... Mark my words: there will be no finer gaming experience this year. [Mar 2003 p.24]
Gran Turismo,PlayStation,Apr-30-1998,Polyphony Digital,Driving | Racing | GT / Street,All Game Guide,100,Is it really that realistic? The answer to that is a plain "YES." When you have a PlayStation steering wheel you could practice for your real-life driver's license with this game.
BioShock,PC,Aug-21-2007,Irrational Games | 2K Marin,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Eurogamer,100,The hours spent playing this masterpiece were the perfect encapsulation of why videogaming is such a favourite waste of time for so many of us. Thrilling terrifying moving confusing amusing compelling and very very dark. BioShock isn't simply the sign of gaming realising its true cinematic potential but one where a game straddles so many entertainment art forms so expertly that it's the best demonstration yet how flexible this medium can be. It's no longer just another shooter wrapped up in a pretty game engine but a story that exists and unfolds inside the most convincing and elaborate and artistic game world ever conceived.
Metal Gear Solid 2: Sons of Liberty,PlayStation 2,Nov-12-2001,KCEJ,Action Adventure | Modern,Official U.S. Playstation Magazine,100,I know everyone is expecting this game to be good but I have to tell you I was shocked at how great it is. [Dec 2001 p.159]
Grand Theft Auto Double Pack,Xbox,Oct-31-2003,Rockstar North,Miscellaneous | Compilation,Xbox Nation Magazine,100,Both games' inherent brilliance remains intact. As playgrounds they're marvelous. As experiences they're undeniably powerful. [Mar 2004 p.77]
Baldur's Gate II: Shadows of Amn,PC,Sep-24-2000,BioWare,Role-Playing | PC-style RPG | PC-style RPG | Western-Style,GamePower,100,It's not just vast but flooded with quests and side adventures. There is always something to do in this game and after that there's always something more.
Grand Theft Auto: San Andreas,PlayStation 2,Oct-26-2004,Rockstar North,Action Adventure | Modern,GameSpot AU,100,The best game on the PS2.
Grand Theft Auto: Vice City,PlayStation 2,Oct-27-2002,Rockstar North,Action Adventure | Modern,Total Video Games,100,The massive amount of new features sets this game miles apart from "GTA: 3" - everything from interior locations the combat the graphics to the car handling has been improved making this into a totally brilliant game.
LittleBigPlanet,PlayStation 3,Oct-27-2008,SCE/WWS | Media Molecule,Action | Platformer | Platformer | 3D | 2D | 3D,Playstation: The Official Magazine (US),100,It's too early yet to declare a new era or direction in gaming but LittleBigPlanet feels like the birth of a revolution; like through sharing our collective creativity we'll somehow become better stronger closer to each other. [Holiday 2008 p.56]
The Legend of Zelda Collector's Edition,GameCube,Nov-17-2003,Nintendo,Action Adventure | Fantasy,eToychest,100,Analog stick feels and moves much better than the N64's so moving Link is pretty easy. Lastly the famous "Z targeting" system has been replaced with the L shoulder button taking on the targeting duties. All in all the control scheme is near flawless.
Red Dead Redemption,PlayStation 3,May-18-2010,Rockstar San Diego,Action | Shooter | Third-Person | Historic | Action Adventure | Historic | Historic | Open-World,Playstation Official Magazine Australia,100,If you’re for the West you will latch onto Redemption like an ornery rattlesnake. If the old West is of no particular interest to you you still ought to find it difficult not to appreciate the incredible level of workmanship and depth on display here. It is a true opus. [July 2010 p.69]
Gran Turismo 3: A-Spec,PlayStation 2,Jul-9-2001,Polyphony Digital,Driving | Racing | GT / Street,Cheat Code Central,100,Everything a racing game should be. It's tough challenging and ultimately educational.
Halo 2,Xbox,Nov-9-2004,Bungie Software,Action | Shooter | First-Person | Sci-Fi,Adrenaline Vault,100,I can say with complete honesty that no other first-person shooter can touch Bungie's epic in terms of level design gunplay sheer action or multiplayer entertainment.
The Legend of Zelda: A Link to the Past,Game Boy Advance,Dec-3-2002,Capcom,Action Adventure | Fantasy,Play Magazine,100,A Link to the Past is one of the best SNES games ever made and it's found a new home on GBA losing absolutely nothing in the translation. [Dec 2002 p.93]
The Legend of Zelda: Majora's Mask,Nintendo 64,Oct-25-2000,Nintendo,Action Adventure | Fantasy,Daily Radar,100,There is no masking this one; it is to mince no more words a wonder.
The Last of Us,PlayStation 3,Jun-14-2013,Naughty Dog,Modern | Adventure | General | Action Adventure | General | Modern,SpazioGames,100,A masterpiece that breaks the self imposed barriers of gaming narrative and ensnares the player with intelligent gameplay and brilliant A.I. Anyone wanting to tackle the same themes will have to be compared to Naughty Dog's work in the future and it won't be pretty.
The Legend of Zelda: Twilight Princess,Wii,Nov-19-2006,Nintendo,Action Adventure | Fantasy | General | Fantasy | Open-World,Nintendojo,100,Not only immersive but addictive. Once quest has begun it will be near-impossible to put the controllers down until Link and Midna have saved the day.
Madden NFL 2003,PlayStation 2,Aug-12-2002,EA Sports,Sports | Traditional | Football | Sim,Into Liquid Sky,100,A huge football game that fans of the genre should enjoy. There's lots here to do. In fact the franchise mode alone should take you months to wear out.
Tony Hawk's Pro Skater 2,Game Boy Advance,May-30-2001,Vicarious Visions,Sports | Alternative | Skateboarding,Hot Games,100,One of the best Advance games at launch...But you’d better be in for a learning curve – although a small one.
Persona 5 Royal,PlayStation 4,Mar-31-2020,Atlus,Role-Playing | Japanese-Style,Screen Rant,100,Is Persona 5 Royal enough to justify purchasing a game fans have already played? Yes. The amount of change brought to the title is significant and it all feels like a marked improvement. For a game that was already one of the best JRPGs in recent years Persona 5 Royal is a follow-up that cements itself as an experience well-worth repeating in lieu of a proper Persona sequel.
The Last of Us Remastered,PlayStation 4,Jul-29-2014,Naughty Dog,Action Adventure | General | Modern,Eurogamer Germany,100,The heart-rending story isn`t romanticizing nor does it drift into the pathos other less subtle games so often lean towards. That's the line where good craftsmanship becomes art and an excellent game.
Portal 2,PC,Apr-18-2011,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,LEVEL (Czech Republic),100,Portal 2 is a masterpiece a work of art that you will love for its ingenious story pop-culture references to logical puzzles and co-op multiplayer. Definitely a candidate for game of the year. [Issue#204]
Red Dead Redemption,Xbox 360,May-18-2010,Rockstar San Diego,Action | Action Adventure | Shooter | Historic | Historic | Open-World | Third-Person | Historic,GamerNode,100,RDR is a phenomenal game that stands out as one of the year's best. The utmost attention to detail is apparent in every aspect and is something that no gamer should miss.
Portal 2,Xbox 360,Apr-19-2011,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Giant Bomb,100,Despite being so much bigger than the original I actually felt a little melancholy once Portal 2 was over simply because it's so rare to find a game this smart this funny and this rich with detail. It elevates Portal from an odd memorable experiment to one of the most significant series in Valve's stable with a unique voice and an incredible level of quality that all developers should aspire to.
Metal Gear Solid V: The Phantom Pain,Xbox One,Sep-1-2015,Kojima Productions | Moby Dick Studio,Modern | Modern | Action Adventure | Open-World,Attack of the Fanboy,100,Metal Gear Solid V: The Phantom Pain will go down as the best-looking best-playing and most ambitious game in the series -- one that utilizes the new-gen hardware and the incredible Fox Engine to deliver both a visual masterpiece and more robust gameplay experience than its predecessors.
Portal 2,PlayStation 3,Apr-19-2011,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,VideoGamer,100,A mere ten minutes here will yield more memorable moments than you're likely to squeeze out of the entirety of most other games this year. In all aspects of its design Portal 2 is genius.
World of Goo,Wii,Oct-13-2008,2D Boy,Miscellaneous | Puzzle | Action | Puzzle | General | Puzzle | General,Eurogamer,100,World of Goo is breathtakingly fresh while built on the foundations of genre classics. It offers a gentle challenge as you make your way through its seasonal chapters the first time and then a fiendish one as you try to fathom quite how it's possible to attain the OCD targets.
The Elder Scrolls V: Skyrim,PC,Nov-10-2011,Bethesda Game Studios,Role-Playing | First-Person | First-Person | Western-Style,Armchair Empire,100,Skyrim is definitely one of the best games of 2011 but if the DLC holds out it might just be one of the best games of 2012 as well.
BioShock Infinite,PlayStation 3,Mar-26-2013,Irrational Games,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,D+PAD Magazine,100,When it comes down to it though Bioshock Infinite is a labour of love a staggeringly impressive achievement and an example of the invention and singularity of vision that so many big budget games lack. I
Final Fantasy IX,PlayStation,Nov-13-2000,SquareSoft,Role-Playing | Console-style RPG,GamePro,100,It does at times go beyond expectations to give gamers a true masterpiece.
Call of Duty: Modern Warfare 2,PlayStation 3,Nov-10-2009,Infinity Ward,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Telegraph,100,Modern Warfare 2 crosses into the must-have category of video games effortlessly. It offers an unmatched shooter experience a compelling story mode a slick package of mini missions and a multiplayer which is pretty much unparalleled in depth.
God of War,PlayStation 4,Apr-20-2018,SCE Santa Monica,Action Adventure | Linear,Easy Allies,100,God of War doesn’t just feel like the next step for the franchise but for the entire video game industry. Phenomenal visuals rewarding exploration and a deep nuanced combat system contribute to an epic adventure that should be experienced by every human on earth. Santa Monica Studio is taking us all to Valhalla.
Tony Hawk's Pro Skater 4,PlayStation 2,Oct-23-2002,Neversoft Entertainment,Sports | Alternative | Skateboarding,GamePro,100,The levels are not only more interactive but they're also enormous - much larger than those from "THPS3." [Nov 2002 p.50]
Devil May Cry,PlayStation 2,Oct-16-2001,Capcom,Action Adventure | Fantasy,Cheat Code Central,100,Perhaps the coolest evolution of the survival horror series yet even besting "Onimusha Warlords" without breaking a sweat.
Call of Duty 4: Modern Warfare,PlayStation 3,Nov-5-2007,Infinity Ward,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,TheSixthAxis,100,A brilliantly crafted single player story coupled with the finest multiplayer action since Warhawk represents astounding value for money.
Madden NFL 2002,PlayStation 2,Aug-19-2001,EA Sports,Sports | Traditional | Football | Sim,GamePro,100,This year's real highlight for Madden madmen is the buffed out A.I.: On defense the game reacts more rapidly than ever to your offensive tendencies and in particular makes tough half time adjustments.
Batman: Arkham City,Xbox 360,Oct-18-2011,Rocksteady Studios,Action Adventure | Fantasy | Fantasy | Open-World,1UP,100,Controlling Batman as he completely terrorizes his victims whether via the invisible predator gameplay or the brutal combat is an experience rivaled by few others. From its memorable Bourne Identity-esque opening to its shocking ending Batman: Arkham City secures its place as my favorite superhero game since Freedom Force.
Mass Effect 2,PC,Jan-26-2010,BioWare,Role-Playing | Action RPG | Action RPG,Everyeye.it,100,Despite some graphical disappointments and the infamous console-driven imprint the next chapter of this beautiful Bioware saga stands with right among the most enjoyable and immersive adventures ever created for the videogame industry.
The Legend of Zelda: Ocarina of Time 3D,3DS,Jun-19-2011,GREZZO,Miscellaneous | Action Adventure | Fantasy | Fantasy | Compilation | Open-World,Eurogamer,100,This game is one of the greatest things that video games have ever achieved.
Chrono Cross,PlayStation,Aug-15-2000,SquareSoft,Role-Playing | Console-style RPG,Hot Games,100,Simply one of the best RPG's ever made and one of the finest games for the PlayStation console.
Celeste,Xbox One,Jan-26-2018,Matt Makes Games Inc.,Action | Platformer | 2D,TheXboxHub,100,Celeste is undoubtedly a modern masterpiece. Its mix of reactionary platforming and problem solving is a breath of fresh air. Its Assist Mode is ahead of the curb in an industry constantly discussing accessibility. The way it masterfully weaves its emotional story about mental health with its brutal difficulty is astounding. Hours of extra content one of the best soundtracks of all time and neat art is only the icing on the cake for this indie gem.
BioShock,PlayStation 3,Oct-21-2008,Digital Extremes | 2K Marin,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,LEVEL (Czech Republic),100,An improved version of the blockbuster game can’t get anything else then 10 out of 10. A stylish world uneasy atmosphere different options to solve different problems super-abilities... plus mad and nightmarish opponents. [Dec 2008]
Mass Effect 2,PlayStation 3,Jan-17-2011,BioWare,Role-Playing | Action RPG | Action RPG,Guardian,100,That's what makes Mass Effect 2 great. Not the outstanding action the compelling story the huge depth of interaction or any of the other ways in which the game demonstrates its outrageous surfeit of quality. It's because this is a game so coherent you start to believe that you could actually live in it.
Grand Theft Auto: Vice City,PC,May-12-2003,Rockstar North,Action Adventure | Modern | Modern | Open-World,GameNow,100,Nearly impossible to put down. [Aug 2003 p.37]
Madden NFL 2004,PlayStation 2,Aug-12-2003,EA Tiburon,Sports | Traditional | Football | Sim,PSM Magazine,100,Simply the deepest sports game ever made. It's got almost everything a football fan could ever want in a game - and then some. [Sept 2003 p.24]
Gears of War,Xbox 360,Nov-7-2006,Epic Games,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,1UP,100,Each stage is memorable...They all combine for an unforgettable adventure through 36 hectic desperate hours of a group of soldiers' lives...A visual and visceral masterpiece.
The Elder Scrolls IV: Oblivion,Xbox 360,Mar-20-2006,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,Official Xbox Magazine UK,100,Simply put Oblivion is a game where the story never ends. The story of your exploits in any other game would have natural gaps but here you can just keep telling it with every yarn feeding logically into the next.
Sid Meier's Civilization II,PC,Feb-29-1996,MPS Labs,Strategy | Turn-Based | Historic | General | Historic | 4X,All Game Guide,100,It is an incredible and very addictive game; once you start playing you won't want to stop... You will want to play Civilization II over and over as every game is different.
Quake,PC,Jun-22-1996,id Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Hot Games,100,The essential 3D first person multiplayer experience of our time.
Call of Duty 4: Modern Warfare,Xbox 360,Nov-5-2007,Infinity Ward,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Official Xbox Magazine,100,Simply put Call of Duty 4 does everything right and nearly nothing wrong. But where it elevates itself above even the best 360 shooters is how all of the good stuff is ludicrously good. The campaign never lets up while multiplayer is a triple-A affair in itself. [Dec 2007 p.36]
BioShock Infinite,PC,Mar-25-2013,Irrational Games,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Game Informer,100,Dealing with themes like religion racism and xenophobia Columbia is a richer and more nuanced setting than even Rapture and the unveiling of the city’s culture is masterfully executed.
Halo 3,Xbox 360,Sep-25-2007,Bungie Software | Bungie,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,GamePro,100,It's solid gameplay immense replayability online functionality and incredible production values will ensure its place in video game history and it is without a doubt a satisfying and fulfilling close to the beloved trilogy[?].
Ninja Gaiden Black,Xbox,Sep-20-2005,Team Ninja,Action Adventure | Fantasy,DarkStation,100,The hard-as-nails Ninja Gaiden is back with improved camera system a new mission mode and bonus game. At a budget price you'd be crazy not let own this gem.
The Elder Scrolls IV: Oblivion,PC,Mar-20-2006,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,Entertainment Weekly,100,It’s just so damned big. That’s what you’ll say after playing Oblivion for more than an hour. Or for that matter 50 hours.
Street Fighter IV,PlayStation 3,Feb-17-2009,Capcom,Action | Fighting | Fighting | 3D | 2D | 3D,Playstation Official Magazine Australia,100,A tight-fisted gut blow of wow! Must own. [Mar 2009 p.70]
Super Mario Advance 4: Super Mario Bros. 3,Game Boy Advance,Oct-21-2003,Nintendo,Action | Platformer | 2D,Pocket Games,100,The bottom line is that this is Mario hop-n-bop action at its finest with a goodly amount of minigames thrown into the mix for good measure... As great as it ever was. [Fall 2003 p.38]
Jet Grind Radio,Dreamcast,Oct-30-2000,Smilebit,Action | Platformer | 3D,Daily Radar,100,Delivers on every level -- gameplay graphics sound and especially originality. Greedy as we are we can only complain that there isn't even more goodness.
Metal Gear Solid,PlayStation,Oct-21-1998,KCEJ,Action Adventure | Modern,Armchair Empire,100,Adding to the story is some of the best voice acting to ever come to a videogame. The entire cast did an absolutely top-notch performance.
Grim Fandango,PC,Oct-14-1998,LucasArts,Adventure | General | General | 3D | Third-Person | Fantasy,Computer Games Magazine,100,The large cast of characters is unforgettable. Although for the most part they are skeletons in 40s garb with mask-like faces that can be attributed to Day of the Dead festivities their personalities render them as distinct and memorable as members of an extremely diverse cast from any fine film.
Tom Clancy's Splinter Cell Chaos Theory,Xbox,Mar-28-2005,Ubisoft Montreal,Action Adventure | Modern,Maxim Online,100,No longer is there just one way to solve a treacherous night mission before the enemy picks up your audio signature: stealth will pay off just as well as good old-fashioned ultraviolence.
Burnout 3: Takedown,Xbox,Sep-7-2004,Criterion Games,Driving | Racing | Arcade,GamePro,100,To say that this game is "fast" is an understatement - it absolutely blazes so much so that blinking becomes a liability. [Nov 2004 p.96]
Diablo,PC,Dec-31-1996,Blizzard Entertainment,Role-Playing | Action RPG | Action RPG,Computer Gaming World,100,Diablo is the perfect example of a game that transcends its genre.
Metal Gear Solid 3: Subsistence,PlayStation 2,Mar-14-2006,Aspect,Action Adventure | Modern,AceGamez,100,Metal Gear Online? On the PS2? Surely it's crap! I admit I didn't think it could be pulled off very well... but I'll happily eat my words because it's bloody brilliant.
Call of Duty: Modern Warfare 2,Xbox 360,Nov-10-2009,Infinity Ward,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Telegraph,100,Modern Warfare 2 crosses into the must-have category of video games effortlessly. It offers an unmatched shooter experience a compelling story mode a slick package of mini missions and a multiplayer which is pretty much unparalleled in depth.
Metal Gear Solid 4: Guns of the Patriots,PlayStation 3,Jun-12-2008,Kojima Productions,Action Adventure | Modern | General | Modern,Level7.nu,100,As the supposed last entry in the Metal Gear-franchise this is one major release. Most of the flaws found in previous entries have been removed and the variety in gameplay and weapons is simply immense. The story is told in great part by cinematic video sequences and ingame narrative sequences and while these are fantastic in many ways they can also become a bit tedious. These flaws are minor though Metal Gear Solid 4 is a fantastic title in every way and a worthy finale to the franchise.
NCAA Football 2004,PlayStation 2,Jul-16-2003,EA Sports,Sports | Traditional | Football | Sim,Cinescape,100,The sound is the best part of the game with all of the fight songs and one of the best crowds ever.
