title , platform , release_date , developer , genres , reviewer , metascore , review
Psychotoxic,PC,Feb-25-2005,NuClearVision,Action | Shooter | Shooter | First-Person | Fantasy | Fantasy | Arcade,Computer and Video Games,35,For every second of satisfaction there is a minute of monotony; where cardboard enemies fall under a cloud of red paint physics offer no value whatsoever AI is largely non-existent and gameplay follows the worn-ragged formula of coloured keycards and enemies that appear from thin air. [PC Zone]
ShellShock 2: Blood Trails,PC,Feb-13-2009,Rebellion,Action | Shooter | Shooter | First-Person | Third-Person | Historic | Historic | Historic | Arcade,LEVEL (Czech Republic),30,You can enjoy the straightforward gameplay in some moments you can be surprised by the horror atmosphere. But those are only small details in the overall game of boredom disturbing mini-games and a bunch of bugs. [Mar 2009]
Underground Pool,DS,Jan-26-2007,FrontLine Studios,Sports | Miscellaneous | Parlor | Individual | Billiards | Billiards,PALGN,45,If you’re a pool enthusiast who finds they can’t get a table at the pub then Actua Pool will fix your cravings just don’t go expecting anything special.
Freedom: First Resistance,PC,Dec-14-2000,Red Storm Entertainment,Action Adventure | Sci-Fi | General,PC Gamer,40,We saw plenty of good action/adventures in the year 2000. This wasnt one of them. [Mar 2001 p.82]
Eureka Seven Vol. 2: The New Vision,PlayStation 2,Apr-23-2007,Namco Bandai Games America,Action | Shooter | Third-Person | Sci-Fi,GameDaily,40,Despite the differing game play at least one element remains shared between the various situations and scenarios of Eureka Seven Vol. 2: boredom. With no real skill required to complete the simple challenges most gamers will breeze through the dull segments given enough time and button mashing leaving them to question the point in repeating those same bits of play over and over again.
Adventure Time: Explore the Dungeon Because I DON'T KNOW!,PlayStation 3,Nov-19-2013,WayForward,Action Adventure | Fantasy | General | Fantasy,IGN,35,Unlike the show it’s based on it’s both deeply boring and devoid of imagination. For a real sense of adventure play Spelunky.
Xiaolin Showdown,Xbox,Nov-15-2006,BottleRocket Entertainment,Action | Beat-'Em-Up,Games Radar,30,Xiaolin Showdown is a bad game plain and simple. In a genre where speed and chaos is an important part of gameplay Xiaolin Showdowns fights are out and outright tedious.
Painkiller: Hell & Damnation,PlayStation 3,Nov-26-2013,The Farm 51,Action | Shooter | Shooter | First-Person | Fantasy | Fantasy | Arcade,Playstation Official Magazine UK,30,No amount of ragdoll-fumbling can save this Gothic horror show. [Sept 2013 p.94]
Farming Simulator,PlayStation 3,Nov-19-2013,Giants Software,Simulation | General | General | Virtual | Career,Games Master UK,35,Theres farming but little of the promised simulation. [Dec 2013 p.73]
Escape Dead Island,PlayStation 3,Nov-18-2014,Fatshark AB,Action Adventure | Adventure | 3D | Survival | Third-Person | Modern,LevelUp,40,Escape Dead Island is a terrible game with substandard graphics unimaginative and rigid gameplay convoluted story and unforgivable optimization issues.
Inner Chains,PC,May-18-2017,Telepaths Tree,Action | Shooter | First-Person | Arcade,CD-Action,40,With its fantastic art direction Inner Chains could have been a great walker. Unfortunately what the developers decided to make is a lame uninspired awfully boring first-person shooter that has absolutely nothing to offer in terms of gameplay. [08/2017 p.72]
The Warriors: Street Brawl,Xbox 360,Sep-23-2009,CXTM,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,TeamXbox,44,So if you can get past its many flaws—or you just enjoy repeatedly having your ass handed to you—there’s quite a bit to do here for 800 Microsoft Points (about $10).
Brain Boost: Gamma Wave,DS,Nov-17-2006,Interchannel,Miscellaneous | Edutainment | Edutainment,Yahoo!,30,For the price youll pay for both these games -- which is what youll need to do if you want a half-decent selection of activities -- you could buy the far superior Brain Age. Or for that matter you could buy just about any of the other genuinely good games on the DS and pass over this cash-in altogether.
MTV Sports: Skateboarding featuring Andy Macdonald,PlayStation,Sep-12-2000,Darkblack,Sports | Alternative | Skateboarding,CNET Gamecenter,30,A slovenly title that drowns in its own inferiority.
Zatch Bell! Mamodo Fury,PlayStation 2,Sep-19-2006,Mechanic Arms,Action | Fighting | 3D,IGN,30,There’s no reason any self-respecting gamer would pick up Zatch Bell! Mamodo Fury. The game is broken at times painful during others and sports and overall felling of frustration for anyone brave enough to endure it.
Blood Drive,Xbox 360,Nov-2-2010,Sidhe Interactive,Simulation | Driving | Racing | General | General | Vehicle | Combat,MEGamers,30,Blood Drive is like a radioactive element - admired from a distance but never to be touched.
Prison Break: The Conspiracy,Xbox 360,Apr-1-2010,ZootFly,Adventure | General | General,Gamereactor Sweden,40,Not even the most dedicated fan of the TV show could find this piece of garbage entertaining. Lock this let-down up and throw away the key.
Freestyle Street Soccer,Xbox,Mar-25-2004,Silicon Dreams,Sports | Traditional | Soccer | Arcade,Cheat Code Central,40,The gang vernacular and the gratuitous use of swearing may make this game appear cool but you may as well listen to an Andrew Dice Clay recording and play with a string-less yo-yo.
Dragon Ball Z: Taiketsu,Game Boy Advance,Nov-24-2003,Webfoot Technologies,Action | Fighting | 2D,GameZone,40,Taiketsu just doesnt work. With bad gameplay graphics sound and multiplayer it leaves this reviewer complaining more than Andy Rooney.
Family Guy: Back to the Multiverse,PlayStation 3,Nov-20-2012,Heavy Iron Studios,Action | General | Action Adventure | Fantasy | General | Fantasy,Push Square,40,Family Guy: Back to the Multiverse doesnt make the best use of its licence. The humour isnt as funny in this format and the experience is padded by repetitive fetch quests. Fans of the show may derive some enjoyment out of the in-jokes and multiplayer but everyone else should avoid at all costs.
The Golden Compass,PlayStation 3,Dec-4-2007,Shiny Entertainment,Action Adventure | Fantasy | General | Fantasy,Kombo,40,The Golden Compass the book has received more critical praise than it can count. Unfortunately the same doesnt hold true for the movie or the video game.
Scourge: Outbreak,Xbox 360,Jul-3-2013,Tragnarion Studios,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,Official Xbox Magazine,35,Predictably you’ll have a much better time blasting away in by-the-numbers deathmatch team deathmatch and capture-the-flag engagements — well if you can find any other players in the ghost town that passes for Scourge’s multiplayer lobby. Given the game’s crippling problems it’s hard to blame folks for staying away in droves.
MotionSports,Xbox 360,Nov-4-2010,Ubisoft Milan,Sports | General | General,Vandal,40,Maybe Motionsports original idea to make use of Kinect possibilites to offer a varied set of sport challenge. was a good one but ultimately it has been poorly developed and executed and control doesnt work well enough.
Looney Tunes: Acme Arsenal,Xbox 360,Oct-9-2007,Red Tribe,Action | Action Adventure | Fantasy | Platformer | Fantasy | 3D,GamesRadar+,30,The biggest problem with Acme Arsenal is that it doesn’t contain an inkling of the depth on display in the classic cartoons its levels attempt to emulate.
Real Steel,Xbox 360,Oct-12-2011,Yuke's,Action | Fighting | Fighting | 3D | 3D,Vandal,30,Real Steel is not a noteworthy videogame. It is a shame because the idea could have been great if it had been well executed. It has a very limited and repetitive gameplay and a lackluster appearence.
Soldier Elite,PC,May-29-2006,Metropolis Software,Action Adventure | Sci-Fi | General,PC Gamer,35,If theres one thing that blows chunks more than a bad console-to-PC port its a recycled low-budget PC game thats past its due. [Oct. 2006 p.58]
Deep Black: Reloaded,PC,Apr-18-2012,Biart,Action | Shooter | Shooter | Third-Person | Modern | Arcade,LEVEL (Czech Republic),30,Underwater third-person shooter is good for one and only one purpose: if you want to see every possible game mistake bug and bad design decision packed into one you just got it. [Apr 2012]
Battle: Los Angeles,Xbox 360,Mar-11-2011,Saber Interactive,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Vandal,35,Easy short linear and with embarrasing flaws in AI this game is a huge disappointment.
Montague's Mount,PC,Oct-9-2013,Polypusher Studios,Action Adventure | Horror | Horror,Multiplayer.it,40,Montagues Mount is a bad graphic adventure plagued by the backtracking and some of the worst bugs seen in recent years.
Charlie and the Chocolate Factory,GameCube,Jul-11-2005,High Voltage Software | Backbone Entertainment,Action Adventure | Modern,GameSpot,40,The console releases are better than the truly execrable PC game of the same name but theres still no reason for it to exist.
SuperPower,PC,Mar-28-2002,GolemLabs,Strategy | Turn-Based | Wargame | Turn-Based | General,Yahoo!,40,With the bugs fixed and the gameplay tweaked and polished Superpower could be pretty decent. At the moment its disappointing.
The Cursed Crusade,Xbox 360,Oct-25-2011,Kylotonn,Action Adventure | Fantasy | General | Fantasy,GamePro,40,Its too bad because Cursed Crusade has fleetingly interesting ideas like forcing you to push a very slow-moving mantlet towards an enemys defensive line or the way the timing of tapping out combo strings actually encourages thoughtful player response. Co-op can actually be fun in short bursts with a friend and even the detailed aesthetic is surprisingly competent.
Ultimate Beach Soccer,Xbox,Nov-10-2003,Pam Development,Sports | Traditional | Soccer | Arcade,Armchair Empire,35,Gameplay is where UBS really screws up.
Torino 2006 - the Official Video Game of the XX Olympic Winter Games,PlayStation 2,Jan-24-2006,49Games,Sports | Olympic Sports,Game Over Online,40,It’s something you’ll play for a little while but you’ll soon realize that watching the real thing is far more exciting. It sounds better. It feels faster. And you’ll get to see the podium and hear the anthem of the victor’s nation.
Fantastic Four: Rise of the Silver Surfer,Wii,Jun-15-2007,7 Studios,Action | General | General,Nintendo Gamer,30,Tiresome nonsense. [Sept 2007 p.40]
Drive Girls,PlayStation Vita,Sep-8-2017,Tamsoft,Action | General,God is a Geek,40,Drive Girls is a disappointing game in almost every aspect with only a few redeeming factors.
Air Raid: This Is Not a Drill!,PC,Jun-18-2003,Made by Kiddies,Action | Shooter | Shooter | First-Person | Historic | Historic,Computer Games Magazine,40,You have to be jonesing for a decidedly old school arcade experience to appreciate Air Raid and even then its fun for maybe 20-30 minutes at a time if not in total. [Nov 2003 p.101]
Army Men: Green Rogue,PlayStation 2,Mar-25-2001,3DO,Action | Shooter | Third-Person | Fantasy,Electric Playground,35,Hmmm...step on a landmine play Green Rogue. Landmine Green Rogue...Ah! Landmine it is!
Turning Point: Fall of Liberty,PC,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,PC Format,34,A perfect storm of cynical derivative design and slipshod implementation. [June 2008 p.102]
25 to Life,PC,Jan-17-2006,Ritual Entertainment | Avalanche Software,Action | Shooter | Shooter | Third-Person | Modern | Modern | Arcade,ActionTrip,32,The bottom line is that it doesnt come even close to the open-ended gameplay of GTA and the overall quality of Max Payne. Drawing any further comparison with these two well-known titles would be a waste of time. In fact the entire game is a waste of time and money.
Pocket Racers,PSP,Nov-14-2006,Konami | Blade Interactive,Driving | Racing | Arcade | Arcade | Automobile,GamerNode,35,Incredibly easy to use driving flop.
Doctor Who: The Eternity Clock,PlayStation 3,May-22-2012,Supermassive Games,Action Adventure | Sci-Fi | Sci-Fi | General,Play UK,32,Unforgivable bugs. [Issue#220 p.81]
Wacky Races: Crash & Dash,Wii,Jun-17-2008,Eidos Sweden,Driving | Racing | Arcade | Kart | Other | Kart,Nintendo Gamer,35,Experimental racing concepts should be tested in the developers studios not on shop shelves. [Sept 2008 p.54]
Troll and I,PlayStation 4,Mar-21-2017,Maximum Games,Action Adventure | General,Playstation Official Magazine UK,30,A longer development period might have made this into something more playable but it would still be a game of rehashed concepts notable only for its sheer banality. [May 2017 p.96]
Senran Kagura Reflexions,Switch,Sep-13-2018,Honey Parade Games,Action | Adventure | General,FNintendo,30,Its hard to recommend Senran Kagura Reflexions to anyone at all. Rather than a game this is more like a collection of screens that test the accuracy of the Joy-Con movements and at that it does work. Unfortunately it fails at everything else and it simple does not provide the content the sense of purpose and the structure necessary to call this a fun interactive experience.
RollerCoaster Tycoon 3D,3DS,Oct-16-2012,n-Space,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,Level7.nu,40,Manage a theme park and build grand roller coasters. A poorly designed user interface old-fashioned graphics and the lack of certain mechanics makes sure that this game never lives up to its PC predecessors.
Brain Boost: Beta Wave,DS,Nov-17-2006,Interchannel,Miscellaneous | Edutainment | Edutainment,Yahoo!,30,For the price youll pay for both these games -- which is what youll need to do if you want a half-decent selection of activities -- you could buy the far superior Brain Age. Or for that matter you could buy just about any of the other genuinely good games on the DS and pass over this cash-in altogether.
The Polar Express,PlayStation 2,Nov-2-2004,Blue Tongue,Action Adventure | Fantasy,GameSpot,31,An ugly collection of poorly conceived minigames The Polar Express is a failure by the standards of any medium.
Family Guy: Back to the Multiverse,Xbox 360,Nov-20-2012,Heavy Iron Studios,Action | General | Action Adventure | Fantasy | General | Fantasy,Cheat Code Central,38,The game isnt funny and thats inexcusable.
Charlie and the Chocolate Factory,Xbox,Jul-11-2005,High Voltage Software | Backbone Entertainment,Action Adventure | Modern,GameBiz,35,The musical score of the game will get on most peoples nerves within the first 20 minutes.
25 to Life,PlayStation 2,Jan-17-2006,Ritual Entertainment | Avalanche Software,Action | Shooter | Third-Person | Modern,GameShark,33,25 to Life does include a somewhat entertaining multiplayer aspect but not enough to keep your attention for very long.
Hello Neighbor,Switch,Jul-27-2018,tinyBuild,Adventure | 3D | First-Person,NintendoWorldReport,40,You might be able to derive some enjoyment from this game but it requires overlooking absolutely essential elements gone awry making Hello Neighbor very difficult to recommend. If you don’t mind solving abstract puzzles and throwing everything (including the kitchen sink) at your objectives all while constantly avoiding a particularly annoying antagonist then you might give this game a try.
Coffeetime Crosswords,Xbox 360,Jul-16-2008,Voltex | Inc.,Miscellaneous | Puzzle | Puzzle | General | Puzzle | Logic | General,IGN,35,The controls are awkward there’s no Xbox 360 Chatpad support and the puzzles are mediocre at best (and repetitive at worst).
Ju-on: The Grudge,Wii,Oct-13-2009,FeelPlus,Action Adventure | Horror | Horror | Survival,Meristation,35,Theres nothing worthy on the latest feelPlus work or at least nothing truly enjoyable. Were supposed to be very frightened by the scares that The Grudge repeatedly shows on the screen but the only scary thing here are the gameplay mechanics and the incredible stupidity of our main enemies.
Thor: God of Thunder,PlayStation 3,May-3-2011,Liquid Entertainment,Action | General | General,Eurogamer Portugal,30,Thor: God of Thunder is a game to avoid.
R.I.P.D. The Game,Xbox 360,Jul-17-2013,Old School Games,Action | General | General | Shooter | Third-Person | Sci-Fi | Arcade,GamingTrend,34,I have reviewed some bad games but this is even bad even for movie tie-in games. This is bad on the level of Aquaman bad.
Raven Squad: Operation Hidden Dagger,PC,Aug-25-2009,Atomic Motion,Action | Shooter | General | First-Person | Modern,3DJuegos,32,Raven Squad is bland boring and definitely not fun. Avoid it at all cost.
Monsters Inc. Scream Arena,GameCube,Sep-14-2002,Radical Entertainment,Action | Platformer | 3D,Nintendophiles,30,Scream Arena takes a line from the movie and creates and entire game from it. It’s so thin that the single line in the movie is more entertaining.
Anacapri: The Dream,PC,Sep-12-2007,S&G Software,Adventure | General | General,Just Adventure,33,So this is a pretty ordinary game that has potential in some areas.
Onechanbara: Bikini Samurai Squad,Xbox 360,Feb-10-2009,Tamsoft,Action | Beat-'Em-Up | Beat-'Em-Up | 2D | 3D,Gaming Age,33,For me Onechanbara represents one of the biggest disappointments Ive felt in a game—it looks silly action packed and a little fun. Instead its just repetitive drivel with a bit of cheesecake.
Tony Hawk's Motion,DS,Nov-18-2008,Creat Studios,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,Pocket Gamer UK,30,Saddled with poor visuals ineffective controls and a complete lack of engaging content Tony Hawks Motion is a crushing disappointment .
The Mummy: Tomb of the Dragon Emperor,Wii,Jul-22-2008,Eurocom Entertainment Software | Eurocom,Action Adventure | Fantasy | General | Fantasy,Nintendo Gamer,36,Instead of giving you the game disc the sales assistant could open the box and curl out a steaming log in there and youd have almost as much fun playing with it. [Dec 2008 p.56]
Cartoon Network Racing,PlayStation 2,Dec-4-2006,Eutechnyx,Driving | Racing | Arcade,IGN,34,A bad kart racer in every sense of the word. The track design is poor the game feels slow and worst of all the controls are terrible.
The Deer God,Switch,Dec-21-2017,Cinopt Studios LLC,Action | Platformer | 2D,GamingTrend,35,I stared deep into the eyes of the deer waiting for it to speak. There was no grass no trees; just a white void surrounding me and her heavenly grace as she judged me and my actions. But she did not speak. She did not even blink. As the silence dragged on I grew more desperate bargaining with her to just make sense of this please! What should I be feeling? What should I be believing!? Deer God what lesson do I need to learn? She screamed for she did not know. I screamed for I did not know. Perhaps that was the lesson to learn that there is nothing to know. Don’t buy this game.
Coffee Tycoon,PC,Sep-11-2006,Anarchy Enterprises,Strategy | Tycoon | Tycoon,Game Chronicles,23,You do nothing else while playing but hit the start and end button occasionally buy things for your store and manage employees.
Universal Studios Theme Parks Adventure,GameCube,Dec-18-2001,Kemco,Miscellaneous | Party,TotalGames.net,37,To think this dire piece of programming is worth 40p let along £40 is an insult to everything we believe in as dedicated gamers. Buy it...go on we dare you. You’ll be the only fool that does...
Resident Evil: Survivor,PlayStation,Aug-30-2000,Capcom,Action Adventure | Horror,CNET Gamecenter,40,This lame first-person shooter with no visual or visceral delights is an insult to the brand name that is Resident Evil.
Realms of Ancient War,PC,Oct-4-2012,Wizarbox,Action Adventure | Fantasy | General | Fantasy,XGN,35,In every review the main question is why would the consumer buy this? For R.A.W. Realms of Ancient War that is a question hard to answer. Yes it is an action RPG like great titles such as Diablo III and Torchlight II. But no we wouldnt recommend this game to anyone.
Inkheart,DS,Jan-12-2009,Dreamcatcher,Adventure | General | General,Armchair Empire,30,If you love the movie you might want to try this out just to see what it’s all about. If you are hankering for a decent adventure game with a book twist go grab Hotel Dusk: Room 215. It’s a much better read.
Tony Hawk's Pro Skater 5,Xbox One,Sep-29-2015,Robomodo,Sports | Individual | Skate / Skateboard,X-ONE Magazine UK,30,Despite some noble efforts to take Tony Hawks back to its roots Pro Skater 5 is ruined by glitches sluggish movement and dull lifeless levels. What might have been a glorious return ends up an unfortunate swan song. [Issue#130 p.78]
Turn It Around,DS,Aug-28-2007,Taito Corporation | 505 Games,Action | General | General,PALGN,35,Quirky minigames can be excellent fun but the best collections offer variety. Spinning a wheel ad infinitum just doesnt cut it.
Pacific Rim,Xbox 360,Jul-12-2013,Yuke's,Action | General | General,3DJuegos,33,Pacific Rim is a very bad fighting game with a popular license.
Alone in the Dark,Wii,Jun-23-2008,Hydravision,Action Adventure | Horror | Horror | Survival,IGN,31,Nearly every gamplay mechanic fails in one way or another. While the game is functional Alone in the Dark is a clear case of something that needed to be baked in the oven longer. The overall concept is solid but the testing phase seems to have been glossed over.
Star Wars: Flight of the Falcon,Game Boy Advance,Nov-18-2003,Pocket Studios,Action | Shooter | Scrolling,Next Level Gaming,40,The game is hampered by very bad laggy gameplay that seems like in some of the game levels (mostly all of them) it is running at 5 fps.
Putty Squad,PlayStation 4,Mar-11-2014,System 3,Action | Platformer | Platformer | 2D | 2D,Metro GameCentral,30,It seems very unfair to suddenly thrust such a dated game back into the limelight but it ready would’ve been better if Putty Squad had stayed in retirement.
Motocross Mania 3,Xbox,Apr-27-2005,Deibus Studios,Driving | Racing | Motorcycle | Motocross,IGN,38,Poor controls buggy gameplay and a lack of variety make this game a tour de garbage.
Burnout Legends,DS,Nov-29-2005,Visual Impact,Driving | Racing | Arcade | Arcade | Automobile,PALGN,25,Saying that the DS version of Burnout Legends is bad is quite generous. Abomination is a much more fitting word.
Dead or Alive Paradise,PSP,Mar-30-2010,Team Ninja | Tecmo,Action | General | General,VideoGamer,30,While Dead or Alive: Paradise may appear exciting to a sex-starved 16-year-old the game is insulting to all other audiences; a huge backwards step in an industry desperately trying to mature. Remember this kids: ultimately youre getting yourself worked up over polygon meshes skin coloured textures and clever algorithms. Unless youre really struggling for ways to entertain your libido the game should be categorically avoided.
Battleship,Xbox 360,May-15-2012,Double Helix Games,Action | Miscellaneous | Board Games | Shooter | Board Games | First-Person | Tactical,GameSpot,35,Bland presentation and sloppy mechanics sink Battleship more effectively than a torpedo ever could.
Battle: Los Angeles,PC,Mar-11-2011,Saber Interactive,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,PC Gamer,30,Good grief--I could buy Half-Life 2 with that $10. [Aug 2011 p.76]
Attack of the Movies 3D,Xbox 360,May-18-2010,Panic Button,Action | General | General,Thunderbolt,30,Better yet let’s just leave the on-rails style in the ’90s where it belongs. It’s been a nice ride but we need to start moving on.
Painkiller: Resurrection,PC,Oct-27-2009,Homegrown Games,Action | Shooter | Shooter | First-Person | Fantasy | Arcade,Everyeye.it,35,You need an extra dose of Painkillers to play Resurrection without headache.
Umbrella Corps,PlayStation 4,Jun-21-2016,Capcom,Action | Shooter | Third-Person | Tactical,Wccftech,36,Umbrella Corp is a game that should have been scrapped not released. It may have started with the best intentions but the end result is a game that relies on tired gameplay and a familiar name. Going back to the drawing board would have been better than what was released now.
G.I. Combat,PC,Nov-4-2002,Freedom Games,Strategy | Real-Time | Wargame | Real-Time | General,GameSpot,30,G.I. Combats biggest shortcoming is that it has very little gameplay. Instead it has a heap of confusion.
Driven,PlayStation 2,Nov-6-2001,Bam Entertainment,Driving | Racing | Formula One,GameSpot,29,You can accelerate up to 200mph within seconds and survive a brutal wall impact but a low-speed scuff on the turf sends your car spinning.
Pimp My Ride,Xbox 360,Dec-6-2006,Eutechnyx,Driving | Racing | Arcade | Other | Other,Planet Xbox 360,33,If mind-numbingly easy repetition is what you enjoy in a game knock yourself out.
Godzilla Unleashed,PlayStation 2,Nov-20-2007,Pipeworks Software | Inc.,Action Adventure | Sci-Fi,GameShark,33,Godzilla Unleashed lacks the vibrant larger-than-life destructive mayhem of other Godzilla titles and there really arent enough redeeming qualities otherwise to warrant a purchase…or even a rental.
DARK,Xbox 360,Jul-9-2013,Kalypso,Action Adventure | Modern | General | Modern | Linear,Games.cz,30,Darks concept is totally out of line and its technical issues are not helping it. Sometimes a good theme occurs but its bad gaming mechanics tread in the game quickly. Its bad as a stealth-action game. Its even worse as a vampire title.
The Walking Dead: Survival Instinct,PC,Mar-19-2013,Terminal Reality,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,CD-Action,40,None of its elements is done well enough. The combat system is primitive and slapdash there’s practically just one enemy type with several skins and the level design based on simple greyish blocks is trivial. [CD-Action 06/2013 p.68]
Teenage Mutant Ninja Turtles: Out of the Shadows,Xbox 360,Aug-28-2013,Red Fly Studio,Action | Beat-'Em-Up | Beat-'Em-Up | 3D,The Digital Fix,30,What we are left with is a dull broken button-masher of a campaign a risible barely playable multiplayer game and a couch co-op which puts most players on a level playing field with Mr. Magoo.
Naruto Shippuden: Dragon Blade Chronicles,Wii,Nov-12-2010,Eighting | Takara Tomy,Action | General | Fighting | General | 3D,GameSpot,35,Shallow combat frustrating exploration and crippling technical issues make Dragon Blade Chronicles a Naruto adventure to avoid.
Vampire Rain,Xbox 360,Jul-3-2007,Artoon,Action Adventure | Horror | Horror | Survival,GamePro,35,In truth the biggest mystery here isnt how vampires evolved and rose to power but how any publisher could justify a $60 price tag for a tiresome exercise in imitation and slipshod execution.
Thor: God of Thunder,Xbox 360,May-3-2011,Liquid Entertainment,Action | General | General,IGN,30,If I havent made my point excruciatingly clear by now let me be very blunt -- do not play this game. Its plodding and dull and isnt even fun in an unintentional way. Just stay away.
Project Root,Xbox One,Apr-29-2015,Pablo Testa,Action | Shooter | Shoot-'Em-Up | Vertical,MondoXbox,40,Project Root presents a very good base idea but with a poor implementation; we liked the idea of a top-down 360 degrees non-linear shooter but its generic art design many glitches and bad game design decisions keep it from even touching its full potential.
Carnival Games: Mini-Golf,Wii,Oct-20-2008,Cat Daddy Games,Sports | Traditional | Individual | Golf | Arcade | Arcade,IGN,35,It’s impossible to give that feeling when players have so little control over their own performance. If you’re looking for a golf game to play on Wii there are plenty to choose from. This one’s definitely not worth the price of admission.
Raven Squad: Operation Hidden Dagger,Xbox 360,Aug-25-2009,Atomic Motion,Action | General | General,Destructoid,30,Just another ruined idea to throw on the ever-increasing pile. Not even the fact that one of the lines includes the term Satans little piss-pot could save this.
Seven Kingdoms: Conquest,PC,Oct-15-2007,Enlight Software | Infinite Interactive,Strategy | Real-Time | Historic | Historic | Command,Game Over Online,30,Believe me Seven Kingdoms Conquest is a wreck you want to avoid.
Kengo: Legend of the 9,Xbox 360,Sep-11-2007,Genki,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,IGN,35,Kengos environment-based attacks nine storylines and Combat Mode simply arent enough to recommend what amounts to a boring and repetitive gameplay experience.
The Simpsons Skateboarding,PlayStation 2,Nov-11-2002,The Code Monkeys,Sports | Alternative | Skateboarding,TotalGames.net,38,It’s sluggish and unresponsive and absolutely riddled with annoying bugs that should have been detected early in the production process.
Blades of Time,Switch,May-14-2019,Gaijin Distribution,Action | General,Gaming Age,33,It was a mediocre game when it first came out seven years ago and if anything the benefit of time has made the mediocre assessment seem generous.
Rock Revolution,Xbox 360,Oct-15-2008,Zoe Mode | HB Studios Multimedia,Action | Miscellaneous | Rhythm | Music | Music,GamesRadar+,30,Rock Revolution is inferior to its competition in every single possible way. If you absolutely have to try it we urge you to think of it as a track pack of guitar-only songs for Rock Band or Guitar Hero and buy just the game (instead of the drums-included bundle).
Legend of the Dragon,PSP,May-29-2007,Neko Entertainment,Action | Fighting | Fighting | 3D | 3D,GamesRadar+,30,You’ll need the patience of Buddist monk to progress through the archaic Quest mode without consistently resorting to a cheap Ring Out.
Heavy Fire: Red Shadow,PlayStation 4,Oct-16-2018,Mastiff,Action | Shooter | First-Person | Arcade,GamingTrend,30,Honestly the nicest thing I can say about Heavy Fire: Red Shadow is that it’s over in two hours. It is at least technically playable with some interesting mechanics. But even if you are specifically looking for a wave-based arcade-style turret game I’d still stay away. This game offers little of value and is fun only if I stretch that word beyond its absolute limit.
Terminator 3: Rise of the Machines,PlayStation 2,Nov-11-2003,Black Ops Entertainment,Action Adventure | Sci-Fi,GameSpot,37,Feels like a rushed hack-job of a game with just barely enough cohesive action to keep it from completely falling apart at the seams.
