title , platform , release_date , developer , genres , reviewer , metascore , review
Ape Out,PC,Feb-28-2019,Gabe Cuzzillo,Action | Shooter | Shoot-'Em-Up | Top-Down,DarkStation,100,If you don’t mind a rather extreme challenge I can’t recommend Ape Out enough a perfect marriage of style and execution that’s difficult as hell while also managing to be an exciting power fantasy. Every step of the way is exciting and fun and even when you’re running up against a wall it has that one more run! power that gets you to keep trying and then whoops hours are gone. Ape Out is definitely worth checking out and returning to for a quick and excellent experience.
Mortal Kombat X,PlayStation 4,Apr-14-2015,Warner Bros. Interactive Entertainment | NetherRealm Studios,Action | Fighting | 2D | 3D,New York Daily News,100,Mortal Kombat X is easily the pinnacle of Mortal Kombat building on every improvement the series made in 2011 adding depth to the main fighter and delivering advancement to the modes that only NetherRealm could offer.
Valdis Story: Abyssal City,PC,Sep-8-2013,Endless Fluff,Action | Platformer | Platformer | 2D | 2D,RPG Fan,93,I had a wonderful time playing Valdis Story. Time and time again it exceeded my expectations and its a privilege that I was able to play and review it. Just when I thought I had seen the greatest boss or most intense challenge it threw another one at me.
Art Style: PiCTOBiTS,DS,May-18-2009,Nintendo,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Matching,Official Nintendo Magazine UK,91,An original puzzle game with some nice retro touches for Nintendo fans.
Sonic Advance 2,Game Boy Advance,Mar-9-2003,Dimps Corporation,Action | Platformer | 2D,G4 TV,100,Sonic fans will be in heaven as will anyone who enjoys a good healthy adrenaline rush.
Rayman 3,Game Boy Advance,Mar-2-2003,Ubisoft,Action | Platformer | 2D,Nintendojo,100,If youve ever loved a platforming game you owe it to yourself to play Rayman 3 simple as that. This ones certain to go down as one of the biggest classics to ever hit the system.
NCAA College Basketball 2K3,PlayStation 2,Dec-2-2002,Kush Games,Sports | Traditional | Basketball | Sim,Play Magazine,100,The Legacy mode is incredibly comprehensive and its something thatll keep players busy for hours on end. [Jan 2003 p.84]
Steel Battalion,Xbox,Nov-21-2002,Capcom,Simulation | Sci-Fi | Mech,Xbox Nation Magazine,100,The best mech simulator ever made embarrassing even de facto favorites like the Mechwarrior series on the PC. [Winter 2002 p.86]
XGIII: Extreme G Racing,GameCube,Nov-27-2001,Acclaim,Driving | Racing | Futuristic,GamingTrend,92,Acclaim Cheltenham has successfully combined graphics sound and game play into a racer that has heart-pounding speed dizzying visuals great control and excellent multiplayer functions.
FIFA 2001,PlayStation 2,Nov-24-2000,EA Canada,Sports | Traditional | Soccer | Sim,Daily Radar,100,FIFA 2001 may not be revolutionary in gameplay or depth like Madden but its revolutionary in terms of graphics -- and it brings home the ultimate vision of soccer game creators better than any game before it.
Crimson Skies,PC,Sep-17-2000,Zipper Interactive,Simulation | Flight | Sci-Fi | Futuristic Jet | Futuristic Jet | Combat,Daily Radar,100,Innovation game play and design are blended in near-perfect measures resulting in a game thats such a delight to play that Im already begun working our way through it for the second time.
Professor Layton and the Last Specter,DS,Oct-18-2011,Level 5,Miscellaneous | Puzzle | Puzzle | General | Puzzle | General,Modojo,100,Another fine addition to the celebrated series and one of the last quality puzzle games for Nintendos DS. Dont miss it.
NBA 2K15,PlayStation 4,Oct-7-2014,Visual Concepts,Sports | Traditional | Team | Basketball | Sim,LaPS4,93,NBA 2K15 can be considered better than its predecessor whose quality was already great. It keeps the same excellent technical level adding some - really necessary - menu design improvements and deeper modes. The MVP of the genre is here.
Katana ZERO,PC,Apr-18-2019,Askiisoft,Action | Platformer | 2D,Hooked Gamers,95,Katana Zero is on the short side but it uses every minute of its 5-6 hour run-time well packed to the brim with satisfying carnage and a brain-bending narrative. It’s not often that a game so completely blindsides me entering my radar and winning me over so quickly and it’s a wonderful feeling when it happens. In fact my only gripe and it’s incredibly minor is that I wish there was just a little bit more of it to love. I have no hesitations about recommending this game for just about everyone.
Danganronpa 1-2 Reload,PlayStation 4,Mar-14-2017,Spike Chunsoft,Miscellaneous | Compilation,Digitally Downloaded,100,hat is important to any great visual novel is that it has great writing and the Danganronpa games are by turns hilarious reflective intense and jovial the characters are all unique and interesting and the twists and turns are often startling. Visual novels just don’t get better than these.
LIMBO,Switch,Jun-28-2018,PLAYDEAD,Action | Platformer | 2D,Nintendojo,100,For all the time that has passed Limbo remains a benchmark of the genre that few other games have come within sniffing distance of. It’s nearly unparalleled in terms of presentation and design and this latest port to Switch has maintained everything about the game that makes it special. While some might lament the lack of any additional content I wholeheartedly beg to differ. Limbo is a game that doesn’t need a single bit added removed or rearranged. It’s a classic in every sense and deserves to be played by as many people as possible.
Nintendogs: Lab & Friends,DS,Aug-22-2005,Nintendo,Simulation | Miscellaneous | Virtual Life | Virtual Life | Virtual | Pet,Weekly Famitsu,100,10 / 10 / 10 / 10 - 40 platinum [April 2005]
Xenoblade Chronicles 2,Switch,Dec-1-2017,Monolith Soft,Role-Playing | Action RPG,Switch Brasil,100,Xenoblade Chronicles 2 is a game that impresses by its size and its ambition. After more than 160 hours necessary to complete 100% of the game I can say that it is a gift for any fan of RPGs being one of the most impressive games to have in the first year of a console. With varied and very beautiful music this game will guarantee dozens of hours of fun. With so many excellent qualities Xenoblade 2 is a must-have game in your library and will make you little by little enchanted by these incredible characters.
Need for Speed Most Wanted,Xbox,Nov-15-2005,EA Canada,Driving | Racing | GT / Street,PGNx Media,93,The addition of the cops returns the series to its roots while keeping the gameplay mechanics and large city of the Underground games will make it accessible to fans of those games.
Madden NFL 16,PlayStation 4,Aug-25-2015,EA Sports,Sports | Team | Football | Sim,GameCritics,95,The sheer immersion of Madden NFL 16s gameplay makes this the best football video game since the seriess salad days and the most improved football experience since NFL Gameday first graced the PS1.
RACE 07: Official WTCC Game,PC,Oct-9-2007,SimBin,Driving | Racing | Simulation | GT / Street | GT / Street | Automobile,Game Chronicles,92,Race 07 is an amazing simulation that pushes the PC to the limits.
Freedom Planet,PC,Jul-21-2014,GalaxyTrail,Action | Platformer | 2D,GameCritics,100,The most impressive thing about Freedom Planet is just how good it feels. It feels great to find the correct sequence of actions to send Lilac rocketing through a level at warp speed. It feels great hearing each song on the excellent soundtrack for the first time. It feels great to nail the perfect spin dash on an enemy and absolutely shred it. That type of exhilaration is rare and worthy of praise. There’s no shortage of retro-style games that will charm one’s socks off with beautiful sprites and catchy tunes but to combine all of that with such a deep mechanical understanding of those old Genesis platformers is a remarkable feat. GalaxyTrail please take a bow.
Dark Souls Remastered,Switch,Oct-19-2018,From Software,Role-Playing | Action RPG,Vooks,100,If you’re someone who finds reward in developing deep mechanical understanding in games and is willing to die a lot in a bleak and uncaring world in pursuit of this understanding Dark Souls Remastered could be a new favourite.
2010 FIFA World Cup South Africa,Xbox 360,Apr-27-2010,Electronic Arts,Sports | Traditional | Team | Soccer | Sim | Sim,Eurogamer Italy,100,An excellent game fully capable of recreating the intense and engaging atmosphere of the World Cup as well as improving on its predecessor in many ways. If you love football and look forward to the ultimate gaming experience in that sense this is surely the game for you.
FIFA Soccer 10,PSP,Oct-20-2009,EA Sports | HB Studios Multimedia,Sports | Traditional | Team | Soccer | Sim | Sim,WonderwallWeb,90,FIFA 10 on PSP really has set a high bar for others to follow its packed with features and great fun to play.
Gravity Rush,PlayStation Vita,Jun-12-2012,SCE Japan Studio,Action | Action Adventure | Platformer | Platformer | Open-World | 3D | 3D,Digital Spy,100,Gravity Rush is one of the most impressive titles to land on the Vita to date. Its rare to see a project with such lofty ambitions executed so well. The bold new mechanics are complemented by an engaging story striking visuals and atmospheric soundtrack. If you were looking for an excuse to purchase the Sony handheld look no further than this must-have gem.
Pokemon Omega Ruby,3DS,Nov-21-2014,Game Freak,Role-Playing | Console-style RPG | Japanese-Style | Trainer,NZGamer,96,Omega Ruby and Alpha Sapphire aren’t going to turn anyone who doesn’t like Pokemon into a believer but then that isn’t their goal. Instead they set out to take the Pokemon that we know and love and deliver the best version of it .
Horizon Zero Dawn: The Frozen Wilds,PlayStation 4,Nov-7-2017,Guerrilla,Role-Playing | Action RPG,Trusted Reviews,100,The Frozen Wilds is more of Horizon Zero Dawn and that is in no way a bad thing. The expansion offers some closure on certain story threads whilst telling a self-contained tale that’s perfect for this ruined world you find yourself in. There’s little in terms of mechanical upgrades to the game but Horizon never needed that in the first place...If you’re craving 15-20 hours adventuring in a world crafted by artisan game designers you can’t go wrong with The Frozen Wilds which is easily one of the best DLC packages on offer this year.
Ninja Gaiden: Dragon Sword,DS,Mar-25-2008,Team Ninja,Action Adventure | Fantasy | General | Fantasy,Gaming Age,100,Everything is fluid and the framerate is incredibly solid considering the amount of enemies that can appear on screen at once and also considering the massive size of each boss youll encounter.
Rhythm Heaven Fever,Wii,Feb-13-2012,Nintendo,Action | Miscellaneous | Rhythm | Music | Music,Giant Bomb,100,This is a great game at a great price for a console currently gasping gravely for games. If your Wii is still plugged into a TV-like device Rhythm Heaven Fever is a game that demands your attention.
Ms. 'Splosion Man,Xbox 360,Jul-13-2011,Twisted Pixel Games,Action | General | Platformer | Platformer | 2D | 2D,Game Chronicles,100,The gameplay is solid and polished and every level is fiendishly designed. Theres and endless amount of content to conquer. Ms. Splosion Man excels in every way and it has my absolute approval.
Detention,PlayStation 4,Oct-3-2017,Red Candle Games,Adventure | General,Digitally Downloaded,100,The best way to experience the game is to play it yourself in one three hour sitting without distractions or prior information. It gives the same experience as a really good movie one which you really become attached to the characters and are invested in their personalities for the entire time. There are some scary moments to keep things interesting but I would recommend this one for those who want a more psychological emotional game which challenges the way they see the world. Red Lantern have proved themselves to be masters of both narrative and game design and nothing would make me happier than for the whole world to come and appreciate the unique Taiwanese flavour that Detention brings to the indie game scene.
SUPERHOT,PlayStation 4,Jul-21-2017,SUPERHOT,Action | Shooter | First-Person | Tactical,PlayStation LifeStyle,95,From the opening stages to its thrilling conclusion every single moment within SUPERHOT is a memorable one. Even a year removed from its initial release its innovations are unmatched. Even those that aren’t typically a fan of the genre owe it to themselves to check out one of the finest games released in years.
SUPERHOT,Xbox One,May-3-2016,SUPERHOT,Modern | Action | Shooter | First-Person | Tactical,GameCritics,100,Although the campaign only lasts about two hours I found it to be the perfect length to establish what it does to get me invested and then have me on my way before ever wearing out its welcome.
CastleStorm,Wii U,Dec-26-2013,Zen Studios,Strategy | General,Hardcore Gamer,90,It might not be the most complex or most challenging title out there but it is unique clever funny and most importantly genuinely and remarkably fun.
EverQuest II: Rise of Kunark,PC,Nov-13-2007,Sony Online Entertainment,Role-Playing | Massively Multiplayer Online | Massively Multiplayer | Fantasy | Fantasy,1UP,90,The year of development shaped Rise of Kunark into an admirable expansion. Even though PVP content is largely ignored and midrange characters will level elsewhere its apparent that SOEs finally hatched an add-on that puts a shine on the entire game.
Ninja Gaiden Sigma 2,PlayStation 3,Sep-29-2009,Team Ninja,Action Adventure | Fantasy | General | Fantasy,Gaming Age,91,The additional characters are fun to play with and revamped difficulty means that more players should be able to get some enjoyment out of the game without feeling needlessly frustrated with a few annoying aspects.
Dragon Quest Heroes: Rocket Slime,DS,Sep-19-2006,Square Enix | TOSE,Action Adventure | Fantasy | General | Fantasy | Open-World,Gaming Age,100,Delightfully charming and downright heartwarming its hard not to fall in love with Dragon Quest Heroes: Rocket Slime. The gameplay is simple yet addictive and the varying strategies of the Monster Tank battles keep things from feeling stale something that’s highlighted through the title’s multiplayer mode.
Sleeping Dogs,PlayStation 3,Aug-14-2012,United Front Games,Action Adventure | Modern | Modern | Open-World,PSX-Sense.nl,95,Whats that? Is that Activision cursing themselves because theyve abandoned True Crime? Well if they arent they should be! Sleeping Dogs is an absolutely fantastic game which will definitely be fondly remembered as an example of the loads of fun a sandbox action game can deliver. Do not skip this one!
Contra 4,DS,Nov-13-2007,WayForward,Action | Platformer | Platformer | 2D | 2D,Game Informer,93,This is both the ultimate Contra experience and one of the best action games in years. Do not let Contra 4 get lost in the holiday rush.
Street Fighter: 30th Anniversary Collection,PlayStation 4,May-29-2018,Capcom | Digital Eclipse,Miscellaneous | Compilation,Playstation Official Magazine UK,90,You may have played them before but theyre still relevant and being able to play arcade-perfect Street Fighter III: Third Strike with ranked online play shouldnt be missed. [Issue#151 p.95]
Rhythm Heaven,DS,Apr-5-2009,Nintendo,Action | Miscellaneous | Rhythm | Music | Music,Giant Bomb,100,Rhythm Heaven is a great addition to the DS library thats definitely worth checking out if youve ever liked a WarioWare game.
Collection of Mana,Switch,Jun-11-2019,M2,Miscellaneous | Compilation,Nintenderos,96,Collection of Mana is a compilation with three masterpieces that should be remembered for all time. It is a must for all nostalgic fans.
Path of Exile: The Fall of Oriath,Xbox One,Aug-24-2017,Grinding Gear Games,Role-Playing | Action RPG,Game Informer,95,I’ve been having a great time with PoE and it’s fast become my go-to when I need to get in a rewarding grind. The Xbox One version may be a little late to the party but it was absolutely worth the wait. This fantastic game takes the best of the genre and propels them to impressive new heights.
The Legend of Heroes: Trails in the Sky the 3rd,PC,May-3-2017,Falcom,Role-Playing | Japanese-Style,Wccftech,95,A more than worthy continuation of the Trails in the Sky saga tying up some loose ends from the previous game while setting up events for the following entries. The dungeon crawler game flow of the 3rd may put off some and the presentation may look outdated but do not let this discourage you as the game is one of the best Japanese role-playing games released this year in the West.
SteamWorld Heist,PlayStation 4,Jun-7-2016,Image & Form,Strategy | Turn-Based | General,ZTGD,90,All in all Image & Form have once again knocked it out of the park with Steamworld Heist. Fun addictive and comical it has everything in needs to become another success for the Icelandic studio.
Dark Age of Camelot: Catacombs,PC,Dec-7-2004,Mythic Entertainment,Role-Playing | Massively Multiplayer Online | Massively Multiplayer | Fantasy | Fantasy,IC-Games,93,The number of realms the number of races and classes of fighters available will mean the game will take a long long time to complete and even then the fun isnt over.
ABZU,PC,Aug-2-2016,Giant Squid,Action Adventure | Adventure | General | 3D | Third-Person,Telegraph,100,The underwater controls are sublime the soundtrack by Austin Wintory is perfect; choral swells and orchestral build-ups a real sense of place and spirituality. If exploring an underwater paradise and uncovering a fantastic story appeals to you then give this stunning little gem a go.
The Messenger,PC,Aug-30-2018,Sabotage Studio,Action | Platformer | 2D,CGMagazine,100,The Messenger’s intricate platforming and charming world make for a surprising journey that must be played.
Nintendogs: Dalmatian & Friends,DS,Oct-16-2006,Nintendo,Simulation | Miscellaneous | Virtual Life | Virtual Life | Virtual | Pet,Games Master UK,88,If youve yet to play Nintendogs this new version is another ace reason to get involved. [Aug 2006 p.81]
Little Nightmares,Xbox One,Apr-28-2017,Tarsier Studios,Action Adventure | General | Linear,XBLA Fans,100,Little Nightmares is dark eerie startling gross and sinister – all without resorting to M-rated content or a first-person camera. Its a great puzzle-platformer that is amazingly atmospheric where the scariest parts are a fun gameplay experience rather than a game-halting fright. In many ways it reminded me of Inside but I have to be honest: despite being a little more rough around the edges I like Little Nightmares more.
Stacking,PlayStation 3,Feb-8-2011,Double Fine Productions,Miscellaneous | Puzzle | Action | Puzzle | Puzzle | Action,1UP,100,Stacking proves that lively character and set designs catchy music and clever writing are far more important in making a good game than simply simply adding filler to extend the quantity of gameplay hours.
Overcooked! 2: Surf 'n' Turf,Switch,Oct-3-2018,Ghost Town Games Ltd.,Action | Arcade,Impulsegamer,90,As with pretty much all DLC it’s really more of the same but in this case that is a very good thing. There are some interesting additions to an already extremely playable game and for the amount of hours you will spend feverishly playing it represents extremely good value for money. Grab a partner and enjoy more of one of the Switch’s best multiplayer games.
Spore Creature Creator,PC,Jun-17-2008,Maxis | EA Redwood Shores,Strategy | Breeding/Constructing | General | Breeding/Constructing,Eurogamer,90,While it acts like a pre-order incentive in actual fact playing the Creature Creator it absolutely justifies itself. Even if you never plan to play Spore its absolutely essential you play this.
Final Fantasy V Advance,Game Boy Advance,Nov-6-2006,TOSE,Role-Playing | Console-style RPG,GameCube Advanced,95,While Final Fantasy IV Advance has always been a favorite of mine from the SNES era as I grew up with it and enjoyed the shorter game with the emotional plot this game really knocks the bar up a notch with quality gameplay and a more involving and ever evolving plot.
Colin McRae Rally 2005,PC,Oct-28-2004,Codemasters,Driving | Racing | Simulation | Rally / Offroad | Rally / Offroad | Automobile,Play Magazine,91,One of the best-looking and certainly best-playing rally games ever. You will be astounded by the car models and amaze to the incredibly realistic way they take damage right down to paint being flicked off. [Nov 2004 p.56]
James Bond 007: Everything or Nothing,Xbox,Feb-17-2004,EA Redwood Shores,Action | Shooter | Third-Person | Modern,Maxim Online,100,You can also race through a shitstorm of artillery fire in a Porsche Cayenne Turbo (complete with Q-cloak invisibility feature) or missile-firing Triumph Daytona 600.
The Sims,PlayStation 2,Jan-12-2003,Edge of Reality,Miscellaneous | Virtual Life,PSX Nation,100,Probably more fun than any other game released in the last half of 2002.
All-Star Baseball 2003,GameCube,Feb-25-2002,Acclaim,Sports | Traditional | Baseball | Sim,Hot Games,100,The purists choice for outstanding baseball action...a fun authentic and accurate baseball sim.
F1 2001,Xbox,Nov-18-2001,EA Sports,Driving | Racing | Formula One,GameShark,91,F1 2001 has superb graphics great sound and unbeatable realism. Theres not much more you can ask for in a racing game period.
Looney Tunes: Space Race,Dreamcast,Nov-27-2000,Melbourne House,Driving | Racing | Kart,Da Gameboyz,96,With great cartoon graphics excellent control challenging AI and a ton of extras to open up this game is a worthy addition to any Dreamcast owners library of games.
Tom Clancy's Splinter Cell: Conviction,PC,Apr-27-2010,Ubisoft Montreal,Action Adventure | Modern | General | Modern,GamePro,100,Why Sam has stepped out of the shadows and is on full out attack makes complete sense in context with the story so if you can accept it for what it is and not dwell on the fact that it isnt what youve come to expect in a Splinter Cell title youll no doubt agree that Conviction rivals Chaos Theory as the best title in the franchises history. [Jun 2010 p.78]
Luftrausers,PlayStation Vita,Mar-18-2014,Vlambeer,Action | General | Shooter | Shoot-'Em-Up | Top-Down,Gaming Age,91,Its a tough sweet spot to hit but its one that Luftrausers absolutely nails.
And Yet It Moves,Wii,Aug-23-2010,Broken Rules,Action | Platformer | Platformer | 2D | 2D,Vandal,95,This version improves the control of the original expands its levels and offers interesting alternative modes enhancing an already superb game. It has lost online functions which is a minor flaw but distances this game from perfection.
Tribes: Vengeance,PC,Oct-12-2004,Irrational Games,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Game Chronicles,97,Hardcore action gamers can expect 12-15 hours of intense combat for the single-player campaign but once you go online there is no limit to the fun you can have with this game. Much like the games before it Tribes: Vengeance is a virtual sandbox just waiting for the mod community to get their talented hands on it.
Hitman: Absolution,PlayStation 3,Nov-20-2012,Io Interactive,Action Adventure | Modern | General | Modern,NZGamer,96,An excellent game with an almost Grindhouse film aesthetic to it.
Super Puzzle Fighter II Turbo HD Remix,Xbox 360,Aug-29-2007,Backbone Entertainment,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Matching,AceGamez,100,With some real effort having gone into ensuring the game looks great on any TV and plays well online this is one of the Xbox Live Arcade games that really needs to be in every collection especially with the recent decline in classic puzzlers on the console. Now go bust some gems!
Hitman: Blood Money,PlayStation 2,May-30-2006,Io Interactive,Action Adventure | Modern,AceGamez,100,An epic experience from beginning to end filled with dark humour lots of action and most importantly the perfect blend of engrossing story and engaging gameplay.
Kirby Mass Attack,DS,Sep-19-2011,HAL Labs,Action | Platformer | Platformer | 2D | 2D,Eurogamer Sweden,100,HAL Laboratory have developed an adventure with amazing puzzles exporations unlockables and bonuses. Everyone with a Nintendo DS ought to own this game.
Call of Duty: Black Ops II,PlayStation 3,Nov-13-2012,Treyarch,Action | Shooter | Shooter | First-Person | Historic | Modern | Modern | Arcade,Armchair Empire,90,While the campaign length is fairly standard of past iterations of the series its worth multiple playthroughs and the multiplayer offers endless hours of fun and enjoyment; whether its slaying zombies or facing off against other players in a wide range of multiplayer modes with an endless number of loadout combinations.
Guitar Hero III: Legends of Rock,PlayStation 3,Oct-28-2007,Neversoft Entertainment,Action | Miscellaneous | Rhythm | Music | Music,PGNx Media,95,Guitar Hero III: Legends of Rock is undoubtedly the best game in the series. The amazing soundtrack superb wireless guitar subtle tweaks and excellent online multiplayer are exactly what fans have been wanting from the series.
Alan Wake,Xbox 360,May-18-2010,Remedy Entertainment,Action Adventure | Modern | Horror | Horror | Survival,The Escapist,100,A brilliantly told story excellent voice acting and an atmosphere so unnerving youll sleep with the lights on for a month. If only it came with a bottle of instant amnesia so that you could play it for the first time more than once.
Sega Ages: Sonic the Hedgehog 2,Switch,Feb-20-2020,Sonic Team,Action | Platformer | 2D,Gamer Escape,90,The big takeaway here is that a port of Sonic 2 is still a port of a classic. I still consider the Whitehead version of the game to be the definitive release but I’ll continue to fret at the fact that it’s still locked away on mobile devices. That shouldn’t detract from the fact that M2 pulled off yet another solid port of a game I’ll still happily blast through in 2020.
Gorogoa,Switch,Dec-14-2017,Jason Roberts | Buried Signal,Puzzle | General,COGconnected,90,I wish that this was an actual storybook a heavy thing bound in leather and built from parchment.
Tales From The Borderlands: Episode 3 - Catch A Ride,PlayStation 4,Jun-23-2015,Telltale Games,Adventure | General,The Digital Fix,90,Not content on being best episode in the series so far Catch A Ride is one of Telltale Games finest works to date.
L.A. Noire: The Complete Edition,PC,Nov-8-2011,Rockstar Leeds,Action Adventure | Adventure | 3D | Open-World | Modern | Third-Person | Modern,Games Master UK,92,The wannabe detectives definitive version to plump for. [Feb 2012 p.101]
Brutal Legend,PlayStation 3,Oct-13-2009,Double Fine Productions,Action | Action Adventure | General | Fantasy | General | Fantasy | Open-World,Play Magazine,100,Theres never been anything like it and there may never be again. Brütal Legend is truly a gift to metal and game fans alike and my new best 3D game ever.
Dragon Quest Wars,DS,Sep-28-2009,Intelligent Systems,Strategy | Turn-Based | Fantasy | General | Fantasy,Switch Brasil,90,Dragon Quest Wars is like chess simple in theory but hard to master....For just 500 Nintendo Points is one of the most solid experiences in the virtual platform.
VVVVVV,3DS,Dec-29-2011,Terry Cavanagh,Action | Platformer | Platformer | 2D | 2D,Destructoid,95,The games design is immaculate playing a bit like a cross between Metroid and Super Meat Boy. It works hard to be as non-linear as possible and it never relies on the same ideas for too long which keeps the excitement coming at a steady pace.
Katana ZERO,Switch,Apr-17-2019,Askiisoft,Action | Platformer | 2D,Screen Rant,100,Katana ZERO a time-warping samurai escapade boasts stunning visuals music mechanics and writing. Its one of 2019s best games thus far.
GTR Evolution,PC,Sep-1-2008,SimBin,Driving | Racing | Simulation | GT / Street | GT / Street | Automobile,1UP,91,Evolution evolves the series and it does so wonderfully. I suspect a future follow-up will involve a complete overhaul but until then GTR Evolution -- and Nordschleife in particular -- is where every good driver should be.
Marvel: Ultimate Alliance,Xbox,Oct-24-2006,Raven Software,Role-Playing | Action RPG,Game Informer,93,The critical path is incredibly long and is joined by bonus comic missions for most of the characters. The teammate AI is very impressive often getting to baddies before you even see them but once again Raven has designed a game that is better through cooperative play.
Killer Queen Black,Switch,Oct-11-2019,Liquid Bit,Action Adventure | General,NintendoWorldReport,95,I can’t really give it more of a ringing endorsement than saying this: it has the potential to be the definitive online multiplayer experience of 2019 and that’s coming from someone who plays Tetris 99 every single day. If you can get friends together local or otherwise you’re guaranteed an awesome time. Dynamite with a laser beam indeed. My mind’s already blown.
Life is Strange: Episode 5 - Polarized,PC,Oct-20-2015,DONTNOD Entertainment,Action Adventure | General,Ragequit.gr,93,Expansive bittersweet artistically complete. Life Is Strange opens up new possibilities for what is feasible in video games in terms of narrative. A gorgeous coming-of-age tale that will resonate with players long after the end credits have rolled.
Battlefield 3: Back to Karkand,PlayStation 3,Dec-6-2011,EA DICE,Action | Shooter | Shooter | First-Person | Modern | Tactical | Modern | Arcade,Impulsegamer,90,DICE have another winner on their hands with this DLC and if youre looking to spice up your Battlefield 3 experience and need something different than Battlefield 3: Back to Karkand is a fast and affordable way to get your fix.
Bully: Scholarship Edition,Wii,Mar-4-2008,Rockstar Toronto,Action Adventure | Modern | Modern | Open-World,1UP,91,Among the deluge of E-rated minigame collections targeted at the casual market Bully provides a welcome breath of fresh air for a more hardcore Wii audience.
Def Jam: Fight for NY,PlayStation 2,Sep-20-2004,Aki Corp.,Action | Fighting | Wrestling,PGNx Media,93,Even if straight-on wrestling isn’t your thing the fighting element in the game is involved enough to please fighting game fans. Of course fans of the hip-hop genre will love the atmosphere in the game.
SteamWorld Dig,Wii U,Aug-28-2014,Image & Form,Action | Action Adventure | General | Platformer | 2D,Gamestyle,100,The core of Steamworld Dig is a simple one yet with the charm & wit it possesses really hooks you in.
Broforce,PC,Apr-7-2014,Free Lives,Platformer | 2D | Action | Platformer | 2D,Gamers' Temple,90,A great game wrapped in every action movie ever.
Disgaea 2: Dark Hero Days,PSP,Sep-8-2009,Nippon Ichi Software,Strategy | Turn-Based | Fantasy | Fantasy | Tactics,Game Chronicles,95,Simply amazing.
Dust: An Elysian Tail,Xbox 360,Aug-15-2012,Humble Hearts,Role-Playing | Action RPG | Action RPG,Gaming Age,100,Its a great 2D experience that harkens back to the popular Metroidvania sub-genre of adventures games but manages to blaze its own path and stand out as a wholly unique experience. Theres certainly little like it on XBLA and I highly suggest picking it up.
Battlefield: Bad Company,Xbox 360,Jun-23-2008,EA DICE,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Giant Bomb,100,It looks great has fun characters a load of interesting weaponry and works nicely whether you’re playing alone or with a squad. The campaign lasts long enough to feel fulfilling and the multiplayer kept me coming back once that was complete.
