title , platform , release_date , developer , genres , reviewer , metascore , review
Rayman 2 Revolution,PlayStation 2,Jan-30-2001,Ubisoft,Action | Platformer | 3D,Core Magazine,100,The levels are masterfully designed the learning curve is smooth and gradual and the variety in gameplay makes this game appropriate for both novice and expert gamers alike.
Madden NFL 2001,PlayStation,Aug-22-2000,EA Sports,Sports | Traditional | Football | Sim,Daily Radar,100,It's Number One baby! Hi Mom!
Final Fantasy VIII,PlayStation,Sep-7-1999,SquareSoft,Role-Playing | Console-style RPG,GamePro,100,Involving and exciting characters storylines and battles keep you glued to your seat - and keep you from noticing the many hours you spend playing this amazing game.
Beetle Adventure Racing,Nintendo 64,Feb-28-1999,Paradigm Entertainment,Driving | Racing | Arcade,GamePro,100,An intensely addictive combo of wild arcade racing and fun platform-style exploration … the joy of exploring all its cool tracks will make you feel like a kid in a candy store.
Command & Conquer: Red Alert,PC,Oct-31-1996,Westwood Studios,Strategy | Real-Time | Sci-Fi | Sci-Fi | Command,GameSpot,95,Red Alert belongs in the same category as "Civilization II" and "Quake" games that followed legendary predecessors and immediately eclipsed them. One can only wonder where Westwood can take us from here.
The Witcher 3: Wild Hunt - Hearts of Stone,PC,Oct-13-2015,CD Projekt Red Studio,Role-Playing | Action RPG,LEVEL (Czech Republic),100,Great expansion whose central motif is one sophisticated storyline. The only minus is worse a weaker side quest line and absence of references to the original game and its main storyline. [Issue#258]
Star Wars Jedi Knight II: Jedi Outcast,PC,Mar-26-2002,Raven Software,Action | Action Adventure | Shooter | Shooter | Linear | First-Person | Sci-Fi | Sci-Fi | Arcade,Computer Gaming World,100,It's just beautifully designed: fast-paced challenging and awesome to look at. [June 2002 p.78]
Wipeout HD Fury,PlayStation 3,Jul-23-2009,Studio Liverpool,Driving | Racing | Futuristic | Futuristic | Arcade,Play UK,100,Fury feels like a standalone game as opposed to a piece of DLC. [Issue#183 p.82]
Halo 2 Multiplayer Map Pack,Xbox,Jul-5-2005,Bungie Software,Action | Shooter | First-Person | Sci-Fi,Games Radar,100,Bungie really has outdone itself and better than that it's positively ushered in a glorious new era for the greatest multiplayer shooter on the planet. [Xbox World UK]
Resident Evil 2,PC,Jan-25-2019,Capcom R&D Division 1,Action Adventure | Survival,LEVEL (Czech Republic),100,The remake of Resident Evil 2 succeeded and can’t be criticized for much. Converting the original game into a modern form sets the bar for all future remakes really high and shows how it should be done. [Issue#293]
Borderlands 2,Xbox 360,Sep-18-2012,Gearbox Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Quarter to Three,100,I'm not terribly surprised that the studio that made the first Borderlands has created such a wildly good gunplay-based action RPG. But I'm surprised that the studio that stitched together Duke Nukem Forever and all those Brothers in Arms games has also made it such a joy to discover for reasons other than the awesome guns and gunplay. Bravo Gearbox.
Shin Megami Tensei: Persona 3 Portable,PSP,Jul-5-2010,Atlus,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,GamePro,100,Despite being familiar with the game Persona 3 Portable still managed to utterly consume me. When a game has such a profound effect on me I believe it deserves nothing less than the highest praise I can lavish upon it.
XCOM: Enemy Unknown,PlayStation 3,Oct-9-2012,Firaxis Games,Strategy | Turn-Based | General | Sci-Fi | Sci-Fi | General | Tactics,Giant Bomb,100,Extreme fastidiousness notwithstanding it can take around 30 hours to see through the single-player campaign in XCOM: Enemy Unknown though like Firaxis' Civilization series there are so many different ways to prioritize the research engineering economic and tactical elements of the game that it almost begs for multiple playthroughs.
Call of Duty 2,Xbox 360,Nov-17-2005,Infinity Ward,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,GamePro,100,A freakin' work of art. It is without a doubt the best-looking console game to date and the most psychotically intense World War II shooter to boot.
Burnout Revenge,Xbox,Sep-13-2005,Criterion Games,Driving | Racing | Arcade,Game Power Australia,100,Burnout devotees will love it but this is a game made for casual gamers. There's no massive skill required it's a terrific accessible game for anyone.
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,Nov-15-2005,Level 5,Role-Playing | Console-style RPG,Play Magazine,100,DQ8 is the epitome and ultimate maturation of traditional role-playing nothing more nothing less. [Nov 2005 p.26]
Metroid: Zero Mission,Game Boy Advance,Feb-9-2004,Nintendo,Action | Platformer | 2D,GamePro,100,Rarely does a game (much less a GBA one) keep the player so constantly surprised. [Mar 2004 p.75]
The Legend of Zelda: Majora's Mask 3D,3DS,Feb-13-2015,GREZZO,Fantasy | Action Adventure | Open-World,Washington Post,100,To my immense surprise I haven’t fallen for a Zelda game like this since I played the The Legend of Zelda: A Link to the Past (1991). Evidence of master craftsmanship is everywhere in this game. By the time you’re flipping a temple upside down then right side up you may discover that your imagination has been enlarged.
Skylanders Swap Force,Wii U,Oct-13-2013,Vicarious Visions,Action | Platformer | Platformer | 3D | 3D,Quarter to Three,100,At this point I have learned to stop worrying and love the plastic.
The Walking Dead: A Telltale Games Series,PC,Apr-24-2012,Telltale Games,Compilation | Miscellaneous | Adventure | Compilation | Point-and-Click,PC PowerPlay,100,An incredibly powerful emotionally engaging experience; a watershed moment for videogame narrative and storytelling. [Feb 2013 p.70]
Tiger Woods PGA Tour 2004,PlayStation 2,Sep-22-2003,EA Sports,Sports | Traditional | Golf | Sim,Play Magazine,100,The level of customization is simply astounding. In addition to the typical options like face hair color eye color and facial hair players can change the structure of their cheek chin and jaws. And not just the appearance but the width height and length too. [Oct 2003 p.84]
Age of Mythology,PC,Nov-1-2002,Ensemble Studios,Strategy | Real-Time | Fantasy | General | Fantasy,G4 TV,100,The balance between the powers the factions the troops and the monsters lends the game tremendous depth and replay value.
Pikmin,GameCube,Dec-2-2001,Nintendo,Strategy | Real-Time | Fantasy,Games Radar,100,Another dollop of glorious GameCube genius.
Madden NFL 2002,GameCube,Nov-17-2001,EA Sports,Sports | Traditional | Football | Sim,Hot Games,100,But what really takes Madden forward are the great extras which this year include a Two-Minute Drill mini-game create-a-player -team or –league modes Coach’s Challenge and more.
Sacrifice,PC,Nov-5-2000,Shiny Entertainment,Strategy | Real-Time | Fantasy | General | Fantasy,Games Radar,100,If William Blake made a videogame it would be this. If that isn't a recommendation nothing is.
Samba de Amigo,Dreamcast,Oct-16-2000,Sonic Team,Miscellaneous | Rhythm | Music,NTSC-uk,100,Samba de Amigo is a seminal title amongst the Dreamcast’s mighty games catalogue a game that truly stands out. The best music game there is.
Wipeout 3,PlayStation,Aug-31-1999,Psygnosis,Driving | Racing | Futuristic,Games Radar,100,Despite the split-screen there's little discernible slowdown and the visual detail remains spot-on. Psygnosis used Sony's Performance Analyzer which enabled them to squeeze every last drop out of the PlayStation and the result is virtually no pop-up and the crispest visuals imaginable.
Monster Hunter: World - Iceborne,PlayStation 4,Sep-6-2019,Capcom,Role-Playing | Action RPG,Gaming Age,100,I absolutely love this expansion and considering that Monster Hunter World is one of my favorite games of this generation it’s been great to have this excuse to revisit it. I look forward to playing more and more and I’m excited to see what type of content updates Capcom rolls out in the future.
Plants vs. Zombies,Xbox 360,Sep-8-2010,PopCap,Strategy | Real-Time | General | General | Fantasy | Defense,The Escapist,100,If you've never played Plants vs. Zombies before then this is - wait for it - a no-brainer. The game is an amazing gigglefest of unbridled fun overflowing with game modes and replayability.
Dead Cells,Switch,Aug-7-2018,Motion Twin,Action | Platformer | 2D,GameSpace,100,If you want to play a worthy successor to the long line of Metroidvania classics and are willing to experience rogue-like difficulty to get it Dead Cells is an experience worth having over and over again.
Dark Souls III,PC,Apr-11-2016,From Software,Role-Playing | Action RPG,LEVEL (Czech Republic),100,Regardless of the absolute score we have some complaints. We would like to have more imagination courage and new content. DSIII is rather a superb compilation of previous games from the series. If you are a novice it can be seen as an advantage. [Issue#263]
Rez HD,Xbox 360,Jan-30-2008,HexaDrive,Action | Shooter | Shooter | Rail | Rail,1UP,100,In HD true synaesthesia has been achieved. Rez HD is one of the best games ever made it costs around $10 and you don't even need to leave the house to get it. In over a decade of critiquing games I've never felt the need to say these words in a review until now: Just buy it.
NBA Street V3,PlayStation 2,Feb-8-2005,EA Canada,Sports | Traditional | Basketball | Arcade,Play Magazine,100,For V3 the player models have photorealistic heads and faces - you can actually see facial details and markings. The development team even incorporated cloth animations. [Feb 2005 p.75]
Demon's Souls,PlayStation 3,Oct-6-2009,From Software,Role-Playing | Action RPG | Action RPG,Telegraph,100,Beyond the initial threat of difficulty there waits a remarkable combination of accessibility and challenge of risk and reward punishment and empowerment.
Pillars of Eternity,PC,Mar-26-2015,Obsidian Entertainment,PC-style RPG | Third-Person | PC-style RPG | Role-Playing | Western-Style,LEVEL (Czech Republic),100,Is it even possible to return to the roots of isometric RPG and not only find them healthy but create such a wonderful game from them? Obsidian has proved they could do miracles when their hands are not tied. [Issue#252]
The Elder Scrolls III: Morrowind,PC,May-1-2002,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,GamePro,100,Morrowind effortlessly grabs the other PC RPGs by the throat swings them around and leaves them in a heap on the side of the road.
Castlevania: Symphony of the Night,Xbox 360,Mar-21-2007,Digital Eclipse,Action | Role-Playing | Platformer | Platformer | Action RPG | 2D | 2D,ZTGD,100,If I’ve said it once I have said it a thousand times; this is the greatest game ever. There is really nothing wrong with this game whatsoever. If you enjoy old school side scrolling or you just want a really good adventure game to play on your 360. Look no further than Castlevania: Symphony of the Night you won’t be disappointed at all!
Into the Breach,Switch,Aug-28-2018,Subset Games,Strategy | Turn-Based | Tactics,Digital Trends,100,Subset Games has delivered one of the tightest strategy games we’ve ever seen.
Xenoblade Chronicles: Definitive Edition,Switch,May-29-2020,Monolith Soft,Role-Playing | Action RPG,DarkStation,100,All in all if you’ve been waiting to play Xenoblade Chronicles for any reason now is the time to do it. Having never taken the plunge with its initial release on the Wii or its re-release on the 3DS the Definitive Edition is just that. It’s a beautiful game with a great story that finally feels like it's found the system it deserves.
F1 2019,Xbox One,Jun-25-2019,Codemasters,Racing | Simulation | Automobile,TheXboxHub,100,If you are a fan of the sport are looking for a new online racer wish to involve yourself in a lengthy career or just prefer to smash out a quick time trial or two Codemasters’ F1 2019 delivers on all fronts.
Fable II,Xbox 360,Oct-21-2008,Lionhead Studios,Role-Playing | Action RPG | Action RPG,Eurogamer,100,Inclusive and often thought-provoking this is a daring portrait of a game-world with all the failure cut out and it's hard not to love a game that loves you so much in return. Fable II will charm you thrill you and leave you very very happy.
Rez Infinite,PlayStation 4,Oct-13-2016,Q Entertainment | Monstars Inc. | Enhance Games,Action | Shooter | Rail,PlayStation Country,100,Rez Infinite improves on perfection. The best reason to own a PlayStation VR headset.
Rocksmith 2014 Edition,PC,Oct-22-2013,Ubisoft,Action | Miscellaneous | Rhythm | Music | Music,The Digital Fix,100,What you get out of Rocksmith 2014 depends heavily on how you treat it. It's important to realise that it is not a complete learning program but rather the ultimate practice tool and is best used to supplement other learning avenues be they YouTube videos books or classes with a tutor.
NHL 2K3,PlayStation 2,Nov-10-2002,Treyarch,Sports | Traditional | Ice Hockey | Sim,GamePro,100,If you’re looking to play hockey of the NHL variety to tackle pro challenges and use real-life strategies NHL 2K3 will thrill you as much as watching your team heroically survive a five-on-three penalty kill.
Final Fantasy Chronicles,PlayStation,Jun-29-2001,TOSE,Role-Playing | Console-style RPG,GamePro,100,"Final Fantasy IV" is an outstanding and epic work that impresses despite its advanced age...Although the visual and audio aspects have aged poorly "Chrono Trigger" is nevertheless an invaluable offering to its genre.
Fallout,PC,Oct-9-1997,Black Isle Studios,Role-Playing | First-Person | First-Person | PC-style RPG | PC-style RPG | Western-Style,Quandary,100,Perhaps the strongest aspect of Fallout is that it is ideal for RPG newbies yet at the same time provides a depth of role-playing that veterans can really get stuck into. It also has the best replay value of any game I've experienced to date.
The Beatles: Rock Band,Wii,Sep-9-2009,Harmonix Music Systems,Action | Miscellaneous | Rhythm | Music | Music,The A.V. Club,100,There’s only one truly disappointing aspect to The Beatles: Rock Band: Future games made around your favorite band probably won’t be half as good.
Assassin's Creed: Brotherhood,Xbox 360,Nov-16-2010,Ubisoft Montreal,Action Adventure | Historic | Historic | Open-World,DarkStation,100,It's hard for me to find a bad thing to say about Assassin's Creed: Brotherhood it's just an amazing game. I remember thinking last year before we knew there was even going to be an AC: Brotherhood that it was going to be hard for Ubisoft to top AC2 but I am happy to say Brotherhood does in every single way. This is flat out a great game.
Left 4 Dead 2,Xbox 360,Nov-17-2009,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Tactical,1UP,100,L4D2 delivers multiple improvements over its predecessor and I get to keep all my fingers and toes.
World Soccer Winning Eleven 9,PC,Apr-28-2006,KCET,Sports | Traditional | Team | Soccer | Sim | Sim,Computer and Video Games,93,Can it improve on last year's version? The answer is most definitely yes but like any successful team you're going to have to work hard to achieve results.
Worldwide Soccer Manager 2005,PC,Dec-7-2004,Sports Interactive,Sports | Traditional | Team | Soccer | Management | Management,Times Online,100,This sim certainly delivers the goods. Keeping an eye on the details involved in running a winning team is so engrossing that once you accept your first management job you can bid farewell to months of free time.
Dead Cells,PC,Aug-7-2018,Motion Twin,Action | Platformer | 2D,LEVEL (Czech Republic),100,Dead Cells is an adrenaline duty for every player. It gets you not only with a beautifully crafted dark world and countless weapons but mostly with elaborated gameplay. [Issue#288]
Axiom Verge,Wii U,Sep-1-2016,Tom Happ,Action Adventure | General,Nintendo Life,100,Axiom Verge is an excellent Metroidvania one that Wii U owners should absolutely not miss out on. Creative gameplay beautiful visuals and a compelling story all blend to create a fantastic game that does a great job of paying tribute to classics while doing something wholly new with the established formula. It's made all the more impressive too by the fact that the entire thing is the product of one man's dedication.
Left 4 Dead,Xbox 360,Nov-17-2008,Certain Affinity,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,G4 TV,100,Fast zombies? Check. Non-stop tension and intensity? Check. The quality of gameplay we expect from Valve? Check. When it comes to co-op multiplayer Valve is consistently ahead of the curve and excellent at making games that force players to work together.
Left 4 Dead,PC,Nov-17-2008,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,G4 TV,100,Fast zombies? Check. Non-stop tension and intensity? Check. The quality of gameplay we expect from Valve? Check. When it comes to co-op multiplayer Valve is consistently ahead of the curve and excellent at making games that force players to work together.
Left 4 Dead 2,PC,Nov-16-2009,Valve Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Tactical,1UP,100,L4D2 delivers multiple improvements over its predecessor and I get to keep all my fingers and toes.
Titanfall 2,PlayStation 4,Oct-28-2016,Respawn Entertainment,Action | Shooter | First-Person | Arcade,PSNStores,100,The best way to describe the gameplay in Titanfall 2 is fluid and precise.
F1 2017,PC,Aug-24-2017,Codemasters,Racing | Simulation | Automobile,LEVEL (Czech Republic),100,The F1 world champion title is fought on the track and behind the scenes. Codemasters have created the finest formula racing in history that combine a brilliant driving model with perfect racing management. You will feel like a real sport star. [Issue#278]
Dark Souls III,PlayStation 4,Apr-12-2016,From Software,Role-Playing | Action RPG,GameOver.gr,100,It is an achievement in game design and probably the best Souls game ever created by the masterminds of FromSoftware.
Devil May Cry 5,PC,Mar-7-2019,Capcom,Action Adventure | General,Gaming Age,100,Dropping the puzzles in favor of a more streamlined combat focused experience is another good change and really helps the game have more of a laser focus. With plenty of content to keep you busy as well as both free and paid DLC in the works Devil May Cry 5 is well worth your time and hard earned dollars.
3D Gunstar Heroes,3DS,Aug-20-2015,M2,Action | Shooter | Shoot-'Em-Up | Horizontal,USgamer,100,Every Sega/M2 3D Classic collaboration to date has demonstrated incredible love and care even for mediocre games like Altered Beast. That same devotion applied to a top-tier masterpiece makes for an essential addition to any 3DS. This is the 3D Classics game to get.
Jade Empire,Xbox,Apr-12-2005,BioWare,Role-Playing | Action RPG,Yahoo!,100,Enthralling and beautiful Jade Empire melds adrenaline-inducing combat with a compelling RPG structure perfectly. Here's an RPG that anyone can enjoy -- Jade Empire is sheer pleasure.
Tony Hawk's Underground,GameCube,Oct-27-2003,Neversoft Entertainment,Sports | Alternative | Skateboarding,Maxim Online,100,For immersing entertainment this game is totally up our halfpipe.
NHL 2K3,Xbox,Nov-19-2002,Treyarch,Sports | Traditional | Ice Hockey | Sim,GamePro,100,If you’re looking to play hockey of the NHL variety to tackle pro challenges and use real-life strategies NHL 2K3 will thrill you as much as watching your team heroically survive a five-on-three penalty kill.
NBA 2K3,PlayStation 2,Oct-8-2002,Visual Concepts,Sports | Traditional | Basketball | Sim,Official U.S. Playstation Magazine,100,When it comes to games for sports lovers this one leads the list. It's my early favorite [yes over "Madden" and "NCAA 2003"] for sports game of the year. [Dec 2002 p.170]
NASCAR Racing 2002 Season,PC,Feb-14-2002,Papyrus,Driving | Racing | Simulation | Stock Car | Stock Car | Automobile,Yahoo!,100,Where Gran Turismo is probably a little more graphically rich (mostly because of all the diverse locations) it's the actual racing experience that makes NASCAR 2002 Season a better game. Each race has its own story.
Phantasy Star Online,Dreamcast,Jan-29-2001,Sonic Team,Role-Playing | General,Total Video Games,100,Explaining the genius and scarily addictive quality of Phantasy Star Online is tricky indeed it is something that needs to be played and experienced.
Resident Evil 2,Nintendo 64,Oct-31-1999,Angel Studios,Action Adventure | Horror,TotalGames.net,94,Resident Evil 2 is not just a great game but also proof that the N64 can do the supposedly impossible when developers put their minds to it. An incredible achievement.
Tekken 2,PlayStation,Aug-25-1996,Namco,Action | Fighting | 3D,Gamezilla!,94,The fighting engine is awesome. The graphics are awesome. The characters' moves are awesome. This game just plain kicks ass.
Need for Speed: Hot Pursuit,PlayStation 3,Nov-16-2010,Criterion Games,Driving | Racing | Arcade | Arcade | Automobile,GamesRadar+,100,With so many modes and diverse rewards to uncover in Need For Speed: Hot Pursuit it almost feels like 2.5 games in one package. Plus the fact that the online component works so incredibly and we still can't pick a favorite between playing as a cop or racer speaks volumes to the game's quality. Quite simply there is no better more accessible racing game out there.
F-Zero GX,GameCube,Aug-26-2003,Amusement Vision,Driving | Racing | Futuristic,Thunderbolt,100,The challenge of this game will bring out the best or the worst in a gamer a true test of ability and skill. All of this is given to us with a great story memorable characters vivid settings all wrapped up in a presentation that's second to none.
Mass Effect,PC,May-28-2008,BioWare | Demiurge Studios,Role-Playing | Action RPG | Console-style RPG | Japanese-Style | Western-Style,G4 TV,100,Computer owners are getting everything found in the Xbox 360 game including achievements and online leaderboards but with better visuals smoother action and a more streamlined interface. That the game rings up at a lower retail price and offers the first expansion pack as a free download is simply icing on the cake.
Dark Souls,Xbox 360,Oct-4-2011,From Software,Role-Playing | Action RPG | Action RPG,Games.cz,100,Dark Souls is a neat die-hard and time-consuming game – aside from its predecessor the only one of its kind. This game is not for everyone – that's not a flaw but a virtue.
NBA Street V3,Xbox,Feb-8-2005,EA Canada,Sports | Traditional | Basketball | Arcade,GameSpy,100,From the new Trick Stick system to the amazingly deep career mode nearly everything added to NBA Street V3 works perfectly... [T]his may very well be the greatest basketball game ever made arcade or otherwise.
Need for Speed: Hot Pursuit 2,PlayStation 2,Oct-1-2002,Black Box,Driving | Racing | Arcade,GamePro,100,Between its ripping sense of speed edge-of-the-seat gameplay and impressively original and deep features [its] glorious PS2 debut just smokes.
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox 360,Oct-29-2009,Rockstar North,Action Adventure | Modern | Modern | Open-World,Total Video Games,100,Multi-vehicle races that involve parachute jumps speedboats and fast cars are the most enjoyable however combining GTA's strongest elements into pulse-pounding races that are a genuine highlight.
The Legend of Zelda: The Minish Cap,Game Boy Advance,Jan-10-2005,Flagship,Action Adventure | Fantasy,GBA Central,100,The game may be short by the franchise's standards but every minute of it is breathtaking.
NCAA Football 2005,Xbox,Jul-15-2004,EA Sports,Sports | Traditional | Football | Sim,GamePro,100,When playing in a loud stadium visiting teams face a rowdily vibrating controller shaking screen and players whose lack of composure causes bad plays. If you think you can handle it you're in for a surpise - the overall effect is huge really adding to the challenge in key moments like kicking a field goal. [Aug 2004 p.90]
NCAA Football 2004,GameCube,Jul-16-2003,EA Sports,Sports | Traditional | Football | Sim,GamePro,100,Throughout the action the controls handle sweetly combining the depth of a large number of moves with smooth playability.
Combat Mission: Barbarossa to Berlin,PC,Oct-29-2002,Big Time Software,Strategy | Real-Time | Wargame | Real-Time | General,PC Gameworld,95,If you’re looking for an infinitely replayable wargame then look no further. CM2 will provide you with hours of fun.
NHL 2002,Xbox,Dec-10-2001,EA Sports,Sports | Traditional | Ice Hockey | Sim,GamePro,100,Turns in a superstar performance with its addictive gameplay authentic hockey feel and exhaustive features.
Homeworld: Cataclysm,PC,Sep-7-2000,Barking Dog,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,Evil Avatar,100,The tweaks to the interface make the mechanics of the game much less frustrating and the amalgamation of many different unit functions into a smaller group of units makes directing your forces easier.
Tetris Effect,PlayStation 4,Nov-9-2018,Enhance Games,Puzzle | Stacking,Playstation Official Magazine UK,100,Tetris Effect and PS VR go together like ham and eggs. It’s the perfect pairing of tech and game design. Don’t have a headset? You can still join in but you’re missing out on the definitive way to play. [Issue#157 p.92]
Fez,Xbox 360,Apr-13-2012,Polytron Corp.,Action | Platformer | Platformer | 2D | 2D,GameOver.gr,100,A masterpiece of a game that draws inspiration from many classic franchises in order to deliver a unique experience. Don't miss it!
Cave Story,Wii,Mar-22-2010,Nicalis,Action | Platformer | Platformer | 2D | 2D,1UP,100,Cave Story feels like the most amazing console game from the year 1990; that it's only now coming to console 20 years later shouldn't be held against it.
Dark Souls II: Scholar of the First Sin,Xbox One,Apr-7-2015,From Software,Role-Playing | Action RPG,USgamer,100,Even if you know the Kingdom of Drangleic like the back of your hand you're in for many new surprises. And if you've never played Dark Souls II before your patience has paid off: This is simply the best version of it you'll ever play.
The Walking Dead: Episode 5 - No Time Left,PC,Nov-21-2012,Telltale Games,Miscellaneous | Adventure | General | Compilation | Point-and-Click,Adventure Gamers,100,It's extraordinarily rare for a game to possess scenes of such powerful emotion but Telltale have managed something special with The Walking Dead finale and it'd be a tragedy to miss it.
Guild Wars,PC,Apr-26-2005,ArenaNet,Role-Playing | General | General | Massively Multiplayer,Detroit Free Press,100,We were overwhelmed by the huge range of top-quality gameplay that's available here for $49.99 (USD) with no online fees.
Borderlands 2,PC,Sep-17-2012,Gearbox Software,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,PC PowerPlay,100,Delivers on every promise of the original being an instant classic that proudly stands alongside the PC's finest shooters. [Oct 2012 p.62]
Slay the Spire,PC,Jan-23-2019,Mega Crit Games,Strategy | Turn-Based | Card Battle,Screen Rant,100,More than any other deck-builder game available this is thee one this is the must-play which may very well break the players who’ve otherwise bounced off of all the rest.
World Soccer Winning Eleven 9,Xbox,Feb-7-2006,KCET,Sports | Traditional | Soccer | Sim,WHAM! Gaming,95,It's so realistic it makes me want to drivearound my block blasting the horn til' midnight.
Guitar Hero 5,Wii,Sep-1-2009,Vicarious Visions,Action | Miscellaneous | Rhythm | Music | Music,PGNx Media,98,Guitar Hero 5 is the ultimate party game. The solid addicting Guitar Hero gameplay has been made even more accessible and compelling with all of the new additions Neversoft has added for this version.
Ace Combat 04: Shattered Skies,PlayStation 2,Nov-1-2001,Namco,Simulation | Flight | Modern Jet,XenGamers,100,Offers a heady elating sense of flight adrenaline-charged combat perfect controls and breathtaking visuals that will humble titles played even on the mightiest PCs.
Max Payne,PC,Jul-23-2001,Remedy Entertainment,Action | Shooter | Shooter | Third-Person | Modern | Modern | Arcade,Games Radar,100,The most important action game yet made for the PC. Well worth the long wait.
3D Streets of Rage II,3DS,Jul-23-2015,M2,Action | Beat-'Em-Up | 2D,Gamers\' Temple,94,Streets of Rage 2 is an easy recommendation for old fans and new brawler converts alike.
Out of the Park Baseball 15,PC,Apr-21-2014,None,Sports | Traditional | Team | Baseball | Sim,Quarter to Three,100,OOTP offers unparalleled flexibility in creating your own baseball world and guiding your favorite baseball franchise to glory.
MVP Baseball 2004,GameCube,Mar-9-2004,EA Sports,Sports | Traditional | Baseball | Sim,Play Magazine,100,With a revamped Dynasty mode a new batting system and my favorite feature Big Play Control MVP Baseball 2004 is the complete package. [Apr 2004 p.73]
Tiger Woods PGA Tour 2004,GameCube,Sep-22-2003,EA Sports,Sports | Traditional | Golf | Sim,Nintendojo,100,This game is so good that it's ridiculous! It has a billion game play modes. There's a Tour mode where you can play through twenty seasons. The audio visuals and gameplay are incredibly impressive.
Tom Clancy's Splinter Cell,PlayStation 2,Apr-8-2003,Ubisoft Shanghai,Action Adventure | Modern,GamePro,100,While the PS2's levels are noticeably shorter than those of the Xbox version their design hasn't changed and the overall gameplay remains completely intact making this game a wonderful adventure within the Tom Clancy universe.
Max Payne,Xbox,Dec-12-2001,neo Software,Action | Shooter | Third-Person | Modern,Hot Games,100,The sounds of Max Payne double the intensity of the game. From the beginning monotone opening to the deadpan and deadly noirish conversations that Max has with the enemies the game is a treat for the ears as well as the eyes.
