title , platform , release_date , developer , genres , reviewer , metascore , review
Infinite Crisis,PC,Mar-26-2015,Turbine Inc.,MOBA | Strategy | Real-Time | MOBA,CD-Action,90,It’s the best MOBA since League of Legends pure and simple. [06/2015 p.66]
Lost Planet 2,PlayStation 3,May-11-2010,Capcom,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,Videogameszone.de,89,Great action game including huge boss fights against over-sized monsters. A must have for those who like to play coop games for up to four players. In case you play the game alone alongside AI partners the difficulty level may frustrate you from time to time.
Pure Pinball,Xbox,Aug-5-2004,Iridon Interactive AB,Miscellaneous | Parlor | Pinball,Official Xbox Magazine,76,The triggers control the flippers and the ball physics are outstanding - every hit feels like it has real weight. [Nov 2004 p.77]
QuickSpot,DS,Mar-19-2007,Namco,Miscellaneous | Puzzle | Puzzle | Hidden Object | General | Puzzle | General,Game Chronicles,78,QuickSpot was a fantastic surprise. I hadn’t even heard of the game until the day it showed up for review and it only took me ten minutes before I was hopefully hooked.
Deadly Premonition,Xbox 360,Feb-17-2010,Access Games,Action Adventure | Horror | Horror | Open-World,Destructoid,100,There is absolutely nothing in this industry that can compare to how weird and wonderful the whole experience is. Judged as a piece of entertainment as a game that consistently surprises and amazes and leaves jaws hanging I have no choice but to say that Deadly Premonition goes above and beyond. This game is so bad its not just become good. Its pretty close to perfect.
AiRace Speed,3DS,Sep-19-2013,QubicGames,Driving | Racing | Arcade | Futuristic | Futuristic,Gaming Nexus,80,AiRace Speed may not seem like much but for $4.99 the difficulty curve ensures you’re not just breezing through the game. Some of the turns seem incredibly sharp and will put your maneuvering skills to the test but overall AiRace Speed is a fairly fun game. Just keep the 3D turned off.
World Racing 2,PC,Aug-14-2006,Synetic,Driving | Racing | Simulation | GT / Street | GT / Street | Automobile,Gamer's Hell,86,Despite the minor aesthetic flaws World Racing 2 is a success in terms of improvement over its predecessor. The lack of an in-car view with full cockpit might leave some hardcore fans slightly disappointed but the other features of the game more than make up for that loss.
Rag Doll Kung Fu: Fists of Plastic,PlayStation 3,Apr-9-2009,Tarsier Studios,Action | Miscellaneous | Fighting | Fighting | Party / Minigame | 2D | 2D,D+PAD Magazine,90,It’s engaging unique humorous and hugely polished and earns its place as one of the top original titles on PSN with ease.
WARTILE,PC,Feb-8-2018,Playwood Project,Strategy | Turn-Based | Tactics,The Games Machine,83,Despite some camera issues and a low longevity Wartile is an enjoyable game and a perfect mix between two worlds: RTS and board games. Even if you love just one of them you should give it a chance.
The Wizards: Enhanced Edition,PlayStation 4,Mar-12-2019,Carbon Studio,Action | Shooter | Light Gun,Hobby Consolas,84,The Wizards delivers one of the most solid experience we enjoyed in VR. It is immersive comfortable and makes perfect use of motion controls to make us feel like summoning spells and confronting huge creatures.
MotoGP 10/11,PlayStation 3,Mar-15-2011,Monumental Games,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,GamerNode,80,MotoGP 10/11 has a few problems such as touchy controls and a lack of multiplayer options but the challenging races and deep career mode will leave motorcycle racing fans happy.
The Ball,PC,Oct-26-2010,Teotl Studios,Action Adventure | Fantasy | General | Fantasy,Gamer Limit,85,For $20 The Ball is a perfect way to kill time until Portal 2.
The UnderGarden,Xbox 360,Nov-10-2010,Vitamin G Studios,Miscellaneous | Puzzle | Puzzle | General | Puzzle | General,Gamers' Temple,92,The UnderGardens unique elements come together to make for an enjoyable and relaxing game experience.
Evil Dead: Regeneration,PlayStation 2,Sep-13-2005,Cranky Pants Games,Action Adventure | Horror,GamingTrend,91,Fast furious funny and a breeze to play through so it’s perfect for the weekend gamer.
The Punisher,PlayStation 2,Jan-17-2005,Volition Inc.,Action | Shooter | Third-Person | Modern,Maxim Online,100,Its not all brutality. The Punisher is also one of the most immersive strategy games ever created. Aim for the head and enjoy.
Star Wars The Clone Wars: Jedi Alliance,DS,Nov-11-2008,LucasArts,Action Adventure | Sci-Fi | Sci-Fi | General,IGN,80,I have seldom awarded a game a higher overall score than it earned in the gameplay category but Jedi Alliance is one rare example whose production values actually counterbalance some of the gameplay shortcomings.
Curious Expedition,Switch,Apr-2-2020,Maschinen-Mensch,Adventure | General,Nintendojo,83,Despite its flaws though Curious Expedition is a fun adventure and a well-crafted experience. With deep gameplay mechanics lots of characters to choose from and a high replayability factor this is worth a look if you like exploration adventures.
Sword of the Stars,PC,Aug-17-2006,Kerberos Productions,Strategy | Turn-Based | General | Sci-Fi | Sci-Fi,PC Gamer,89,While Sword of the Stars doesnt possess the battlefield variety of the Homeworld games that inspired it it remains an ambitious and engrossing strategy triumph. [Nov. 2006 p.78]
Goblin Commander: Unleash the Horde,PlayStation 2,Nov-11-2003,Jaleco Entertainment,Strategy | Real-Time | Fantasy,GameZone,88,Hands down this is by far the best console RTS that I have played to date and it really helps console owners who haven’t played PC RTS titles to see what all the fun is about.
Harry Potter: Quidditch World Cup,PlayStation 2,Oct-28-2003,Magic Pockets,Sports | Alternative | Other,Worth Playing,84,Definitely personifies the magnificence of the sport but it is lacking because its not as advanced as I had hoped it would be.
ATV Quad Power Racing 2,PlayStation 2,Jan-13-2003,Acclaim,Driving | Racing | Rally / Offroad,TotalGames.net,81,It’s not going to rock your world but it looks good sounds good plays great and is sure to put a big old smile on your face.
Ultimate Fighting Championship: Throwdown,PlayStation 2,Jun-3-2002,Opus,Action | Fighting | 3D,GameSpy,86,Fighting game fans will like Throwdown. Mixed martial arts fans will love it.
Freakyforms: Your Creations Alive!,3DS,Nov-10-2011,Asobism | Co. ltd.,Miscellaneous | General | General,Official Nintendo Magazine UK,89,The greatest character and planet creation kit ever. If the exploration had been better this would be gold but then youd probably be paying £30 for it.
Gauntlet (2014),PC,Sep-23-2014,Warner Bros. Interactive Entertainment,Role-Playing | PC-style RPG | Western-Style,GamingTrend,90,Few games can come close to creating the same mayhem and excitement as Gauntlet can.
Typoman: Revised,Switch,Feb-22-2018,Brainseed Factory,Action | Platformer | 2D,The Games Machine,80,Typoman Revised is a brainy and well-designed platformer offering few hours of clever fun and some degree of replayability. The Switch version is by far the better one more polished and with some new ingredients that will please the players. Unfortunately the touch screen is noo longer supported (but it was on the Wii U version).
Men of War: Assault Squad 2,PC,Mar-20-2014,1C | 1C Entertainment,Strategy | Real-Time | Military | General | Military,Pelit (Finland),89,Men of War: Assault Squad 2 is just about the best multiplayer experience the World War II games have to offer. [June 2014]
Batman: Arkham Origins Blackgate,3DS,Oct-25-2013,Armature Studio,Action Adventure | Fantasy | General | Fantasy,Official Nintendo Magazine UK,77,Lumpy in places thumpy in others this is generally good fun. [Dec 2013 p.86]
Fallout: New Vegas - Dead Money,PlayStation 3,Feb-22-2011,Obsidian Entertainment,Role-Playing | First-Person | First-Person | Western-Style,Thunderbolt,80,Though the new gear is lackluster the path opened to the level 35 cap and new perks is fair compensation.
Switchball,PlayStation 3,Sep-18-2009,Atomic Elbow,Miscellaneous | Puzzle | Action | Puzzle | General | Puzzle | General,D+PAD Magazine,80,It is in many ways a very meek and understated game…but under its mild-mannered exterior lies an engaging diverting and enjoyable title that for the price offers a heap of entertainment.
Tom Clancy's HAWX 2,Xbox 360,Sep-7-2010,Ubisoft,Action | Simulation | Flight | Flight | Combat,XGN,85,If youre on the lookout for a great flight game look no further. H.A.W.X. 2 is the best game of its kind and will keep you wannabe pilots busy for weeks to come.
Viking: Battle for Asgard,Xbox 360,Mar-25-2008,Creative Assembly,Action | Action Adventure | General | Fantasy | General | Fantasy,Play Magazine,95,Easy to manage hot keys intuitive controls a great map that doubles as an objective outline...everything here is spot on. [Apr 2008 p.55]
Kingdom Come: Deliverance,Xbox One,Feb-13-2018,Warhorse Studios,Historic | Role-Playing | Action Adventure | General | Action RPG,Xbox Tavern,100,Warhorse have developed a game that’s not only massively in-depth but equally as intriguing and captivating. Their care and attention to detail pulls through in each and every sequence within. This level of realism isn’t going to be for everyone but for those that want the authentic experience Deliverance delivers and then some. It’s engaging it’s deep and it’s thoroughly entertaining.
Space Hulk: Tactics,PlayStation 4,Oct-9-2018,Cyanide | Cyanide Studios,Strategy | Turn-Based | Tactics,Digitally Downloaded,80,Space Hulk: Tactics is the most impressive Warhammer 40K effort Ive played in recent memory.
Warhammer 40000: Armageddon,PC,Nov-26-2014,The Lordz Games Studio | Flashback Games,Strategy | Real-Time | Sci-Fi | General,Digitally Downloaded,80,Is it disappointing that units in Warhammer 40000 are so simple in presentation? Sure especially when you consider how monotone many of the apocalyptic environments are. But given the choice between a game like this an a major studio producing a Warhammer game that fails to even understand where the real appeal of Warhammer lies Ill take a game like Warhammer 40000: Armageddon any time.
Galcon Fusion,PC,Feb-11-2010,Phil Hassey,Strategy | General | General,PC Format,90,Looks rather simple but is in fact very deep. [Apr 2010 p.101]
FIFA 18,Switch,Sep-29-2017,EA Vancouver,Sports | Team | Soccer | Sim,Everyeye.it,84,Shines in the portable setting.
Pokemon Ranger: Shadows of Almia,DS,Nov-10-2008,HAL Labs | Creatures Inc.,Role-Playing | General | General,Official Nintendo Magazine UK,84,A handful of niggles but not enough to stop this from being more accessible and enjoyable than its predecessor.
Dear Esther: Landmark Edition,Xbox One,Sep-20-2016,The Chinese Room,Adventure | 3D | First-Person,Brash Games,90,Dear Esther: Landmark Edition is an experience that has held my imagination for days after finishing it. It is beautiful yet haunting sad yet inspiring. It may be short but it is perfectly paced and you owe it to yourself to experience this game it will leave you breathless.
Batman: The Telltale Series,PlayStation 4,Sep-13-2016,Telltale Games,Action | General | Adventure | Point-and-Click,GameCritics,85,Batman: The Telltale Series started strong and ended the same way and with many characters’ fates left undecided and new characters appearing in the final act a second season seems inevitable — I look forward to it.
Star Wars Pinball,3DS,Sep-19-2013,Zen Studios,Action | Miscellaneous | Parlor | Pinball | Pinball,DarkStation,80,Despite some technical hiccups I actually think handheld is a better version of the game than a console experience and if you have the system for it definitely get this one on the go.
The Legend of Heroes: A Tear of Vermillion,PSP,Nov-15-2005,Microvision,Role-Playing | Console-style RPG | General | Console-style RPG | Japanese-Style,GameSpy,80,A highly entertaining RPG that no PSP-owning fan of the genre should pass up. Your socks wont be blown off but your role-playing desires will be satiated. Isnt that more important?
Fallout 3: Mothership Zeta,PC,Aug-3-2009,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,Game Revolution,83,A great way to end the downloadable content run for Fallout 3. If its indeed the final DLC were to see for the game its surely an out-of-this-world way to close off our explorations of the Capital Wasteland providing a thoroughly enjoyable ride that is likely to last almost as much as the longest of the packs thats come out so far - Broken Steel.
GORN,PlayStation 4,May-19-2020,Free Lives,Action | General,PlayStation Universe,85,GORN is a bloody good time arriving right at the moment when we need it most. Some strategy is hidden beneath all of the gore and carnage though you might find yourself just dipping into GORN to bash some heads for a few minutes. While there are some technical limitations brought on by the PlayStation Camera GORN works pretty well on the PSVR. As both a workout and a psychological enema GORN succeeds wildly.
NASCAR 07,PlayStation 2,Sep-6-2006,EA Tiburon,Driving | Racing | Stock Car,Next Level Gaming,85,Minus the graphics NASCAR 07 is just as solid as its predecessors. The skill points are nice as are the driver attributes. And a new story mode is always good.
Wii Sports Club,Wii U,Nov-7-2013,Nintendo,Sports | General | General,Nintendojo,83,With only two sports currently available Wii Sports Club isn’t as robust an experience as it could be but what is there will still keep players entertained for hours. With the promise of additional sports in the future there’s a lot of potential for Wii Sports Club and it’s easily worth a download for anyone who owns a Wii U.
Lost in Shadow,Wii,Jan-4-2011,Hudson Soft,Action | Platformer | Platformer | 3D | 2D | 3D,Multiplayer.it,85,A Shadows Tale is an engaging and enjoyable platform game with a nice artistic direction and a good number of original elements that fit effectively into the gameplay.
Bone: Out From Boneville,PC,Sep-15-2005,Telltale Games,Adventure | 3D | Fantasy | Third-Person,Just Adventure,100,I personally have nothing but good things to say about this game. In fact the only problem I have is that it’s too short and that just means I’m greedy. I think anyone who wants to be whisked away into a brightly colored land of adventure featuring the time-honored themes of good and evil friends and foes and a good dose of real humor will be doing themselves a serious favor by checking out this game.
Hatoful Boyfriend,PC,Feb-15-2012,Hato Moa,General | Adventure | General | Visual Novel,Multiplayer.it,85,Do you ever dream about a love story with a dove? Do you ever feel that your life will be better with a bird on your side? If the answers are yes try Hatoful Boyfriend.
Binary Domain,PC,Apr-27-2012,Devils Details,Action | Action Adventure | Sci-Fi | Sci-Fi | General | Shooter | Third-Person | Tactical,LEVEL (Czech Republic),80,If you can get over the weak beginning the game will catch you – Binary Domain is a breathtaking shooter set in a Hollywood style. A must-have for all fans of robots-went-angry situation. [June 2012]
Test Drive Unlimited 2,Xbox 360,Feb-8-2011,Eden Studios | Eden,Driving | Racing | Simulation | General | General | Automobile,MondoXbox,88,A very enjoyable game despite some blind spots in the graphics and sound areas: the social aspects and the many many things to do in Ibiza and Oahu will keep your interest high for a long time.
Pathway,PC,Apr-11-2019,Robotality,Strategy | Turn-Based | Tactics,Strategy Gamer,100,I can’t find many faults with Pathway beyond the occasional bit of bad luck with the map generation that puts camps and traders too far off-track to be worth going to or throws a particularly tough combat at you straight away. Apart from that small issue this game is frankly amazing and it kept me up until dawn trying to find out what the Wrath of God was and I am so distraught that I died just before the finale. Let’s just say I chose… poorly.
Juiced,Xbox,Jun-13-2005,Juice Games,Driving | Racing | GT / Street,GameBiz,85,A pretty good street racing game.
Mario Party: Star Rush,3DS,Nov-4-2016,Nintendo | Nd Cube,Miscellaneous | Party / Minigame,NF Magazine,85,Mario Party: Star Rush is far and away the most fun Ive ever had with a Mario Party game. [Issue #24 – November/December 2016 p.17M]
Major League Baseball 2K12,Xbox 360,Mar-6-2012,Visual Concepts,Sports | Traditional | Team | Baseball | Sim | Sim,Game Chronicles,85,And thats precisely the group that 2K Sports is trying to target with MLB 2K12 – the hardcore baseball fans. With the slow tactical pitching game the new fielding mechanics and the complex base running – MLB 2K12 is definitely not for the casual gamer. And hardcore fans should really find something to like in MLB 2K12 because it is as accurate a hardball experience as can be found in gaming.
Wii Party,Wii,Oct-3-2010,Nd Cube,Miscellaneous | Party | Party | Party / Minigame,Play.tm,89,But what it does have it wears on its sleeve - hundreds of hand crafted miniature challenges - and thats what I keep coming back for.
Tokyo Crash Mobs,3DS,Jan-17-2013,Mitchell,Miscellaneous | Puzzle | General | Puzzle | General,Destructoid,85,A game that I truly did not see coming. Fans of surreal FMV and/or match three puzzle games should check it out.
Buzz! Master Quiz,PSP,Sep-23-2008,Relentless Software,Miscellaneous | Trivia / Game Show | Trivia / Game Show,Cheat Code Central,82,Its fun to pick up and play whenever you have a moment but with the lowered production values you might have just as much fun with a mobile trivia game.
Costume Quest 2,PC,Oct-7-2014,Double Fine Productions,Role-Playing | Action RPG | Japanese-Style,Digital Trends,80,Costume Quest 2 is a classic JRPG stripped of all the tedious baggage and wrapped in Double Fine’s impeccable writing and sense of whimsy.
Juiced 2: Hot Import Nights,Xbox 360,Sep-17-2007,Juice Games,Driving | Racing | Simulation | GT / Street | GT / Street | Automobile,NZGamer,85,Better than the sum of its parts the game offers an arcade experience with a little more room to muck around and a little more scope for customising things than is usually offered.
Grand Theft Auto,Game Boy Advance,Oct-26-2004,Digital Eclipse,Action Adventure | Modern,Next Level Gaming,90,The game that we have been waiting for. It is the best GTA game on a portable system and it made a smooth transition from console to portable.
Snack World: The Dungeon Crawl Gold,Switch,Feb-14-2020,Level 5,Role-Playing | Action RPG | Japanese-Style,Hardcore Gamer,90,There’s just so much that Snack World does right for a dungeon crawler that even without having any sort of serious story it manages to be one of the best in the genre with the sheer fun variety it offers. Anyone looking for a brand new adventuring title should give Snack World: The Dungeon Crawl – Gold their time as it’s surprisingly fantastic.
Star Wars Jedi Knight: Jedi Academy,Switch,Mar-26-2020,Aspyr,Action | Shooter | First-Person | Arcade,NF Magazine,80,This is where the fun begins. [Issue #46 – May/June 2020 p. 27]
American Fugitive,Xbox One,May-24-2019,Fallen Tree Games,Action Adventure | Sandbox | Open-World,Xbox Tavern,80,Whilst I take issue with the game’s pacing and its hit and miss AI there’s little else to scoff at here. American Fugitive is a love letter to fans of classic Grand Theft Auto. The game’s stunning world is full of varied activities and events with no shortage of choice to take to throughout each and every aspect within. This is all held together by remarkably fluid gameplay putting forward a sandbox that’s deep robust and constantly action-packed.
NASCAR Heat 3,Xbox One,Sep-7-2018,704Games,Racing | Simulation | Automobile,XboxAddict,75,With a couple small personal preference issues I still believe that NASCAR Heat 3 is a fairly solid game. Is it perfect? No game is. With the sheer amount of content modes and overall experience while in gameplay I would have no issue recommending this game to someone if youre a fan of the sport. If you want a fun racing game that you can just sit back relax drink a beer or two and race this is the game for you. 3... 2... 1... Race!
The Council - Episode 3: Ripples,PlayStation 4,Jul-24-2018,Big Bad Wolf,Adventure | General,GameCritics,85,The Council once again manages to make player actions feel vital in a way that few narrative choice titles accomplish – in fact there are some diverging plot points that are so significant I have a difficult time imagining how many versions of conversations will have to be crafted for the last two episodes. This is also an episodic series where major characters can die and that adds a level of danger to every interaction that few in its genre can match. Episode four can’t arrive quickly enough!
The 25th Ward: The Silver Case,PlayStation 4,Mar-13-2018,Grasshopper Manufacture,Adventure | Visual Novel,Digitally Downloaded,90,To say that The 25th Ward is niche would be an understatement but that’s what’s so impressive about it. It respects the intelligence of its players allowing them to wade through the feverish surrealism that the game often depicts and melds that perfectly with a traditional noir thriller than Raymond Chandler himself would have been proud of. Goichi Suda might be known for his action games today (and they’re usually very fine games in their own right) but what I wouldn’t give for him to go back for another spin or two at the visual novel.
One Piece: Unlimited World Red - Deluxe Edition,Switch,Sep-29-2017,Ganbarion,Action | General,God is a Geek,80,One Piece: Unlimited World Red Deluxe Edition on Switch is the best way to experience Unlimited World Red and exactly how a licensed game should be.
LEVEL 22 Gary's Misadventures,Xbox One,Jan-29-2016,Moving Player | Noego,Action | General,We Got This Covered,80,Level 22: Garys Misadventures is a delightful twist on a genre that can take itself way too seriously at times. It manages to make fun of how ridiculous stealth games can be and provides a solid challenge itself even if it doesnt last that long.
Kromaia Omega,PlayStation 4,Oct-16-2015,Kraken Empire,Action | Shooter | Rail,PSNStores,90,In all Kromaia Ω is a diamond in the current outpouring of PSN titles that shouldn’t be overlooked based on its price tag. There are a couple of other game modes included in this new package but the main campaign will take around eight enjoyable hours to complete. I didn’t even mention the unlockable grapple hook a feature that opens up new levels of piloting expertise.
Five Nights at Freddy's 3,PC,Mar-2-2015,Scott Cawthon,Action | General,PC Gamer,77,The excellently revised camera system and eerie villain makes Five Nights at Freddy’s 3 one of the better scare-fests out there.
Assassin's Creed Unity: Dead Kings,PlayStation 4,Jan-13-2015,Ubisoft | Ubisoft Montreal,Action Adventure | Historic | Open-World,IGN Italia,90,Its got a couple of badly designed puzzles but its a meaty DLC and it comes for free!
Neverending Nightmares,PC,Sep-26-2014,Infinitap Games,Horror | Horror | Action Adventure | Survival,Game Revolution,90,While I do believe some players may dismiss the game as a walking simulator (as they are wont to do nowadays) Neverending Nightmares falls into the must-play section of the horror genre. Whether or not you find it scary you’ll definitely be disturbed and intrigued as you seek resolution to the madness.
Major League Baseball 2K12,PlayStation 3,Mar-6-2012,Visual Concepts,Sports | Traditional | Team | Baseball | Sim | Sim,Playstation: The Official Magazine (US),80,While 2K12 plays a solid game and displays improvements over the past version it doesnt add enough to achieve its lofty aspirations. [Apr 2012 p.85]
Bejeweled Blitz Live,Xbox 360,Feb-23-2011,Torpex Games LLC,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Matching,Planet Xbox 360,87,If youre a dedicated Bejeweled player or youre looking for a great party game to tackle with your friends Bejeweled Blitz Live is a smart choice. Its only 800 Microsoft points ($10) and well worth every penny as you gain new skills and bump up your score into the stratosphere.
Tenchu: Shadow Assassins,PSP,Mar-24-2009,From Software | Acquire,Action Adventure | Historic | General | Historic,Vandal,85,The new Tenchu installment will surprise positively series followers apart from genre fans. It is a slow game in which well have to think twice each of our steps in order to survive. It has great hours of action and fun and also offers a story worth being followed up to the end.
Star Wars: The Force Unleashed,PlayStation 2,Sep-16-2008,Krome Studios,Action | General,Playstation: The Official Magazine (US),80,If you havent upgraded to a PS3 the action story and exclusive levels here wont disappoint. [Oct 2008 p.76]
Brain Challenge,DS,Jan-8-2008,Ubisoft,Miscellaneous | Edutainment | Edutainment,Extreme Gamer,78,Brain Challenge is a fun adventurous take on the brain game genre. The amount of mini-games keep the stress and brain training fun and exciting even on daily plays
My Word Coach,Wii,Nov-6-2007,Ubisoft,Miscellaneous | Edutainment | Edutainment,GamingTrend,81,I was taken aback by the difficulty of the intro. The tutorial word in the fill-in-the-blank game is Villain. That was something a little over the top for my 7 year old.
The Legend of Spyro: A New Beginning,DS,Oct-17-2006,Amaze Entertainment,Action | Platformer | Platformer | 3D | 3D,GameZone,73,Its a fun game that takes advantage of the DS touch screen without being gimmicky. Hats off to the developers for keeping the spirit of Spyro alive and well.
Midway Arcade Treasures 3,Xbox,Sep-27-2005,Digital Eclipse,Miscellaneous | Compilation,DailyGame,90,Bitchin fun dude! Takes you right back to the roaring road-rage days of the arcade.
Terminator 3: The Redemption,GameCube,Sep-6-2004,Paradigm Entertainment,Action | Shooter | Third-Person | Sci-Fi,AceGamez,90,With a fast and frantic single player with all the trimmings plus the voice and image of Arnie I cant complain one bit. And when youve completed the game with a high score theres some decent cheats to unlock that enrich it even more.
Yu-Gi-Oh! World Championship Tournament 2004,Game Boy Advance,Feb-10-2004,KCEJ,Miscellaneous | Card Battle,GameZone,85,Where it separates itself from the real game is that it allows you to duel the characters from the show with surprising accuracy you don’t have the problems of picking up or keeping track of your cards and it allows players to play with cards they either can’t afford or haven’t come across yet. A huge bonus.
Dark Fall: The Journal,PC,Jul-25-2003,XXV Productions,Adventure | 3D | First-Person | Modern,Just Adventure,100,The best independent adventure game since Cracking the Conspiracy.
Gallop Racer 2003: A New Breed,PlayStation 2,Mar-31-2003,Tecmo,Sports | Alternative | Horse Racing,Game Informer,85,With a near-limitless plethora of horses tons of strategy and loads of gameplay extras this is a sure bet. [May 2003 p.83]
ATV Quad Power Racing 2,Xbox,Jan-27-2003,Climax Group,Driving | Racing | Rally / Offroad,Armchair Empire,80,Despite the insanely difficult and nearly impossible Challenge mode and the sometimes-unfair violent behavior on the part of the A.I.-controlled racers a good visual presentation great trick system and tough races make ATV: Quad Power Racing 2 a good addition to the Xbox racing library.
Army Men: RTS,PlayStation 2,Mar-27-2002,Pandemic Studios,Strategy | Real-Time | Fantasy,GameZone,85,The real joy of Army Men RTS is the creativity of the game. The cut scenes are downright hilarious and the movie spoofs are frequent.
Ultimate Ride,PC,Sep-30-2001,Gigawatt Studios,Action | Strategy | General | Management | Business / Tycoon,GameZone,84,Its as realistic as a virtual coaster could possibly be and once its over you cant wait to get back in line to ride it again.
Ball Breakers,PlayStation,Jul-26-2000,Lost Toys,Action | General,PSX Nation,82,A nice new fighting type game that is unique and entertaining.
Bang! Gunship Elite,PC,Jul-19-2000,Rayland Interactive,Simulation | Sci-Fi | Space | Small Spaceship | Small Spaceship | Combat,Hot Games,90,One of the better looking shooters around with spectacular special effects Gunship is a worthy contender for Freespaces throne.
Monster Hunter,PlayStation 2,Sep-21-2004,Capcom,Action Adventure | Fantasy,GameScience,85,Whilst certainly not free of issues Monster Hunter is equal measures out-and-out fun and out-and-out terror delivered fantastically well in both online and offline modes. The game provides a PSO-style game for the PS2 and offering pick-up-and-play online gaming without the need to commit to hours at a time.
Vandal Hearts: Flames of Judgment,Xbox 360,Jan-20-2010,Hijinx Studios,Role-Playing | Strategy | Turn-Based | Console-style RPG | Console-style RPG | Tactics,RPGamer,80,Vandal Hearts is an affirmation that a small company without gobs of funds can take a game premise and turn it into a true treasure.
Wallace & Gromit: Curse of the Were-Rabbit,PlayStation 2,Sep-29-2005,Frontier Developments,Action Adventure | Modern,Times Online,80,Park and his team’s creative modelling skills make the films magical but in replacing them with computer graphics this game delivers pretty average fare. That said its cartoon visuals and helpful prompts should keep younger children amused for hours.
Hell Yeah! Wrath of the Dead Rabbit,PlayStation 3,Sep-25-2012,Arkedo Studio,Action | Platformer | Platformer | 2D | 2D,Game Informer,85,Hell Yeah is an enjoyable 2D sidescroller that waxes nostalgic about classic games just as much as it establishes its own identity as a how-to guide to murdering monsters in ridiculous ways.
