title , platform , release_date , developer , genres , reviewer , metascore , review
Earthworm Jim 2,Game Boy Advance,May-31-2002,Super Empire,Action | Platformer | 2D,GameSpy,63,Superempire put in a password save system for EWJ2 but sadly it bites!
Shadow the Hedgehog,PlayStation 2,Nov-15-2005,Sonic Team,Action | Platformer | 3D,Cheat Code Central,50,Unlike last years popular and more importantly playable Sonic Heroes Shadow The Hedgehog is a misstep in almost every direction.
Crash: Mind Over Mutant,DS,Oct-7-2008,TOSE,Action | Platformer | Platformer | 3D | 3D,GamingTrend,57,I understand that Crash: Mind Over Mutant is good on the consoles. Not great but good. It seems that a little more time and effort could have gone into the DS version and it makes me sad.
Battlestar Galactica,PC,Oct-23-2007,Auran,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,GameSpot,55,This arcade game is relatively shallow and a pale imitation of its television inspiration.
Rodea the Sky Soldier,Wii U,Nov-10-2015,Prope | Kadokawa,Action | Platformer | 3D,Hardcore Gamer,60,Fans have waited a long time for Rodea the Sky Soldier but unfortunately the final experience never comes within range of Yuji Naka’s past masterpieces.
Warriors: Legends of Troy,PlayStation 3,Mar-15-2011,Tecmo Koei Canada,Action | General | General,GameFocus,59,Warriors: Legends of Troy is a nice change of pace from other Warrior-type games published by Tecmo-Koei. Unfortunately it still is hampered by a lot of problems.
Ford Bold Moves Street Racing,Xbox,Sep-25-2006,Razorworks Studios,Driving | Racing | GT / Street,TeamXbox,65,A decent physics and handling model not to mention a solid damage model.
Darkest of Days,Xbox 360,Sep-10-2009,8Monkey Labs,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,GamerNode,55,The concept is intriguing and the game worlds can be very immersive but the execution in Darkest of Days falls short of its potential amid control AI and other gameplay issues.
The Scourge Project: Episodes 1 and 2,PC,Apr-9-2010,Tragnarion Studios,Action | Shooter | Shooter | First-Person | Sci-Fi | Arcade,Gamer.no,60,This is pretty much a low-budget version of Gears of War but enjoyable enough for what it is. Only buy if you can play in coop mode with real human beings though because the AI of your squad mates is just dreadful.
Sword of the Stars II: Lords of Winter,PC,Oct-28-2011,Kerberos Productions,Strategy | Turn-Based | General | Sci-Fi | Sci-Fi,Da Gameboyz,65,On the one hand the bare bones of the game are there the potential is there and I wouldnt trust many devs outside of Kerberos to patch this to a decent state. On the other regardless its going to take at least a few months to patch it to a state where its not just sort of playable its actually enjoyable. But if you feel like helping nurture a game to completion by all means fork out. Those of you who are more cautious hang back a few months it should be cool by then.
Zoo Tycoon DS,DS,Oct-11-2005,Altron,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,GameZone,53,The forced or rushed feeling of this title just weighs too heavy on me. And with the lacking graphics and clunky gameplay this title just fails on all levels.
Watchmen: The End Is Nigh Part 2,PC,Jul-29-2009,Deadline Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,Meristation,50,Watchmen: The end is Nigh Part 2 is essentially the same game. Three new levels but the same characters the same moves and the same price. Not worth on its own better on the retail disc version along with Part 1.
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,May-24-2016,PlatinumGames,Action | Beat-'Em-Up | 3D,JeuxActu,50,Completed in under 5 hours with sloppy gameplay and no challenge whatsoever Teenage Mutant Ninja Turtles: Mutants in Manhattan looks more like a merchandising product for the movie than a real thought-out game.
Dinotopia: The Sunstone Odyssey,Xbox,Aug-5-2003,Vicious Cycle,Action Adventure | Fantasy,GameBiz,54,The game falls short most obviously in the gameplay with its bland and linear levels and large amount of backtracking used only as an attempt to make the game longer although it’s still only around five hours long.
Superman: The Man of Steel,Xbox,Nov-19-2002,Circus Freak,Action | Beat-'Em-Up,TotalGames.net,50,A dreadfully wasted opportunity - especially when it looks so good.
ESPN National Hockey Night,PlayStation 2,Mar-25-2001,Kush Games,Sports | Traditional | Ice Hockey | Sim,Sports Gaming Network,60,NHN isnt terrible but it isnt close to being a great game either. Casual hockey fans shouldnt bother with National Hockey Night and for the hardcore hockey fan this game is a rental at best.
Watchmen: The End Is Nigh Part 2,Xbox 360,Aug-26-2009,Deadline Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,GameFocus,58,Watchmen: The End is Nigh Part 2 (and Part 1) could only be enjoyed by fans of either the book or movie. I don’t see how someone who isn’t remotely knowledgeable of Watchmen could enjoy these games especially Part 2.
Hummer Badlands,Xbox,Apr-14-2006,Eutechnyx,Driving | Racing | Rally / Offroad,Cheat Code Central,46,If Hummer Badlands were an actual arcade game it would make on average about a quarter an hour. Its just too easy.
TMNT: Mutant Melee,GameCube,Mar-16-2005,Konami Computer Entertainment Hawaii,Action | Fighting | 3D,Gamezilla!,50,Its just passable really but I dont think Master Splinter would approve wholeheartedly even with a decent price point of $20.
Last Rebellion,PlayStation 3,Feb-23-2010,Hit Maker,Role-Playing | Action RPG | Console-style RPG | Console-style RPG | Japanese-Style,GameZone,60,Theres not much more to say. Pass on this one unless you are the most hardcore of RPG players. Even then stop and reassess if youre really sure about this. Maybe go for a walk and clear your head. If youre still determined have at it. You are one of the special few.
Chronovolt,PlayStation Vita,Dec-31-2012,Playerthree,Puzzle | Action | General | General,Multiplayer.it,50,Chronovolt is buggy slow-paced and jerky in terms of frame rate. There are many action puzzles better than this on mobile devices.
Dead Island: Ryder White,Xbox 360,Feb-1-2012,Techland,Action Adventure | Horror | Horror | Survival,Game Chronicles,70,At a cost of $10 Ryder White hardly breaks the bank but there are some really great titles to be found for that same cash. This one is necessary only for serious fans of Dead Island.
The Mummy Returns,PlayStation 2,Oct-3-2001,Blitz Games,Action Adventure | Fantasy,Hot Games,60,It’s not awful and is in fact a solid platform game but it can be annoying and even worse pretty boring at times.
State of Emergency 2,PlayStation 2,Feb-14-2006,DC Studios,Action | Shooter | Third-Person | Modern,Worth Playing,56,The frustrating ease of death an uninteresting story and characters washed-out visuals and uninspired gameplay do not a successful sequel make.
AeternoBlade II,Switch,Oct-11-2019,Corecell Technology,Action | Platformer | 2D,GameSpace,50,AeternoBlade 2 is a continuance of AeternoBlade an action time-puzzler by CORECELL Technology. This action-puzzle game implements multiple styles of combat with an interesting time manipulation mechanic. While the puzzles are mostly enjoyable the combat is largely uninspired leading to tedious boss encounters and aggravating 3D battles that quickly neutralizes the fantastic points of AeternoBlade 2s design.
Fimbul,Switch,Feb-28-2019,Zaxis,Action Adventure | General,GameGrin,45,A basic action adventure game with a great style and a surprisingly engrossing story that is sadly backed up by repetitive gameplay that never evolves into something great.
Golden Axe: Beast Rider,PlayStation 3,Oct-14-2008,Secret Level,Action | General | General,Play.tm,55,Unfortunately the main gimmick of the game is pointless at best and frustrating at worst. There are challenge modes available after the game is completed and extra costumes to unlock but nothing to offer real replay value.
MotoGP 08,Wii,Mar-24-2009,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,IGN,50,Overall this is a functional but unexciting trip to the races. Also it isnt exactly easy on the eyes.
Hard Rock Casino,PSP,Apr-24-2007,Farsight Studios,Miscellaneous | Parlor | Gambling | Gambling,IGN,45,Mixing a ton of casino games into one package and then tying a goal-based story around it certainly works on paper but when you use low-budget implementations of each and every game to put it together the whole thing falls apart.
Bubsy: The Woolies Strike Back,PC,Oct-31-2017,Black Forest Games,Action | Platformer | 2D,Vandal,45,Bubsy hasnt improved much in all these years. Its short not very well designed and the main character doesnt have much charisma. With so many options in the market right now its hard to recommend Bubsys new adventure.
Harry Potter and the Deathly Hallows Part 2,Xbox 360,Jul-12-2011,EA Bright Light,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,GameTrailers,54,EAs Harry Potter series unceremoniously bows out in this final game. While the previous games were also disappointments this one sinks even lower to full-on cash-in status. What youre left with is a confused mess parading around as a barely-competent third-person shooter.
Swashbucklers: Blue vs. Grey,PC,Nov-8-2007,Akella,Action Adventure | Historic | General | Historic,Game Chronicles,50,A decent game. It has several features and modes that I enjoyed. I particularly liked the soundtrack and the sound effects. I did like the Shipyard the most out of the entire game. Sadly the voice acting could have be a LOT better.
Discs of Tron,Xbox 360,Feb-13-2008,Backbone Charlottetown,Action | General | General,Console Monster,68,Fun to pick up and play Easy to learn.
Splat Renegade Paintball,Xbox,Oct-11-2005,Cat Daddy Games,Sports | Alternative | Other,GameSpy,60,Due to the games poorly crafted A.I. this isnt really a game to play alone. Much like actual paintball Splat Magazine Renegade Paintball just isnt any fun without some friends.
Big Mutha Truckers 2,PC,Aug-23-2005,Eutechnyx,Driving | Racing | Mission-based | Arcade | Mission-based | Automobile,IGN,55,THQs low-budget truck driving game mixes tried-and-true arcade truck driving with a colorful cast of characters country-flavored humor and a whole lot of gigantic boobery. Its very light-hearted fun for a very short period of time.
Warriors Orochi 2,Xbox 360,Sep-23-2008,Omega Force,Action | Beat-'Em-Up | Beat-'Em-Up | 3D,MS Xbox World,55,That being said though judging the game on its own grounds Koei have never failed to populate the series with its many options and the tradition continues here this is something definitely shedding fifteen or so pound for the Playstation 2 but to pay an extra ten or so on top for the Xbox 360 is hardly justifiable.
Big Beach Sports,Wii,Jun-24-2008,HB Studios Multimedia,Sports | General | General,Nintendo Gamer,59,Dont expect anything taxing but theres just enough content to make this a worthwhile multiplayer title for the younger gamer. [Aug 2008 p.62]
The Sacred Rings,PC,Mar-7-2007,Streko-Graphics Inc.,Adventure | 3D | First-Person | Fantasy,RPG Fan,57,There was nothing fun enjoyable or remotely redeeming about this game at all. The experience was akin to having a root canal.
Transformers: Rise of the Dark Spark,Xbox 360,Jun-24-2014,Edge of Reality,Action Adventure | Sci-Fi | General,Official Xbox Magazine UK,50,Activisions Transformers adaptations shed a little more charm and fascination each time they transform. This super-lean take feels like the last OK offering before the rot truly sets in.
Tetris Worlds,PlayStation 2,Mar-20-2002,Blue Planet Software,Miscellaneous | Puzzle | Puzzle | Stacking,PSX Nation,60,The story is cute but nothing really deep and basically just has you playing the various types of Tetris included to move the story along.
NFL QB Club 2001,Dreamcast,Jul-30-2000,High Voltage Software,Sports | Traditional | Football | Sim,Daily Radar,50,An improved version of last years disaster is still not worth the having.
Q*bert: Rebooted,PlayStation 4,Feb-17-2015,LOOT Entertainment,Action | General | Arcade,CGMagazine,60,The game despite its problems can be fun in small doses and certainly provides plenty of old school challenge.
Risen 3: Titan Lords,Xbox 360,Aug-12-2014,Piranha Bytes,Role-Playing | General | Action RPG,Eurogamer Portugal,60,Sacred 3 - Titan Lords is a game with an interesting story and a world that although huge is accessible and easy to remember. However it becomes extremely difficult to concentrate on the game with such a poor combat since most of the game consists of fighting.
Army Men: Sarge's War,Xbox,Aug-2-2004,Tactical Development,Action | Shooter | Third-Person | Modern,Xbox World Australia,52,The game is plagued by faults in the control setup and AI deficiencies as well as a limited online modes.
Pac-Man World 3,DS,Dec-7-2005,Blitz Games | Human Soft,Action | Platformer | Platformer | 3D | 3D,NintendoWorldReport,55,The technical ambition is overcome by nonsensical design and a general lack of creativity.
Combat of Giants: Dinosaurs 3D,3DS,Mar-27-2011,Ubisoft,Action Adventure | Historic | General | Historic,NintendoWorldReport,50,All in all the games okay but feels thrown together.
Husk,PC,Feb-3-2017,UndeadScout,Action Adventure | Survival,Vandal,50,There are some great ideas and some good moments in Husk but gameplay-wise the experience isnt that good and sadly it isnt what you would expect. The developers have promised to listen to the feedback and improve the game so keep an eye on it because even if now it isnt the game we want it could end up being it.
Naughty Bear: Panic in Paradise,PlayStation 3,Oct-8-2012,Behaviour Interactive,Action | General | General,GamingXP,58,Naughty Bear received a 50% rating and since Naughty Bear: Panic in Paradise offers more kills more teddys and a lot of crazy outfits we orient ourselves to the top but nonetheless the game cant escape mediocrity.
Johnny Kung Fu,3DS,Jul-12-2012,UFO Interactive,Action | General | General,NintendoWorldReport,45,Johnny Kung Fus biggest crimes are likely frustrating difficulty and poor pacing.
FunTown Mahjong,Xbox 360,Jan-28-2009,FunTown World Limited,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Board / Card Game | Matching,Da Gameboyz,50,There is no doubt that FunTown Mahjong is what it is a virtual version of 16-tile mahjong. Where my issues lie with the game is that the tutorial is not nearly as helpful as it could have been the graphics are somewhat average and the gameplay itself is not nearly what I expected.
Crash Time: Autobahn Pursuit,Xbox 360,Aug-5-2008,Synetic,Driving | Racing | Arcade | Arcade | Automobile,DarkZero,50,To sum up then this is an interesting game in the same way that Earth Defence Force is interesting. It’s full of silly faults but if you look past them it’s fairly competent.
Godzilla: Unleashed,Wii,Dec-5-2007,Pipeworks Software | Inc.,Action | Action Adventure | Sci-Fi | Fighting | General | 3D,GameSpy,50,Character choices aside if you can get past the occasionally spotty controls and the somewhat sluggish combat youll have a decent time with this game especially if you grew up watching Godzilla and King Ghidorah duke it out on Saturday afternoon TV. Just dont set your expectations too high.
Beowulf: The Game,PC,Nov-13-2007,Ubisoft,Action Adventure | Fantasy | General | Fantasy,Cheat Code Central,56,You can blast through the game on the lower difficulty in less than day. You will notice the title says: Beowulf: The Game. Thats to distinguish it from the ancient manuscript. I tend to think of it as a disclaimer or quite possibly a warning.
NeverEnd (2006),PC,Oct-2-2006,Mayhem Studios,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,AceGamez,70,If you can get past the technical issues Neverend is a very good entry in the RPG/Adventure genre thats best suited for those who play games to experience new worlds not new technology.
Jonny Moseley Mad Trix,PlayStation 2,Dec-26-2001,3DO,Sports | Alternative | Snowboarding,Game Informer,73,The environments are huge but they dont totally make up for Jonnys lack of multiplayer. [Apr 2002 p.77]
Street Trace: NYC,Xbox 360,Aug-22-2007,Gaia Industries,Simulation | Driving | Car Combat | Car Combat | Vehicle | Combat,GameSpot,55,Street Trace: NYC provides a few moments of multiplayer amusement but it doesnt have enough going for it to be compelling for long.
Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation 2,Mar-28-2006,Ubisoft Shanghai,Action | Shooter | First-Person | Tactical | Modern,Games Master UK,52,A game that just cant keep up with Clancys ever-evolving war zone. [July 2006 p.80]
Harmonix Music VR,PlayStation 4,Oct-10-2016,Harmonix Music Systems,Action | Rhythm | Dancing,games(TM),50,This has little of the charm that make its games so enticing nor does it offer much in the way of entrancing solitude. [Issue#180 p.48]
Cops 2170: The Power of Law,PC,Jan-27-2005,Mist Land,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,Cheat Code Central,50,I would recommend checking out a walkthrough just to get to the first mission because if I didnt have to review this game the disk would have ended up smashed on the other side of my office in the first fifteen minutes.
C.O.R.E.,DS,Aug-11-2009,NoWay Studio,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Gamer Limit,50,C.O.R.E. borrows a lot of mechanics from other first person shooters and brings a whole lot of issues along for the ride.
Oddworld: Munch's Oddysee,Game Boy Advance,Sep-24-2003,Art,Action | Platformer | 2D,Play Magazine,58,Though the seamless integration of action puzzles and even a tad of platforming is pulled off well the package its presented in is rather unappealing. [Nov 2003 p.101]
Dragonriders: Chronicles of Pern,PC,Aug-13-2001,Ubisoft,Role-Playing | Adventure | General | General,GameSpot,49,Not a good game. It takes the primary elements of the Pern novels and uses them to fashion a run-of-the-mill adventure game that offers very little actual adventure and too many frustrating mechanical issues.
Iron Man,PSP,May-2-2008,Artificial Mind and Movement,Action | General | General,GameSpot,45,Enough effort was put into the gameplay and graphical design to keep it from crashing and burning but not enough to inject it with any sort of life or appeal.
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,Nov-4-2003,Konami,Strategy | Real-Time | Fantasy,GameSpy,60,All of the elements were there to make this an addictive and challenging title. Instead its a slow-paced and confusing jumble.
Mike Tyson Boxing,Game Boy Advance,Mar-6-2002,Virtucraft,Sports | Traditional | Boxing,Game Informer,50,The play is way too shallow and unforgiving. [May 2002 p.89]
Mike Tyson Boxing,PlayStation,Oct-23-2000,Codemasters,Sports | Traditional | Boxing,IGN,43,A comatose career mode weak multiplayer and lack of flair dont bespeak great longevity. But there are some boxers for masochists to unlock.
TotemBall,Xbox 360,Oct-4-2006,Strange Flavour,Action | Miscellaneous | Rhythm | Music | Music,360 Gamer Magazine UK,50,Theres a good game in there somewhere but its hidden behind the arm waving loopiness that takes up the majority of the game.
Hellboy: The Science of Evil,Xbox 360,Jun-24-2008,Krome Studios,Action | Action Adventure | Beat-'Em-Up | Beat-'Em-Up | Linear,GameDaily,50,Its gameplay consists of bland beat-em-up action and imprecise gun control. The in-game visuals vary between good (up close) and bad (zoomed out) and the co-op options are limited and confusing.
Vaccine,Switch,Jul-6-2017,Rainy Night Creations,Action Adventure | Survival,Nintendo Life,50,The randomised environments at the heart of Vaccine are a clever idea but like in the Wii U original serve up a flawed overall experience.
Cortex Command,PC,Sep-28-2012,Data Realms,Action | Strategy | Real-Time | Platformer | Platformer | 2D | 2D | Command,IGN,50,Playing Cortex Command breaks my heart. With online multiplayer improved AI more scenarios and a more fleshed out campaign it could be something truly great but for now its just a number of cool ideas and great looks grafted onto noticeably repetitious level design and sub-optimal local multiplayer.
NPPL Championship Paintball 2009,Xbox 360,Nov-25-2008,FUN Labs,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Cheat Code Central,48,Playing online with human opponents adds a bit of longevity to the experience but ultimately NPPL just gets monotonous far too quickly.
Iron Man,Wii,May-2-2008,Artificial Mind and Movement,Action | General | General,Nintendo Power,55,If youre expecting this to be more than the average licensed game though youll be a bit let down. [June 2008 p.88]
Black Stone: Magic & Steel,Xbox,Mar-19-2003,Xpec,Role-Playing | Console-style RPG,Cheat Code Central,60,Only two kinds of gamers would appreciate this title: beginners and those looking for an easy hack-and-slash party game.
Ridge Racer,PlayStation Vita,Mar-13-2012,Namco Bandai Games | Cellius,Driving | Racing | Arcade | Arcade | Automobile,3DJuegos,54,Ridge Racer disappoints on Vita although car handling are top notch.
Battleship,PlayStation 3,May-15-2012,Double Helix Games,Action | Miscellaneous | Shooter | Board Games | Shooter | Board Games | First-Person | Sci-Fi | Tactical,Official PlayStation Magazine Benelux,51,Once in a while you get a break from the shooter action in the form of a sea battle. With a single press on the L2 button you can command the human fleet towards the alien invaders. Unfortunately the strategy is about as shallow as the obligatory weather chat at the bakers. [June 2012 p.97]
SunAge,PC,Nov-30-2007,Vertex 4,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,GameWatcher,58,All in all this is a game that I still feel has potential. All the right aspects are there but the spit and polish is missing the spit.
Submersed,PlayStation 4,Jul-17-2019,Main Loop,Action Adventure | Survival,Gamers' Temple,55,The games technical issues and inventory system bring it down heavily. Without the flaws its a decent survival horror game but nothing that stands out that well. If youre a hardcore survival horror player Submersed might be a game to consider (a guilty pleasure) but for those that want a quality survival horror look elsewhere.
Mindjack,PlayStation 3,Jan-18-2011,FeelPlus,Action | Shooter | Shooter | Third-Person | First-Person | Sci-Fi | Sci-Fi | Sci-Fi | Modern | Arcade,Eurogamer Portugal,50,Mindjack fails miserably in almost all fields from gameplay and graphics to story.
Infinity Runner,Xbox One,Apr-22-2015,Wales Interactive Ltd.,Action | General,ZTGD,55,If you’re looking for another runner game with a sci-fi setting Infinity runner isn’t bad it’s just not really that good either.
Tony Hawk Ride,PlayStation 3,Nov-17-2009,Robomodo,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,ZTGD,55,The concept is a sound one but the technology simply falls short. I would love to see this idea fully realized and perfected but I fear that hefty price tag and poor reception may hinder future iterations in this direction.
Combat: Task Force 121,Xbox,Mar-27-2005,Direct Action Games,Action | Shooter | First-Person | Tactical | Modern,Game Over Online,52,Simply put it lacks innovation. The developers seemed satisfied creating a generic shooter with the most rudimentary gameplay.
Empire of Magic,PC,Apr-30-2003,Mayhem Studios,Strategy | Turn-Based | Fantasy | General | Fantasy,Computer Gaming World,60,An odd duck of an RPG Empire of Magic both entertains and annoys. [Aug 2003 p.82]
Evolution Skateboarding,PlayStation 2,Oct-9-2002,Konami,Sports | Alternative | Skateboarding,PSM Magazine,60,This is a much improved effort by Konami but its not going to out-Tony Hawk Neversoft. No way. [Dec 2002 p.42]
Salt Lake 2002,PC,Jan-23-2002,Attention To Detail,Sports | Olympic Sports | Olympic Sports | Individual | Athletics,Computer Games Magazine,50,While no one is going to sling a gold medal around its box its much better than its predecessor in almost every way which boosts the quality from abysmal to merely okay.
Calvino Noir,PlayStation 4,Aug-25-2015,Calvino Noir Ltd.,Action Adventure | General,God is a Geek,50,Calvino Noir needed less time and effort spent on aesthetics and more spent on gameplay and delivery.
Tornado,DS,Oct-27-2008,Skonec,Action | General | General,My Gamer,56,If a little more time was spent in development ironing out these kinks then Tornado could have been a solid form of competition for Katamari Damacy.
Gothic 3: Forsaken Gods,PC,Nov-20-2008,Trine Games,Role-Playing | PC-style RPG | PC-style RPG | Western-Style,PC Games,64,Only die-hard fans of the Gothic franchise will be able to overlook the games terrible technical shortcomings. Forsaken Gods hits rock bottom of what was once a great roleplaying series.
MilitAnt,PlayStation 4,Jul-12-2016,Xibalba Studios,Action | Platformer | Shooter | 2D | Shoot-'Em-Up | Vertical,Brash Games,60,A game with some interesting gameplay ideas and unique takes on the classic side-scrolling shooter but unfortunately it doesn’t feel as intuitive as other classic games of this kind.
Pirates vs Ninjas Dodgeball,Xbox 360,Sep-3-2008,Blazing Lizard,Sports | Alternative | Individual | Other | Other,Extreme Gamer,54,Despite its cool cast of characters and excellent concept Blazing Lizards had a good starting point that missed the mark.
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Jun-24-2003,Natsume,Action | Beat-'Em-Up,Game Chronicles,57,What little gameplay there is on this cartridge is mindless and not very fun.
Metal Dungeon,Xbox,Dec-15-2002,Panther Software,Role-Playing | Action RPG,Game Informer,60,What the deal with the blander-than-bland texturing? If I wanted to be lulled to sleep I would read a selection from Minnesotas penal code. [Feb 2003 p.104]
Jurassic Park III: The DNA Factor,Game Boy Advance,Jul-16-2001,Konami Computer Entertainment Hawaii,Action | Platformer | 2D,IGN,50,Its definitely a challenge to get through but the clumsy controls the off-and-on collision detection and the poorly-drawn game perspective is enough to make the game more frustrating than fun.
Bombshell (2016),PC,Jan-29-2016,Interceptor Entertainment,Role-Playing | Action RPG,Softpedia,55,Bombshell is a relatively decent twin-stick shooter. It most certainly isn’t an action role-playing game like its marketing claims. It’s also weighed down by its shoddy story delivery and by its tedious stages.
Enemy Front,PlayStation 3,Jun-10-2014,CI Games,Shooter | Historic | Action | Shooter | First-Person | Tactical | Historic,GameSpot,50,Enemy Front lands in that unfortunate middle area where its faults arent bad enough to leave a painfully lasting negative impression but its key moments are too generic to be memorable.
Terminator Salvation,PlayStation 3,May-19-2009,GRIN,Action | General | General,Absolute Games,56,Flat and boring. Terminator: Salvation fails to earn other more favorable adjectives. The only bright spot is the soundtrack incorporating Brad Fiedel’s signature theme.
Turning Point: Fall of Liberty,Xbox 360,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,MS Xbox World,55,Turning Point: Fall of Liberty is a novel idea on paper but is ultimately let down by its shooter by numbers gameplay and under par presentation.
Star Trek The Video Game,PC,Apr-23-2013,Digital Extremes,Action Adventure | Sci-Fi | Sci-Fi | General,AtomicGamer,50,It sounds good but frankly it just doesnt seem like developer Digital Extremes were able (or allowed) to put forth the time money or ingenuity to make anything but a Starfleet-themed cooperative shooter complete with extreme use of cover-based gunfights silly mini-games or bad AI - all of which are generally considered hallmarks of a mediocre action game.
Danger Girl,PlayStation,Sep-6-2000,n-Space,Action | Shooter | Third-Person | Modern,PSX Nation,69,Cheerful juvenile and more fun than what our rating might imply Danger Girl is undone primarily because its engine is riddled with technical flaws (collision detection slug-like speed and frame-rate poor aiming).
Word Puzzle,Xbox 360,Nov-7-2007,InterServ International,Miscellaneous | Puzzle | Puzzle | General | Logic | General,AceGamez,50,Word Puzzle is a nice title for those looking for a decent word search experience in videogame form and the added modifiers such as bomb timers and stringing words together for extra points is a nice idea to bring in a wider audience but the constricted playing space thats just completely unwarranted really hinders the gameplay when you get to the later stages of the game with larger board types.
Devil's Third,Wii U,Aug-28-2015,Valhalla Game Studios,Action Adventure | General | Modern | Action | Shooter | Third-Person | Arcade,IGN Spain,60,A complete disaster saved by a competent online multiplayer. Devils Third is ugly with bad control and is boring... Itagaki must have been napping while developing this.
Everreach: Project Eden,PC,Dec-4-2019,Elder Games,Action | Shooter | Third-Person | Arcade,Noisy Pixel,55,Seeing that Project Eden is designed to be a story-driven game I could have overlooked these issues and took the game as it was meant to be. Instead what I feel it was meant to be was a game that could have been more fleshed out with more weapons abilities and an extra round polish. Because for such a small team to develop a complete vision of a sci-fi world it seems that all was needed was some more time.
Blood Knights,Xbox 360,Nov-1-2013,Deck 13,Role-Playing | Action Adventure | Fantasy | General | Fantasy | Action RPG,The Digital Fix,50,It’s hard to recommend Blood Knights when there are similar games that offer a slicker production and far greater variety.
