title , platform , release_date , developer , genres , reviewer , metascore , review
ESPN National Hockey Night,PlayStation 2,Mar-25-2001,Kush Games,Sports | Traditional | Ice Hockey | Sim,GameSpy,67,The framerate is horrendously bad at times. Theres no logical reason why a game representing a sport with nearly as many TOTAL players as other sports have per TEAM should suffer framerate hits.
Watchmen: The End Is Nigh Part 2,Xbox 360,Aug-26-2009,Deadline Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,MS Xbox World,65,As a Watchmen fan it was impossible for me to not enjoy this game. For anyone else however there just isn’t enough substance to warrant the ridiculously overpriced cost.
Hummer Badlands,Xbox,Apr-14-2006,Eutechnyx,Driving | Racing | Rally / Offroad,TeamXbox,50,The drive anywhere at anytime mentality that seems to be the driving force just wasnt executed well enough so instead the game remains a generic racer with a Hummer coating.
TMNT: Mutant Melee,GameCube,Mar-16-2005,Konami Computer Entertainment Hawaii,Action | Fighting | 3D,GameZone,55,Repetitious button-mashing gameplay that rarely engages the brain is the undertone of this title.
Last Rebellion,PlayStation 3,Feb-23-2010,Hit Maker,Role-Playing | Action RPG | Console-style RPG | Console-style RPG | Japanese-Style,ZTGD,68,Last Rebellion is a game that will likely become a niche title down the road and for good reason. The combat system is definitely something special. If only everything else had come together this game could have easily been a must-own.
Chronovolt,PlayStation Vita,Dec-31-2012,Playerthree,Puzzle | Action | General | General,Pocket Gamer UK,50,Buggy and unpolished Chronovolt isnt worth your time no matter how many times your turn the clock back.
Dead Island: Ryder White,Xbox 360,Feb-1-2012,Techland,Action Adventure | Horror | Horror | Survival,SpazioGames,70,Ryder White is a good DLC. It is essential to understand background and mentality of the greatest enemy in Dead Island. If you loved the full game dont miss it.
The Mummy Returns,PlayStation 2,Oct-3-2001,Blitz Games,Action Adventure | Fantasy,GameZone,62,The actual gameplay is unlikely to impress serious gamers and may to some the game may be found seriously wanting.
State of Emergency 2,PlayStation 2,Feb-14-2006,DC Studios,Action | Shooter | Third-Person | Modern,Game Informer,60,Playing through State of Emergency 2 is a lot like watching a decent actor try to produce a real performance in a straight-to-video horror movie. [Apr 2006 p.122]
AeternoBlade II,Switch,Oct-11-2019,Corecell Technology,Action | Platformer | 2D,Switch Brasil,50,AeternoBlade II had the potential to be a notable metroidvania in the Nintendo Switch’s library but unfortunately it will be remembered as little more than a bug-laden mess regardless of the couple of interesting ideas it brought forward.
Fimbul,Switch,Feb-28-2019,Zaxis,Action Adventure | General,Nintendo Life,50,Fimbul creates an appealingly grim Norse folklore-infused world to adventure through but its core action is simply too weak to seal the deal. Its pacy combat can be brutally satisfying but its also shallow and repetitive while the game struggles from a technical perspective. Theres a promising world at the heart of Fimbul but it needs to be married to a more fluid and fleshed-out game.
Golden Axe: Beast Rider,PlayStation 3,Oct-14-2008,Secret Level,Action | General | General,3DJuegos,58,Golden Axe: Beast Rider confuses the tribute to retro with the flat and boring gameplay. The new game of SEGA is mediocre in every aspect and comes as a failure in its attempt to recover a legendary name and turn it into a worthy product of Next-Gen platforms.
MotoGP 08,Wii,Mar-24-2009,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,Multiplayer.it,55,MotoGP 08 delivers a sub-par experience in every single aspect: graphics are shallow controls are dull and unresponsive and the gameplay is kinda boring. Still its one of the few serious racing games on Wii but thats hardly gonna be a selling point.
Hard Rock Casino,PSP,Apr-24-2007,Farsight Studios,Miscellaneous | Parlor | Gambling | Gambling,AceGamez,50,Hard Rock Casino shouldnt be a terrible game but it is.
Bubsy: The Woolies Strike Back,PC,Oct-31-2017,Black Forest Games,Action | Platformer | 2D,Game Informer,55,Bubsy: The Woolies Strike Back underwhelms and disappoints at every turn. Bland level design never improves and tedious boss battles are unrewarding and unsatisfying. Bubsys return 21 years later could have reminded us why he was once considered a potential peer to the likes of Mario and Sonic. Instead The Woolies Strike Back only serves to remind us why the mascot hasnt seen a new adventure in over two decades.
Harry Potter and the Deathly Hallows Part 2,Xbox 360,Jul-12-2011,EA Bright Light,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,MondoXbox,55,A mere add-on to the previous game short and without any improvements to the first game even losing features like Kinect support.
Swashbucklers: Blue vs. Grey,PC,Nov-8-2007,Akella,Action Adventure | Historic | General | Historic,GamingExcellence,50,Swashbucklers doesn’t have anything that’s worth the purchase and it can be looked over by most gamers.
Discs of Tron,Xbox 360,Feb-13-2008,Backbone Charlottetown,Action | General | General,X-ONE Magazine UK,70,Discs of Tron does hold quite a bit of enjoyment especially of the latter stages. [Issue#31 p.117]
Splat Renegade Paintball,Xbox,Oct-11-2005,Cat Daddy Games,Sports | Alternative | Other,BonusStage,66,Though Splat Magazine Renegade Paintball has some serious problems it delivers an authentic paintball experience rife with intense adrenaline-pumping action that is sure to please fans of the sport and possibly snag some new ones in the process.
Big Mutha Truckers 2,PC,Aug-23-2005,Eutechnyx,Driving | Racing | Mission-based | Arcade | Mission-based | Automobile,Computer and Video Games,58,If humorous driving jaunts are your bag do yourself a favour and bag San Andreas instead.
Warriors Orochi 2,Xbox 360,Sep-23-2008,Omega Force,Action | Beat-'Em-Up | Beat-'Em-Up | 3D,3DJuegos,58,Its the same game youve been playing a long time ago. At least Koei fanatics might be satisfied with the formula.
Big Beach Sports,Wii,Jun-24-2008,HB Studios Multimedia,Sports | General | General,VideoGamer,60,As it is Big Beach Sports will provide some fairly limited short term fun but when available for less than £20 maybe thats not such a bad thing.
The Sacred Rings,PC,Mar-7-2007,Streko-Graphics Inc.,Adventure | 3D | First-Person | Fantasy,Game Over Online,62,I can’t think of another game where the developers apparently tried so hard to make it no fun to play. As a result The Sacred Rings is just a bad game. The puzzles are tedious the locations are dark and the premise is silly (you actually spend more time trying to reunite two dead lovers than you do dealing with the Sacred Rings).
Transformers: Rise of the Dark Spark,Xbox 360,Jun-24-2014,Edge of Reality,Action Adventure | Sci-Fi | General,LevelUp,53,Transformers: Rise of the Dark Spark main problems are that High Moon Studios didnt developed it and that the terrible Michael Bays movie Transformers: Age of Extinction was merged with the marvelous universe of War for Cybertron and Fall of Cybertron.
Tetris Worlds,PlayStation 2,Mar-20-2002,Blue Planet Software,Miscellaneous | Puzzle | Puzzle | Stacking,TotalGames.net,65,At a tenner this would have been okay but for a penny under £20 this just can’t be recommended.
NFL QB Club 2001,Dreamcast,Jul-30-2000,High Voltage Software,Sports | Traditional | Football | Sim,Dreamcast.net,61,The fact is both NFL2K and NFL2K blow this game away on literally every level.
Q*bert: Rebooted,PlayStation 4,Feb-17-2015,LOOT Entertainment,Action | General | Arcade,Push Square,60,Its a quaint little curio for fans of arcade games then but its not exactly a must have.
Risen 3: Titan Lords,Xbox 360,Aug-12-2014,Piranha Bytes,Role-Playing | General | Action RPG,Digitally Downloaded,60,The biggest issue is not that the development set their sights incredibly high but simply that this kind of game is a mammoth project and there is simply no way that a limited budget can pull off something of the standard of say Skyrim. Risen 3 is a raw entertaining experience that lacks polish but offers substance.
Army Men: Sarge's War,Xbox,Aug-2-2004,Tactical Development,Action | Shooter | Third-Person | Modern,MS Xbox World,60,It looks nice it plays nicely and its short BUT it is a budget title and at £20 it is a steal.
Pac-Man World 3,DS,Dec-7-2005,Blitz Games | Human Soft,Action | Platformer | Platformer | 3D | 3D,Nintendojo,65,Every platforming challenge is camera related. Its sad because there is a lot of untapped potential in Pac-Man World 3.
Combat of Giants: Dinosaurs 3D,3DS,Mar-27-2011,Ubisoft,Action Adventure | Historic | General | Historic,Da Gameboyz,55,Overall this is the nicest cleanest 3D game I have yet to see on the 3DS. I cant wait to see more titles from Ubisoft as it appears that they have utilized the 3D screen to its fullest. Unfortunately for its lack of gameplay variety and the simplistic controls I do not recommend it for more mature gamers.
Husk,PC,Feb-3-2017,UndeadScout,Action Adventure | Survival,COGconnected,60,One could also make the argument that if a game’s story is poor the gameplay can at least make up for it and vice versa. Husk manages come frustratingly close at times leaving the game undone by its inconsistency.
Naughty Bear: Panic in Paradise,PlayStation 3,Oct-8-2012,Behaviour Interactive,Action | General | General,TheSixthAxis,70,Naughty Bear: Panic in Paradise is a much better effort than its predecessor. By adding in the costumes system 505 Games have managed to give the game a layer of depth previously missing. However whilst repetition doesnt entirely spoil the party it certainly takes the shine off after a while.
Johnny Kung Fu,3DS,Jul-12-2012,UFO Interactive,Action | General | General,Nintendojo,50,In the end I was left with the feeling that Johnny Kung Fu was sold short of its true potential. The basic premise is good the gameplay (well half of the gameplay…) is spot on but sadly the game is hindered by an unnecessarily brutal spike in difficulty and a repetitive unrewarding design that makes a game that was once unique and challenging turn into to a bore of a reaction-time test.
FunTown Mahjong,Xbox 360,Jan-28-2009,FunTown World Limited,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Board / Card Game | Matching,Level7.nu,50,Funtown Mahjong is a simplified version of the more complex Chinese board game mahjong. The main issue plaguing this title is the fact that its not simple enough to attract the uninitiated while not being challenging enough for the veterans. The game could very well have utilized the possibilities that a console game offers to the gameplay mechanics but since this isnt the case youll be better of taking a closer look at the real deal.
Crash Time: Autobahn Pursuit,Xbox 360,Aug-5-2008,Synetic,Driving | Racing | Arcade | Arcade | Automobile,Cheat Code Central,60,Unlocking different vehicles and tracks for the multiplayer provides some incentive to push onward but theres not much past that.
Godzilla: Unleashed,Wii,Dec-5-2007,Pipeworks Software | Inc.,Action | Action Adventure | Sci-Fi | Fighting | General | 3D,Game Chronicles,61,Sadly enough these great features cannot save you from a horrendous storyline generic sounds and iffy controls.
Beowulf: The Game,PC,Nov-13-2007,Ubisoft,Action Adventure | Fantasy | General | Fantasy,Game Informer,58,In this day and age it shouldn’t come as a surprise that a game based on a movie fares poorly but for a character who has survived since 700AD he deserves better treatment than this.
NeverEnd (2006),PC,Oct-2-2006,Mayhem Studios,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,Next Level Gaming,74,The graphics hold the game back as most PC RPGs are better looking.
Jonny Moseley Mad Trix,PlayStation 2,Dec-26-2001,3DO,Sports | Alternative | Snowboarding,GamePro,80,The visuals and sounds keep up with the pace although you may be too busy with the controller to notice.
Street Trace: NYC,Xbox 360,Aug-22-2007,Gaia Industries,Simulation | Driving | Car Combat | Car Combat | Vehicle | Combat,MS Xbox World,60,Unfortunately for Street Trace there are just far too many better games coming down the road for it to be able to maintain the multiplayer community it will need to succeed.
Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation 2,Mar-28-2006,Ubisoft Shanghai,Action | Shooter | First-Person | Tactical | Modern,Next Level Gaming,59,There comes a time when you should just move on. I think Tom Clancy games and the Playstation 2 should go ahead and part ways. The system just isnt powerful enough to do what I think UbiSoft really wants to do with their games.
Harmonix Music VR,PlayStation 4,Oct-10-2016,Harmonix Music Systems,Action | Rhythm | Dancing,Destructoid,50,If Harmonix Music VR sounds like your jam it probably is. Plopping on the helmet after eating your favorite comfort food can make for a really relaxing afternoon but the other modes arent even worth the time of day.
Cops 2170: The Power of Law,PC,Jan-27-2005,Mist Land,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,GameZone,64,The dated graphics repetitive sounds and high difficulty make this game more frustrating than it has to be.
C.O.R.E.,DS,Aug-11-2009,NoWay Studio,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Worth Playing,55,You could definitely pass up C.O.R.E. and while I like the idea of someone at least trying to put out a genre title that doesnt typically get made on the NDS I also feel that C.O.R.E. is an example of why FPSes dont make the transition well to the DS.
Oddworld: Munch's Oddysee,Game Boy Advance,Sep-24-2003,Art,Action | Platformer | 2D,Next Level Gaming,62,If any more Oddworld games are brought to the GBA I really hope that they go back to the side-scrolling format. In fact a direct port of the original Oddworld for Playstaion wouldnt be a bad idea and would have surely come out better than this game did.
Dragonriders: Chronicles of Pern,PC,Aug-13-2001,Ubisoft,Role-Playing | Adventure | General | General,Yahoo!,70,An absolute must for fans of the series - its as engrossing and complex as the best of Anne McCaffreys novels and as a stand-alone story its fun and well worth it.
Iron Man,PSP,May-2-2008,Artificial Mind and Movement,Action | General | General,Pocket Gamer UK,50,Visually disappointing lacking in challenge and generally not that much fun Iron Man singularly fails to communicate the excitement found in its big screen counterpart.
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,Nov-4-2003,Konami,Strategy | Real-Time | Fantasy,Game Informer,65,Even with relatively few RPGs on the GameCube Falsebound Kingdoms relatively simple approach isnt that captivating - unless youre a Yu-Gi-Oh fan who is a newbie to the RPG genre. [Jan 2004 p.141]
Mike Tyson Boxing,Game Boy Advance,Mar-6-2002,Virtucraft,Sports | Traditional | Boxing,Gamer's Pulse,50,The fighting is slow and boring with even slower controls the graphics aren’t much and the sound is just average.
Mike Tyson Boxing,PlayStation,Oct-23-2000,Codemasters,Sports | Traditional | Boxing,Hot Games,60,If youre a fan of the child-eating boxer help yourself to a serving of Mike Tyson Boxing. Otherwise spend your bet money on Knockout Kings or Ready 2 Rumble 2.
TotemBall,Xbox 360,Oct-4-2006,Strange Flavour,Action | Miscellaneous | Rhythm | Music | Music,Official Xbox Magazine UK,50,Sadly the games not much fun - you get bored easily and theres not much variety to be had waving your arms up and down. [Dec 2006 p.99]
Hellboy: The Science of Evil,Xbox 360,Jun-24-2008,Krome Studios,Action | Action Adventure | Beat-'Em-Up | Beat-'Em-Up | Linear,TeamXbox,55,When all is said and done Hellboy: The Science of Evil might have been a hit during the last generation of consoles. On the current consoles though it just falls short in nearly every regard.
Vaccine,Switch,Jul-6-2017,Rainy Night Creations,Action Adventure | Survival,Switch Player,70,A game which seems to draw a lot from Resident Evil Vaccine is more than just a clone; its a hard-as-nails rendition of what the series would be like if it was procedurally generated and smaller in scope. At this theyve succeeded and have managed to weave in some fun to boot. Its not the best Resident Evil clone Ive ever played but its better than average - and the gameplay twists are both addictive and satisfying in their own right.
Cortex Command,PC,Sep-28-2012,Data Realms,Action | Strategy | Real-Time | Platformer | Platformer | 2D | 2D | Command,Multiplayer.it,60,Cortex Command is brilliant but unfortunately still incomplete. The strong community is trying to fix the many problems the games has but as of now it still not enough. For almost twenty euros we can recommend the game only to the most patient gamers.
NPPL Championship Paintball 2009,Xbox 360,Nov-25-2008,FUN Labs,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,IGN,49,It’s easy to see how paintball enthusiasts could love this game but hard to envision anybody else spending more than an hour playing it before they got bored and disillusioned.
Iron Man,Wii,May-2-2008,Artificial Mind and Movement,Action | General | General,Zentendo,60,Overall the Iron Man title on the Wii lacked the spark that the film had; however it’s a huge step up from last years A2M film franchise adaptation known as The Golden Compass. That said if players are looking for a film to game adaptation that actually reflects the film they should look elsewhere.
Black Stone: Magic & Steel,Xbox,Mar-19-2003,Xpec,Role-Playing | Console-style RPG,Play Magazine,60,BS is no gem mind you but it is strangely addicting as these games tend to be when the mood strikes. [June 2003 p.57]
Ridge Racer,PlayStation Vita,Mar-13-2012,Namco Bandai Games | Cellius,Driving | Racing | Arcade | Arcade | Automobile,Games Master UK,60,Disturbing lack of content impedes the score but what is here is streamlined speedy fun. [March 2012 p.75]
Battleship,PlayStation 3,May-15-2012,Double Helix Games,Action | Miscellaneous | Shooter | Board Games | Shooter | Board Games | First-Person | Sci-Fi | Tactical,AusGamers,52,This is not going to set the gaming world on fire by any means but if youre a sucker for movie tie-ins have reasonable to low FPS expectations and dont mind some light RTS antics Battleship is a decent enough distraction for a handful of hours or so.
SunAge,PC,Nov-30-2007,Vertex 4,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,Computer Games Online RO,61,The main problem of SunAge is that without the patches released the game is a disaster.
Submersed,PlayStation 4,Jul-17-2019,Main Loop,Action Adventure | Survival,Hobby Consolas,62,Submersed is a survival horror game with good ideas drowned by a short duration bad enemy and level design weak gameplay and a narrative that feels underdeveloped.
Mindjack,PlayStation 3,Jan-18-2011,FeelPlus,Action | Shooter | Shooter | Third-Person | First-Person | Sci-Fi | Sci-Fi | Sci-Fi | Modern | Arcade,Games Master UK,58,A great concept brimming with unexplored potential anchored by dull shooter mechanics.
Infinity Runner,Xbox One,Apr-22-2015,Wales Interactive Ltd.,Action | General,Xbox Achievements,55,As endless runners go Infinity Runner is a fine example but greatly lacks polish and finesse.
Tony Hawk Ride,PlayStation 3,Nov-17-2009,Robomodo,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,Game Informer,58,The huge level of frustration is not worth the time it takes to master the awkward gameplay idiosyncrasies. Instead it’s more tempting – even as someone with experience – to just spam the waggle movements for a passable high score.
Combat: Task Force 121,Xbox,Mar-27-2005,Direct Action Games,Action | Shooter | First-Person | Tactical | Modern,GameSpot,54,While the online play is merely average at best its single-player play as well as its overall production values present themselves as seriously subpar.
Empire of Magic,PC,Apr-30-2003,Mayhem Studios,Strategy | Turn-Based | Fantasy | General | Fantasy,GameZone,60,Some of the individual aspects of the game need to be reworked simply because they seem forced. The game strives to attain a lofty place but comes up a little short.
Evolution Skateboarding,PlayStation 2,Oct-9-2002,Konami,Sports | Alternative | Skateboarding,Operation Sports,68,Sluggish at best and the controls leave a lot to be desired. Very often this game looks like it is moving at half speed and you never get that visual feeling of speed that you get from other titles.
Salt Lake 2002,PC,Jan-23-2002,Attention To Detail,Sports | Olympic Sports | Olympic Sports | Individual | Athletics,GameSpot,63,Despite a slick presentation and several clearly enjoyable moments Salt Lake fails to capture the magnitude of this periodic winter spectacle and is in reality an entertaining yet brief whirl through just a fraction of the events you might expect.
Calvino Noir,PlayStation 4,Aug-25-2015,Calvino Noir Ltd.,Action Adventure | General,PlayStation Universe,60,Calvino Noir starts off strong with a great setting and cast of characters but finds itself almost totally crippled on account of its heavily flawed stealth mechanics; a tragically missed opportunity.
Tornado,DS,Oct-27-2008,Skonec,Action | General | General,Nintendo Power,60,A strict time limit also detracts from whats otherwise a fun game. [Nov 2008 p.104]
Gothic 3: Forsaken Gods,PC,Nov-20-2008,Trine Games,Role-Playing | PC-style RPG | PC-style RPG | Western-Style,Gamers.at,69,A downright frightening army of bugs both scares away any potential fan of Gothic and eliminates any fun that could have been had with the game. [Issue#17]
MilitAnt,PlayStation 4,Jul-12-2016,Xibalba Studios,Action | Platformer | Shooter | 2D | Shoot-'Em-Up | Vertical,Everyeye.it,60,Quotation forthcoming.
Pirates vs Ninjas Dodgeball,Xbox 360,Sep-3-2008,Blazing Lizard,Sports | Alternative | Individual | Other | Other,NZGamer,60,If however youre after something inoffensive to entertain the youngsters without having to explain about death the birds and the bees or any other adult themes you could do worse.
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Jun-24-2003,Natsume,Action | Beat-'Em-Up,GameZone,59,Has its shining moments of fun but these precious moments are overshadowed by a far greater evil--terrible level design and slow-as-molasses controls.
Metal Dungeon,Xbox,Dec-15-2002,Panther Software,Role-Playing | Action RPG,Official Xbox Magazine,61,Its fundamentals are solid enough but too bland and redundant. [Jan 2003 p.78]
Jurassic Park III: The DNA Factor,Game Boy Advance,Jul-16-2001,Konami Computer Entertainment Hawaii,Action | Platformer | 2D,Electric Playground,55,The problem is much of it is done so darned sloppily.
Bombshell (2016),PC,Jan-29-2016,Interceptor Entertainment,Role-Playing | Action RPG,Meristation,60,Bombshell is an old school action game. It is fun and has a couple of good ideas but it has a lot of mistakes too. A boring interface a wrong camera.
Enemy Front,PlayStation 3,Jun-10-2014,CI Games,Shooter | Historic | Action | Shooter | First-Person | Tactical | Historic,Games Master UK,53,Though it can pack a punch this lacks the finesse to tell the subversive war story its aiming for. [Sept 2014 p.74]
Terminator Salvation,PlayStation 3,May-19-2009,GRIN,Action | General | General,Cynamite,60,Terminator: Salvation is a run-of-the-mill game adaption of a successful movie brand. Overall okay but way too short and without any highlights or variety.
Turning Point: Fall of Liberty,Xbox 360,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,360 Gamer Magazine UK,60,And while it’s a solid enough shooter that’ll largely cure the itch for frag-heads it just fails to do anything to particularly excite.
Star Trek The Video Game,PC,Apr-23-2013,Digital Extremes,Action Adventure | Sci-Fi | Sci-Fi | General,Multiplayer.it,55,Star Trek does a good job in terms of script and atmosphere and its decent on long-distance gunplay. But the overall experience is poor and unpolished.
Danger Girl,PlayStation,Sep-6-2000,n-Space,Action | Shooter | Third-Person | Modern,GamePro,70,Its fun enough but its definitely not dangerous.
Word Puzzle,Xbox 360,Nov-7-2007,InterServ International,Miscellaneous | Puzzle | Puzzle | General | Logic | General,IGN,55,A game that’s probably better left to pen and paper. The game offers solid variety and decent puzzle design but at the end of the day you’re still doing with a controller that which is much easier and just as rewarding with a pencil.
Devil's Third,Wii U,Aug-28-2015,Valhalla Game Studios,Action Adventure | General | Modern | Action | Shooter | Third-Person | Arcade,Vandal,70,The best thing we can say about its campaign is that it works as a tutorial. The multiplayer mode is the key of this title but you need to understand how it really works to make the most of it.
