title , platform , release_date , developer , genres , reviewer , metascore , review
Warhammer 40000: Inquisitor - Martyr,PlayStation 4,Aug-23-2018,Maximum Games,Strategy | Real-Time | General,Vandal,56,Martyr has many good ideas but the execution isn’t that good. It becomes repetitive very quickly and its poor technical side doesn’t help either.
The Baconing,PlayStation 3,Aug-30-2011,Hothead Games,Action | Role-Playing | Platformer | Action RPG | 3D,IGN,60,If all you want to do is play more DeathSpank then this will certainly do the trick. For me once was apparently enough.
Dragon Ball: Revenge of King Piccolo,Wii,Oct-20-2009,Media Vision,Action | Adventure | General | General | Beat-'Em-Up | 2D,Gaming Age,50,While I think the idea behind a 3D brawler in the Dragon Ball universe is a decent idea I cant see the point in a game that only allows you to fight as Goku and keeps up the overall length that this game does. It does try to offer some replay value but not having additional characters to check out outside of the Tournament mode is a waste and not what I was hoping for with this game.
Heavy Weapon: Atomic Tank,PlayStation 3,Jun-11-2009,PopCap,Action | Shooter | Shooter | Scrolling | Scrolling | Shoot-'Em-Up | Vertical,Gamers' Temple,58,Heavy Weapon is fun in short bursts but just doesnt give you enough bang for your buck.
Skelattack,PlayStation 4,Jun-2-2020,Ukuza,Action | Platformer | 2D,GameSpew,60,Skelattack offers an evening of fun with ample lashings of frustration along the way.
Fragments of Him,PlayStation 4,Sep-26-2017,Sassybot,Adventure | Visual Novel,COGconnected,55,Fragments of Him is a well thought out story that ultimately is undone by its gameplay choices. By trying to make gamers interact with the story more the story became even more inaccessible. While I can appreciate the sentiment that Sassybot was gunning for the delivery ended up being the undoing of a compelling storyline.
Tears to Tiara II: Heir of the Overlord,PlayStation 3,Oct-14-2014,Aqua Plus,Real-Time | Fantasy | Strategy | Adventure | Turn-Based | Visual Novel | General,DarkZero,60,In the end Tears to Tiara II is a well put-together game that’s hard to recommend in the long run. Had the game chosen to either be a full-fledged Visual Novel with proper saving features or a more evenly-paced Strategy RPG it would have gotten a higher recommendation.
Band Hero,DS,Nov-3-2009,Vicarious Visions,Action | Miscellaneous | Rhythm | Music | Music,1UP,58,When it comes to bringing the full complement of instruments to the DS Band Hero represents a very rocky start. If it werent for the games shortsighted and unintuitive peripherals there might actually be something worthwhile here -- assuming you dig the soundtrack anyhow.
Aven Colony,PC,Jul-25-2017,Mothership Entertainment,Strategy | Management | Government,PC PowerPlay,60,Tactical city-sim for the sub-menu-phobic. [Issue#265 p.58]
Dedede's Drum Dash Deluxe,3DS,Aug-29-2014,HAL Labs,Action | Miscellaneous | Rhythm | Music,God is a Geek,50,Dedede’s Drum Dash Deluxe may be plentiful in Nintendo charm and character but ultimately the gameplay itself is one-note and over-stretched.
Antigraviator,PC,Jun-6-2018,Iceberg Interactive,Racing | Arcade | Futuristic,TheSixthAxis,60,Antigraviator has tons of potential and there’s every chance that it could attain it a few updates down its spiralling road. However as it stands there are too many problems with the game’s underpinnings that the fantastic visuals can’t quite cover up.
Obscure,PlayStation 2,Apr-6-2005,Hydravision,Action Adventure | Horror,GameZone,60,It doesn’t even have those pop-out-and-say-boo moments that the first two Resident Evil games were famous for. That combined with clunky gameplay and lame monsters make for one obscure game.
How to Survive: Storm Warning Edition,PlayStation 4,Nov-4-2014,EKO Software,Action Adventure | Horror | Survival,Eurogamer Italy,60,A cut-and-paste version of the PS3/Xbox 360 with a bunch of extra modes and features.
Sengoku Basara: Samurai Heroes,Wii,Oct-12-2010,Capcom,Action | Beat-'Em-Up | Beat-'Em-Up | 2D | 3D,NintendoWorldReport,60,Sengoku Basara: Samurai Heroes isnt a bad game. The problem is that there is so little depth in the gameplay that the experience can quickly grow old.
Bee Movie Game,PlayStation 2,Oct-30-2007,Beenox,Action | General,GameSpot,65,Younger players will enjoy the variety and sandbox-style freedom of Bee Movie Game.
Crash of the Titans,Xbox 360,Oct-4-2007,Radical Entertainment,Action | General | General,Thunderbolt,60,It isn’t as impressive as the original games were but overall Crash seems to be making titanic steps in the right direction.
NHL 08,PC,Sep-11-2007,EA Canada,Sports | Traditional | Team | Ice Hockey | Sim | Sim,GameSpot,60,NHL 08 offers up a few control tweaks and minimal updates to the dynasty mode but thats about it.
Gladiator: Sword of Vengeance,PlayStation 2,Nov-5-2003,Acclaim Studios Manchester,Action | Beat-'Em-Up,1UP,55,A kinder control and save system wouldve been nice but as is Gladiator will test the limits of your gaming patience.
Harry Potter and the Sorcerer's Stone,PC,Nov-15-2001,KnowWonder,Action Adventure | Fantasy | General | Fantasy,IGN,64,It also seems to me that most of the budget for the game went into licensing. I cant see that a lot of effort was actually spent on the production of the game side of things.
Stretch Panic,PlayStation 2,Aug-28-2001,Treasure,Action Adventure | Fantasy,All Game Guide,50,The novelty of the idea soon gives way to awkward controlling and discombobulating camera angles resulting in an experience sometimes more frustrating than fun.
Off-Road Redneck Racing,PC,May-2-2001,Rage Software,Driving | Racing | Simulation | Rally / Offroad | Automobile,Armchair Empire,58,Redneck Racing (RR) is to Redneck Rampage what X-COM Enforcer is to X-COM. The flavor of RR is definitely taken from Rampage but you won’t be battling aliens.
Super Runabout: San Francisco Edition,Dreamcast,Oct-28-2000,Climax Entertainment,Driving | Mission-based,IGN,62,I can see the appeal that Super Runabout: SFE can have with younger players who dont know any better.
Walt Disney World Quest: Magical Racing Tour,Dreamcast,Jul-19-2000,Crystal Dynamics,Driving | Racing | Kart,CNET Gamecenter,60,You dont have to be a pre-teen or Chip n Dale groupie to enjoy Magical Racing Tour but it sure does help.
Afro Samurai,PlayStation 3,Jan-27-2009,Namco Bandai Games America | Namco Bandai Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,VideoGamer,60,Fans of the show are likely to get a kick out of the solid virtual representation of the key characters and locations and will probably enjoy the combat for a few hours. Problems will become more and more intolerable though especially towards the end of the game where bosses are bordering on unfair and platforming sections repeatedly make you want to quit the game there and then. Hardcore fans of the genre are even less likely to get anything from the game.
Brothers in Arms: D-Day,PSP,Dec-5-2006,Ubisoft Shanghai,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,PSM3 Magazine UK,59,Dodgy controls and poor AI ruin what should have been a belter. [Feb 2007 p.74]
Lovely Planet,Xbox One,Jan-8-2016,QUICKTEQUILA,Action | Shooter | First-Person | Arcade,IGN Spain,60,One of those games that lies to the eye offering a deep and complicated proposal that only fall flat on delivering a wider variety of challenges.
Mini Ninjas Adventures,Xbox 360,Jun-29-2012,Side Kick LTD,Action | General | General,Eurogamer Italy,60,Cute visuals funny gameplay and pretty good Kinect controls for a mini-games compilation unfortunately too short and repetitive to appeal a broader audience.
Powerstar Golf,Xbox One,Nov-22-2013,Zoe Mode,Arcade | Sports | Traditional | Individual | Golf | Arcade,Meristation,60,Play golf using the cloud and customize your characters with perks and accessories by gaining experience. One of the most interesting downloadable games for Xbox One launch window in terms of contents. Its good value for money.
WRC 2: FIA World Rally Championship 2011,Xbox 360,Oct-14-2011,MileStone Inc.,Driving | Racing | Rally / Offroad,Digital Spy,60,The lack of substance and new ideas on last years title feels like a let-down while the career mode just does not have enough flourish to keep peoples attention. Factor in the dismal graphics and the weak online game and WRC: FIA World Rally Championship 2 feels like its languishing at the lower end of the racing game leaderboards.
Dead Space 2: Severed,PlayStation 3,Mar-1-2011,Visceral Games,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,Gamereactor Sweden,60,Good atmosphere as expected but old levels and only a few hours of gameplay brings this down a bit.
Ferrari Challenge Trofeo Pirelli,Wii,Aug-26-2008,Eutechnyx,Driving | Racing | Simulation | Other | Other | GT / Street | Automobile,Gaming Age,50,The controls are challenging when using the motion set up and while the analog control is better its still not on par with a standard game pad set-up.
Just Cause 4,PlayStation 4,Dec-4-2018,Avalanche Studios,Action Adventure | Open-World,Push Square,60,Just Cause 4s traversal system can be wonderfully entertaining and the chaotic explosion-sim physics in play are frequently exhilarating but theyre manacled to a game that has absolutely no idea how best to use them. Whats the point in giving players an array of tools that lets them cause wanton destruction on a gargantuan scale and then designing a campaign full of drab copy-pasted missions that barely require you to use them? Its a bit like getting the coolest BMX on the market for Christmas but then your Mum tells you youre only allowed to ride it around the garden where she can keep an eye on you. Cheers Mum.
Tekken Hybrid,PlayStation 3,Nov-22-2011,Namco Bandai Games,Action | Fighting | Fighting | 3D | 3D,Gamer.nl,55,The original Tekken Tag Tournament is included and is the only part of this collection worth playing.
Brave: The Video Game,Xbox 360,Jun-19-2012,Disney Interactive Studios,Action Adventure | Fantasy | General | Fantasy | Linear,Gamereactor Sweden,60,Nice battles and nice pacing but the production values could have been higher.
Untold Legends: The Warrior's Code,PSP,Mar-28-2006,Sony Online Entertainment,Role-Playing | Action RPG | Action RPG,Eurogamer,60,An average entry-level action RPG. If youre a heavy user of wizards and orcs youll have probably played something very similar only last week.
Skully,Switch,Aug-4-2020,Finish Line Games,Action | Platformer | 3D,Nintendo Life,60,Skully isn’t an entirely lost cause. There’s an entertaining enough puzzle platformer hidden underneath its myriad visual flaws. It may be uglier than sin and you may be accompanied by an irritating voiceover throughout but you’ll still have some fun playing through it and the plot does resolve itself in a nice way by the end. Youll just need to be able to roll with a lot of annoyances to get there.
Resident Evil: Revelations 2,PlayStation Vita,Aug-18-2015,Frima Studio,Horror | Action Adventure | Survival,IGN Spain,60,Not the best port made for PS Vita nor the best survival horror that we remember. Technically flawed still manages to entertain for around 6 hours.
Farming Simulator 2013,PC,Oct-25-2012,Giants Software,Miscellaneous | General | Simulation | General | General | Virtual | Career,CD-Action,60,This is not a product for a typical gamer and has plenty of shortcomings but it does fit lazy afternoons pretty well. But on the other hand so does blowing into ocarina… [1/2013 p.74]
Warhammer: Mark of Chaos - Battle March,PC,Sep-2-2008,Black Hole Games,Strategy | Real-Time | Fantasy | General | Fantasy,GameSpy,60,A tragically missed opportunity. There are hints of an excellent Total War-style real-time tactics game married to the undeniable crazy charm of the Warhammer Fantasy universe.
Crayola Treasure Adventures,DS,Oct-1-2007,Crave,Miscellaneous | Puzzle | Puzzle | General | General,Thunderbolt,60,Its a good game but theres isnt much to it apart from colouring which is the whole point.
Delta Force: Xtreme,PC,Apr-22-2005,NovaLogic,Action | Shooter | Shooter | First-Person | Tactical | Modern | Modern,PC Gamer,58,This one will move a few units at Wal-Mart but no more. [July 2005 p.69]
Battleship,Xbox One,Aug-2-2016,Frima Studio,Miscellaneous | Board / Card Game,Attack of the Fanboy,60,Battleship is one of the original board games and has managed to stand the test of time over the years and now Frima Studio has managed to reinvigorate its core gameplay by adding more strategy than ever.
Depth,PC,Nov-3-2014,Digital Confectioners,Shooter | Modern | Modern | Action | Shooter | First-Person | Arcade,GameSpot,50,Depth is the closest Ive come to experiencing the kind of fear a game about killer sharks should generate since my younger days of playing Jaws on the NES. Future updates that clean up bugs and add new content could help it breach the surface and approach greatness. Until then however Depth floats listlessly in the ocean current.
Titan Quest,Switch,Jul-31-2018,THQ Nordic,Role-Playing | Action RPG,SpazioGames,60,This new version of Titan Quest shows so many failures and problems about graphic and technique maybe due to the low quality of the whole work done too fast and with less content than the previous editions alas.
James Bond 007: Blood Stone,PlayStation 3,Nov-2-2010,Bizarre Creations,Action | Driving | Shooter | Mission-based | Shooter | Third-Person | Modern | Modern | Arcade,Gameblog.fr,60,Blood Stone has been a weird experience for me. Its playability is dynamic but wonky its production values are really inconsistent its linearity fades a little when playing in difficult mode its solo durability isnt so great but its multiplayer remains nice (though not great) and the non-stop action would be charming if there wasnt that repetitiveness. Pros and cons to sum it up. Blood Stone will not be a future reference thats for sure but Bond fans may still enjoy it.
ZEN Pinball 2: Marvel's Avengers: Age of Ultron,PlayStation 4,Apr-22-2015,Zen Studios,Action | Pinball,Gaming Age,50,On the positive side I did like the idea of a two-ball multiball prelude to open the table up with where you help Iron Man construct the Ultron A.I. It’s also somewhat neat to see it built as an optional thing even though I’m not sure I fully understand why you would want to skip it. Also if you manage to get the four-ball multiball for the final event it’s so chaotic that you can’t help but smile at the mess even if getting to this point is more frustrating and boring than it’s worth.
Mystery Case Files: The Malgrave Incident,Wii,Jun-29-2011,Sanzaru Games,Miscellaneous | Puzzle | Hidden Object | Puzzle | General,Nintendo Power,60,Despite a few high points you can safely file this game under not bad but entirely skippable. [July 2011 p.88]
Zombie Panic in Wonderland,Wii,May-3-2010,Akaoni Studio,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,Cheat Code Central,60,I enjoyed the vibe of the game and the shooting can be fun in short spurts. The fun factor and the price however dont quite level out.
Daemonica,PC,Mar-31-2006,Cinemax | RA Images,Adventure | 3D | Fantasy | Third-Person | Fantasy,PC Gamer,59,Daemonica is not the kind of RPG that will appeal to most hardcore gamers. [July 2006 p.77]
Fallout 3: Mothership Zeta,Xbox 360,Aug-3-2009,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,Destructoid,60,Do yourself a favor and purchase any of the other four Fallout downloadable content packs before even contemplating getting this one.
Urban Trial Tricky,Switch,Jun-25-2020,Tate Multimedia,Sports | Individual | Biking,Starbit,60,Urban Trial Tricky is simple...simple and fun and its good at what it does. While the game doesnt harbour AAA ambitions this is without a doubt a very fun way to pass some time and to enjoy the kicks and adrenaline rushes given by performing stunts on a bike. The experience would be better if the levels felt a little less claustrophobic but as a quick fun experience Urban Trial Tricky is a welcome addition to the Nintendo Switch catalogue.
Dead or School,Switch,Mar-13-2020,Studio Nanafushi,Action Adventure | General,NintendoWorldReport,65,The gameplay and exploration of Dead or School are surprisingly addictive but enough small issues give me pause in fully recommending it. Grinding for levels constantly upgrading your equipment and completing sidequests for stat boosts are all practically required. Its very likely youll encounter multiple final bosses that you simply arent prepared for. Fortunately many enemies respawn and save points refill your health and ammo in addition to functioning as waypoints. Fanservice images pop up from time to time but they arent overly egregious and shouldnt dissuade you from a purchase. If you can look past its numerous imperfections Dead or School is a satisfying and compelling albeit janky action-platformer that may be worth getting a hall pass for.
Conarium,PlayStation 4,Feb-12-2019,Zoetrope Interactive,Adventure | 3D | First-Person,PlayStation LifeStyle,60,When looking back at my time with the game I don’t feel horror at its revelations. I feel disappointment in light of what it could have been concealing and simply wasn’t.
Blazing Angels: Squadrons of WWII,PC,Mar-28-2006,Ubisoft Romania,Simulation | Flight | WWII | WWII | Combat,WHAM! Gaming,55,The joystick obviously offers the best option for control but the preset controls for the game are quite odd and for me at least changing the layout was not possible.
Serious Sam: Next Encounter,PlayStation 2,Apr-22-2004,Climax Group,Action | Shooter | First-Person | Sci-Fi,Game Chronicles,58,If you’re sitting at home in your ripped jeans watching Army of Darkness on VHS and have a crumpled Jackson in your pocket this game is not only calling you it’s running at you screaming with a hissing bomb in its hands.
Naval Ops: Commander,PlayStation 2,Mar-9-2004,Micro Cabin,Simulation | Ship,Cheat Code Central,50,I feel the game is lacking in direction. It feels like a make-work project with too-similar objectives and the putting of parts together. As far as Im concerned this game is just a piece of ship.
Conflict: Desert Storm II - Back to Baghdad,PC,Oct-7-2003,Pivotal Games,Action | Shooter | Shooter | Third-Person | Tactical | Modern | Modern,Eurogamer,60,For those expecting massive advancements or a radical departure from the original this will come as a disappointment. A more honest realistic assessment would be to treat this as a mission pack and for those who do just want more of the same youll come away a satisfied customer.
Disciples II: Servants of the Dark,PC,Jun-30-2003,Strategy First,Strategy | Turn-Based | Fantasy | General | Fantasy,Computer Games Magazine,60,Scenario design in the new campaigns is overly reliant on puzzles. [Oct 2003 p.95]
Worms Blast,GameCube,Oct-24-2002,Team17,Miscellaneous | Puzzle | General,Game Revolution,58,Has the core of great puzzle game from the range of game modes to the interesting characters. Unfortunately the sluggish if workable controls put a damper on the overall feel.
Mega Man X6,PlayStation,Dec-4-2001,Capcom,Action | Platformer | 2D,Official U.S. Playstation Magazine,60,Actually worse than its recent predecessors. [Feb 2002 p.116]
ESPN NFL PrimeTime 2002,PlayStation 2,Dec-2-2001,Konami,Sports | Traditional | Football | Sim,GameSpot,55,The game does have a solid and innovative franchise mode but given the available choices for football sims on the console it is tough to recommend.
Tetris Worlds,Game Boy Advance,Sep-5-2001,3d6 Games,Miscellaneous | Puzzle | Stacking,Pocket Games,60,Great multiplayer support gives it a long lifespan though little ingenuity is here. [Winter 2001 p.52]
Razor Freestyle Scooter,PlayStation,Dec-11-2000,Shaba Games,Action | General,GameSpot,66,Seasoned fans of the freestyle sports genre will whip through Razor Freestyle Scooter in an afternoon no questions asked. It doesnt offer up any real variety in its challenges.
Gunman Chronicles,PC,Nov-19-2000,Rewolf Software,Action | General | General,Gaming Age,58,Gunman Chronicles isnt a terrible game I just suspect many of us have been there and done that.
Eat Them!,PlayStation 3,Dec-21-2010,FluffyLogic,Action | General | General,GameSpot,60,Laying waste to cities is fun but frustrating objectives and stiff difficulty prevent Eat Them from being a monstrously good time.
Trillion: God of Destruction,PlayStation Vita,Mar-29-2016,Compile Heart,Role-Playing | General | Japanese-Style,Everyeye.it,60,Leaving behind the renowned lands of Gamindustri Idea Factory and Compile Heart present a new IP. Trillion: God of Destruction is a confused mixture of interesting ideas a good starting point for a series but nothing more than this.
Izuna 2: The Unemployed Ninja Returns,DS,Jul-22-2008,Ninja Studio,Role-Playing | Console-style RPG | Console-style RPG | Roguelike,NintendoWorldReport,60,I’m not a fan of the presentation or the ridiculous grinding required for success.
007: Quantum of Solace,DS,Nov-4-2008,Vicarious Visions,Action | Action Adventure | General | Modern | Shooter | First-Person | Modern | Arcade,Nintendo Power,60,The games ideas are good but the execution doesnt cut it. [Jan 2009 p.90]
Fossil League: Dino Tournament Championship,DS,Jan-22-2007,MTO,Role-Playing | Console-style RPG | Console-style RPG,GamesRadar+,60,We really wish you could battle using multiple dinos at once but in the end the combination of paleontology and Pokemon won us over.
Eternal Poison,PlayStation 2,Nov-11-2008,Flight-Plan,Strategy | General,Playstation: The Official Magazine (US),70,Eternal Poison is built around three separate campaigns each with their own leading characters and unique encounters so theres plenty of built-in replay value. [Jan 2009 p.82]
Axis & Allies,PC,Nov-2-2004,TimeGate Studios,Strategy | Real-Time | Military | General | Military,Jolt Online Gaming UK,55,It’s not an awful game by any scale but it is tepid and flawed in its execution.
Journey of a Roach,PC,Nov-4-2013,Koboldgames,Miscellaneous | Puzzle | General | Puzzle | General,Hooked Gamers,54,There are plenty of other games out there with more interesting puzzles and a more mature storyline. If your kids have a particular penchant for pests though this might be a decent game to play with them.
MotoGP 08,PlayStation 3,Oct-28-2008,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,AceGamez,60,This is the first time that the MotoGP licence has been in the hands of Capcom as publishers and Milestone as developers. The result is a solid game that doesnt really improve on last years offering. By setting its sights on accessibility MotoGP 08 seems to lose its focus on who its for and ends up providing something for everyone but not everything for anyone.
Dig Dug: Digging Strike,DS,Oct-18-2005,Bullets,Action | Platformer | General | Platformer | 2D | 2D,Armchair Empire,60,Simply lacks any lasting appeal. While it may be tempting to say that long-time fans of the series may get a kick out of the game if they’re purists they’ll likely have a problem with the gameplay tweaks added for this installment.
Sniper Ghost Warrior Contracts,PlayStation 4,Nov-22-2019,CI Games,Action | Shooter | First-Person | Tactical,Playstation Official Magazine UK,60,While making a tricky headshot is always satisfying the environments enemies tasks and plot simply don’t grab your attention in the way they need to. It doesn’t help that the dull enemy dialogue where present has a tendency to loop if you linger nearby. AI is greatly improved from the last game but there are still line-of-sight issues. Ultimately the experience doesn’t have the tension of Sniper Elite nor the ingeniousness or replayability of Hitman. Sadly SGWC misses its mark. [Issue@#171 p.92]
Battle Princess Madelyn,Switch,Dec-20-2018,Causal Bit Games,Action | Platformer | 2D,Gameblog.fr,60,Battle Princess Madelyn tries to deliver a new twist to the old Ghostsn Goblins formula. Unfortunately its broken level design forbids Causal Games homage to reach the same heights as Arthurs adventure. With no clues on what to do or where to go even players looking for a tough challenge will only consider the arcade mode worthy of interest if they want to enjoy the games gorgeous graphics and art direction.
Poi: Explorer Edition,Switch,Oct-23-2017,PolyKid,Action | Platformer | 3D,Switch Player,60,Poi: Explorer Edition is a nice budget 3D platformer that is perfect for younger Nintendo Switch owners. The challenges in the game can become rather repetitive but if you are looking for a colourful platformer that is inoffensive and fun then you cant go too wrong with Poi!
Sword Art Online Re: Hollow Fragment,PlayStation 4,Jul-28-2015,Namco Bandai Games | Bandai Namco Games | Aquria,Role-Playing | General | Action RPG,TheSixthAxis,60,While Sword Art Online Re: Hollow Fragment is an enjoyable budget release that offers hours of anime adventuring it’s tainted by inexplicable performance issues that simply shouldn’t have made it to the PS4 edition of the game.
Fairy Fencer F,PlayStation 3,Sep-16-2014,Compile Heart,Role-Playing | General | Japanese-Style,3DJuegos,60,A so-so JRPG based upon the mechanics established on the Hyperdimension Neptunia saga.
A Virus Named TOM,PC,Aug-1-2012,Misfits Attic,Miscellaneous | Puzzle | Action | Puzzle | Action,PC PowerPlay,60,Like trying to solve a cryptic crossword whilst blind and being repeatedly stung by mosquitoes. [Oct 2012 p.82]
Shotest Shogi,Xbox 360,Sep-10-2008,AI Factory | Rubicon Development Ltd.,Miscellaneous | Board Games | Board Games | Board / Card Game,GameSpot,60,Shotest Shogi is a challenging experience that relies on you having at least a passing familiarity with the tabletop game that its based on.
007: Quantum of Solace,PlayStation 3,Nov-4-2008,Treyarch,Action | General | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Gamestyle,60,Quantum of Solace is by no means a poor first person experience its just rather bland and decidedly average.
Barnyard,Wii,Dec-4-2006,Blue Tongue Entertainment,Action | Adventure | General | General,GamesRadar+,60,Ultimately Barnyard is an easy mildly entertaining grab bag of minigames and missions. Kids will undoubtedly enjoy the game and their parents will find themselves sucked into numerous minigames as well.
Pac-Man World 3,Xbox,Nov-17-2005,Blitz Games,Action | Platformer | 3D,Jolt Online Gaming UK,55,A painfully routine affair then and a missed opportunity to boot.
Dynasty Warriors 9,PlayStation 4,Feb-13-2018,Omega Force,Action | Action Adventure | Beat-'Em-Up | Open-World | 3D,Attack of the Fanboy,60,Dynasty Warriors 9 felt more like an experiment than a single cohesive experience. At times it felt like Dynasty Warriors sometimes an open world RPG occasionally neither and sometimes both. But if Omega Force learns from this endeavor and buckles down for the next entry the result could be spectacular.
Super Motherload,PlayStation 4,Nov-15-2013,XGenStudios,General | Puzzle | Miscellaneous | Puzzle | Action,Metro GameCentral,60,The visuals may make even Knack look like a system seller but there’s a quiet pleasure to Super Motherload’s simple but addictive gameplay.
SingStar Dance,PlayStation 3,Nov-1-2010,SCEE London Studio,Action | Miscellaneous | Rhythm | Music Maker | Music Maker | Dancing,Da Gameboyz,60,For those that enjoy karaoke on the PS3 or enjoy SingStar games SingStar Dance is most likely a no-brainer so you might as well treat yourself. That being said it will cost you some coin to get a decent library of songs and the dancing elements in the game simply stink.
War the Game,PC,Jan-12-2015,GabberGames,Strategy | Real-Time | Military,DarkStation,60,If you want more story higher production quality and more layers of control that is fine but try looking elsewhere. If you are like me and not the greatest strategy player in the world but still want to feel the thrill of managing an army to victory then this game is for you.
MachiaVillain,PC,May-16-2018,Wild Factor,Action | General,GameSpace,65,It’s a fun and zany game with a quirky art style (feels similar to Don’t Starve) but it can be cumbersome. Also the randomization can hurt: I had to start several games over from minute 1 when there wasn’t enough free space to start building my haunted house. Also… the ability to have multiple stories would be nice. Haunted basements anyone? Attics?
Resident Evil: The Mercenaries 3D,3DS,Jun-28-2011,Capcom,Action | Action Adventure | Horror | Horror | Shooter | Survival | Third-Person | Tactical,PALGN,60,Quality gameplay squandered by clumsy design The Mercenaries 3D misses the opportunity to become the definitive The Mercenaries game instead settling for a passing distraction.
Cate West: The Vanishing Files,Wii,Mar-23-2009,Destineer,Adventure | General | General | Point-and-Click,Boomtown,60,The gameplay itself is pretty average for the genre and the graphics do make it a bit difficult to spot some of the objects you are looking for but its plus points more than compensate. The games storyline holds the average gameplay together well the overall presentation is pretty good and to top it all off is the games budget price.
Birthdays the Beginning,PlayStation 4,May-9-2017,Arc System Works,Strategy | Management | Business / Tycoon | Action Adventure | Sandbox,IGN Spain,60,Birthdays the Beginning may be fun but it also has a very plain gameplay. A game that may be fun for the usual management players but with a very modest visual look.
Gladiator: Sword of Vengeance,Xbox,Nov-5-2003,Acclaim Studios Manchester,Action | Beat-'Em-Up,Gaming Age,58,If the gameplay was a little more involved with less button bashing and greater emphasis on using combos for effectiveness it would provide a more fufilling experience.
EyePet & Friends,PlayStation 3,Nov-15-2011,SCEE London Studio,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,Worth Playing,60,EyePet & Friends could have been a cute game for kids who want to play with a virtual and exotic pet.
Prince of Persia: The Forgotten Sands,PSP,May-17-2010,Ubisoft Quebec,Action Adventure | Fantasy | General | Fantasy,IGN,60,Aside from the disappointing revelation toward the end of the game Prince of Persia is a solid experience on the PSP. It expertly treads the line between giving us a taste of what exists on the consoles and offering unique and challenging gameplay that is suited to the handheld. If not for the sloppy missteps I would say that the Forgotten Sands would be a worthy addition to anyones PSP library.
