title , platform , release_date , developer , genres , reviewer , metascore , review
Chronovolt,PlayStation Vita,Dec-31-2012,Playerthree,Puzzle | Action | General | General,SpazioGames,40,Chronovolt is definitely a really bad game not worth the amount of space occupied in your memory card.
Dead Island: Ryder White,Xbox 360,Feb-1-2012,Techland,Action Adventure | Horror | Horror | Survival,Official Xbox Magazine,50,Ultimately despite its few hours of gory entertainment Ryder Whites an underwhelming add-on that wed recommend only to fervent Dead Island fans.
The Mummy Returns,PlayStation 2,Oct-3-2001,Blitz Games,Action Adventure | Fantasy,GamerWeb Sony,45,Although it does have some neat elements such as being able to play as the bad guy and several spell elements it doesnt make up for the lack of texture quality as well as the shaky framerate and bad camera.
State of Emergency 2,PlayStation 2,Feb-14-2006,DC Studios,Action | Shooter | Third-Person | Modern,Stuff,45,The disc doesnt do anything that every other third-person action game on the market does better.
AeternoBlade II,Switch,Oct-11-2019,Corecell Technology,Action | Platformer | 2D,Nintendo Life,40,AeternoBlade II is a mess of overly-complex mechanics and ill-fitting systems that struggles at all times to keep up with itself. Its core combat is solid but its marred by input lag slow animations messy enemy placement and a struggling framerate. The time-based mechanics are far too numerous confusing and tedious while its long and winding storyline – delivered by some of the worst voice-acting we’ve ever heard – is almost totally nonsensical. Somewhere under all of the technical problems and confusion here there’s a solid game but there’s just far too much jank for players to be expected to wade through to get there and its impossible to recommend that you commit yourself to trying.
Fimbul,Switch,Feb-28-2019,Zaxis,Action Adventure | General,Nintenderos,45,Fimbul offers a boring and repetitive Nordic story accompanied by a graphic lag that directly affects the gameplay.
Golden Axe: Beast Rider,PlayStation 3,Oct-14-2008,Secret Level,Action | General | General,PTGamers,45,Lacking co-op and the rest of the cast Beast Rider seems more like a market study than the complete Golden Axe experience we could expect.
MotoGP 08,Wii,Mar-24-2009,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,Nintendo Power,40,The gimmick of tilting the Wii Remote like handlebars is as engaging as this game gets. [Apr 2009 p.87]
Hard Rock Casino,PSP,Apr-24-2007,Farsight Studios,Miscellaneous | Parlor | Gambling | Gambling,Gamers Europe,40,In summary I just cant recommend this because it has virtually no purpose and is horribly tedious - it says a lot that Sam Fox Strip Poker on the ZX Spectrum from 1986 actually had more of a point to playing it even if that point was just to see an awful monochrome drawing of a pair of oversized norks.
Bubsy: The Woolies Strike Back,PC,Oct-31-2017,Black Forest Games,Action | Platformer | 2D,TheSixthAxis,40,I do admire the effort but in a year where Sonic Mania outdid its franchise’s reputation and Mario stands tall Bubsy: The Woolies Strike Back is a mere afterthought. Its length is pathetically short and surprisingly for Bubsy at least the game is really easy. Not everything that could possibly go wrong did go wrong yet if this is the pinnacle of Bubsy games then the poor Bobcat should be laid to rest in peace.
Harry Potter and the Deathly Hallows Part 2,Xbox 360,Jul-12-2011,EA Bright Light,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,Game Chronicles,40,This is not a game worth buying for anything other than the amusing oddity of having a Harry Potter-themed cover shooter. Its a short game but it still doesnt have the variety in environments that a shooter needs to avoid becoming unacceptably repetitive.
Swashbucklers: Blue vs. Grey,PC,Nov-8-2007,Akella,Action Adventure | Historic | General | Historic,Worth Playing,40,A bargain basement title with more press than gameplay ... and where the only piracy practiced might be the time that it steals from your day.
Discs of Tron,Xbox 360,Feb-13-2008,Backbone Charlottetown,Action | General | General,Xbox World 360 Magazine UK,40,Thoroughly unambitious. [June 2008 p.96]
Splat Renegade Paintball,Xbox,Oct-11-2005,Cat Daddy Games,Sports | Alternative | Other,IGN,42,The single player portions of this game are not fun. The bot A.I. is erratic models occasionally disappear and reappear steps ahead and many of the games paintball guns are annoyingly inaccurate.
Big Mutha Truckers 2,PC,Aug-23-2005,Eutechnyx,Driving | Racing | Mission-based | Arcade | Mission-based | Automobile,GameSpy,40,Theres nothing outright horrific about Big Mutha Truckers 2; in extremely short bursts it can even be a bit of no-brainer fun. But theres too much thats underdeveloped and gruelingly tedious over the long haul.
Warriors Orochi 2,Xbox 360,Sep-23-2008,Omega Force,Action | Beat-'Em-Up | Beat-'Em-Up | 3D,GamingTrend,44,I tend to review KOEI titles higher than some other reviewers as I have no interest in panning a game that people have put some effort into; on the surface this is not one of those games.
Big Beach Sports,Wii,Jun-24-2008,HB Studios Multimedia,Sports | General | General,GameZone,40,This is a game that had potential but that potential was not fully realized. The game is not terrible especially in a multiplayer setting but it just fails to connect in a truly long-lasting entertaining way.
The Sacred Rings,PC,Mar-7-2007,Streko-Graphics Inc.,Adventure | 3D | First-Person | Fantasy,GameSpot,45,Extremely difficult puzzles and a vague plot sink this ambitious Myst clone.
Transformers: Rise of the Dark Spark,Xbox 360,Jun-24-2014,Edge of Reality,Action Adventure | Sci-Fi | General,Multiplayer.it,50,Transformers: Rise of the Dark Spark isnt nearly as good as the previous two episodes.
Tetris Worlds,PlayStation 2,Mar-20-2002,Blue Planet Software,Miscellaneous | Puzzle | Puzzle | Stacking,XenGamers,58,It’s like Tetris only with... No wait. It’s just Tetris.
NFL QB Club 2001,Dreamcast,Jul-30-2000,High Voltage Software,Sports | Traditional | Football | Sim,GameSpot,47,Only die-hard fans of Acclaims long-running series should bother with this title.
Q*bert: Rebooted,PlayStation 4,Feb-17-2015,LOOT Entertainment,Action | General | Arcade,Attack of the Fanboy,50,Q*Bert Rebooted is definitely one character that deserved to be rebooted into todays gaming world but while it does retain many of the classic Q*Bert elements spotty controls and inexcusably bad load times make the game extremely mediocre.
Risen 3: Titan Lords,Xbox 360,Aug-12-2014,Piranha Bytes,Role-Playing | General | Action RPG,God is a Geek,50,The potential is actually staggering but the reach exceeds their grasp and in the end they’re left with a game that frankly underachieves in almost all the ways that matter.
Army Men: Sarge's War,Xbox,Aug-2-2004,Tactical Development,Action | Shooter | Third-Person | Modern,VideoGamesLife,40,Yet another crap Army Men game only about as good as all of its many predecessors put together. Its quite ugly hard to control and really easy: its like your first girlfriend. Youll have fun with it for a couple of hours but after a day or so youll change your phone number and hope it doesnt go psycho.
Pac-Man World 3,DS,Dec-7-2005,Blitz Games | Human Soft,Action | Platformer | Platformer | 3D | 3D,N-Insanity,44,Generally a frustrating game that will leave you crying tears of boredom after youre finished.
Combat of Giants: Dinosaurs 3D,3DS,Mar-27-2011,Ubisoft,Action Adventure | Historic | General | Historic,Nintendo Life,40,Kids and kids-at-heart may get a thrill out of seeing dinosaurs kinda-sorta duke it out in 3D but the game itself fails to offer much beyond its really simple structure and fight mechanics both of which get old just a little too quick.
Husk,PC,Feb-3-2017,UndeadScout,Action Adventure | Survival,Wccftech,45,Husk is a psychological horror game with broken combat and stealth systems that consistently undoes any sense of tension it tries so hard to build.
Naughty Bear: Panic in Paradise,PlayStation 3,Oct-8-2012,Behaviour Interactive,Action | General | General,Impulsegamer,50,Naughty Bear: Panic in Paradise is a step back from the first game with repetitive gameplay a lack of humour and some dodgy presentation and performance issues.
Johnny Kung Fu,3DS,Jul-12-2012,UFO Interactive,Action | General | General,COGconnected,40,With a few more level types and a real change in difficulty other than needing better reflexes Johnny Kung Fu would have been entertaining for more than a weekend; as it stands now I would let Mr. Wang win this battle.
FunTown Mahjong,Xbox 360,Jan-28-2009,FunTown World Limited,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Board / Card Game | Matching,Official Xbox Magazine,45,Charging 10 bucks for such a stellar board game in such shoddy wrapping should be illegal. [Apr 2009 p.79]
Crash Time: Autobahn Pursuit,Xbox 360,Aug-5-2008,Synetic,Driving | Racing | Arcade | Arcade | Automobile,Eurogamer,40,Mediocre unimpressive and uninspired. The handling and physics are competent but the missions are dull and the presentation is shoddy. The most fun to be had is in laughing at the voiceovers.
Godzilla: Unleashed,Wii,Dec-5-2007,Pipeworks Software | Inc.,Action | Action Adventure | Sci-Fi | Fighting | General | 3D,Nintendojo,40,Godzilla Unleashed does too many things poorly to be recommended to anyone but the most diehard of Godzilla fans who will be attracted to some of the games attempted fan service like the impressive roster of monsters.
Beowulf: The Game,PC,Nov-13-2007,Ubisoft,Action Adventure | Fantasy | General | Fantasy,PC Gamer,49,Instead of spending $50 on Beowulf the game read the poem instead; this game isnt epic its just epically tedious. [Feb 2008 p.74]
NeverEnd (2006),PC,Oct-2-2006,Mayhem Studios,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,PC Gamer UK,40,A cheap and soulless victim of its own lofty ambition. [Oct 2006 p.91]
Jonny Moseley Mad Trix,PlayStation 2,Dec-26-2001,3DO,Sports | Alternative | Snowboarding,PSX Nation,30,No sensation of speed in a snowboarding videogame = no fun!
Street Trace: NYC,Xbox 360,Aug-22-2007,Gaia Industries,Simulation | Driving | Car Combat | Car Combat | Vehicle | Combat,Xbox World 360 Magazine UK,44,Its a shame as what initially looked promising all those months ago when we first saw it is in fact one of the worst games on Live Arcade. Avoid.
Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation 2,Mar-28-2006,Ubisoft Shanghai,Action | Shooter | First-Person | Tactical | Modern,PSW Magazine UK,40,The PS2 game was never going to compete with the Xbox 360s graphics and neither did anyone expect it to. What we didnt anticipate was a completely dumbed down version that doesnt seem to know whether its a straightforward first-person shooter or a tactical war game.
Harmonix Music VR,PlayStation 4,Oct-10-2016,Harmonix Music Systems,Action | Rhythm | Dancing,PlayStation LifeStyle,40,By itself it lacks any real compelling reason to buy it.
Cops 2170: The Power of Law,PC,Jan-27-2005,Mist Land,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,Game Chronicles,45,Due to bad camera bad AI bad combat and bad dialogue this game just isnt much fun to play.
C.O.R.E.,DS,Aug-11-2009,NoWay Studio,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Digital Chumps,48,The games visuals are on par with other DS FPS titles out there and 1-4 player wireless download play is a nice addition for any DS game. However this game really has nothing more to get excited about as the dark and unrefined level design dull A.I. and flawed weapons make the game difficult to enjoy.
Oddworld: Munch's Oddysee,Game Boy Advance,Sep-24-2003,Art,Action | Platformer | 2D,Game Informer,40,This tedious handheld port will do nothing to revive the franchises ailing reputation. [Nov 2003 p.178]
Dragonriders: Chronicles of Pern,PC,Aug-13-2001,Ubisoft,Role-Playing | Adventure | General | General,PC Gamer,44,A tiny bit of truly awful combat has been thrown in when it should have been thrown out and this may be the last third-person game in existence that doesn’t support the mouse in any way.
Iron Man,PSP,May-2-2008,Artificial Mind and Movement,Action | General | General,Cheat Code Central,44,The majority of missions have you destroying weapons and taking down terrorists. The bonus levels are just rehashes of things from single-player. Theres little to hold your attention for very long.
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,Nov-4-2003,Konami,Strategy | Real-Time | Fantasy,GamingTrend,45,Please don’t buy this game. Not for your kid not for you. It’s not worth it. Get them more cards or something. They won’t get anything out of this Yu-Gi-Oh game other than story.
Mike Tyson Boxing,Game Boy Advance,Mar-6-2002,Virtucraft,Sports | Traditional | Boxing,GamerWeb Nintendo,45,While this game could have been a contender it falls flat onto its face.
Mike Tyson Boxing,PlayStation,Oct-23-2000,Codemasters,Sports | Traditional | Boxing,Gaming Age,42,A second rate boxing title that just cant cut it with K.O. Kings.
TotemBall,Xbox 360,Oct-4-2006,Strange Flavour,Action | Miscellaneous | Rhythm | Music | Music,Deeko,40,This game is definitely not a good demonstration of what the camera is capable of and for people who didnt graduate from EyeToy University this game could be enough to put them off of motion-based gaming indefinately.
Hellboy: The Science of Evil,Xbox 360,Jun-24-2008,Krome Studios,Action | Action Adventure | Beat-'Em-Up | Beat-'Em-Up | Linear,X-ONE Magazine UK,40,It’s no surprise that a movie-licensed game has turned out rubbish again. There is no excuse for gameplay this dated. Avoid unless you’re feeling very nostalgic.
Vaccine,Switch,Jul-6-2017,Rainy Night Creations,Action Adventure | Survival,NintendoWorldReport,40,Vaccine isn’t a title I’d recommend even to the most fervent survival horror fans. There just isn’t enough variation to continue playing death after death. Stay away from this one.
Cortex Command,PC,Sep-28-2012,Data Realms,Action | Strategy | Real-Time | Platformer | Platformer | 2D | 2D | Command,Games.cz,50,After a decade of Cortex Command development weve lived to see its final version. That alone is a cause to rejoice. Unfortunately you will be merry until the very moment when you find out the game is still a semi-finished product with a hint of great gameplay.
NPPL Championship Paintball 2009,Xbox 360,Nov-25-2008,FUN Labs,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Gamers' Temple,45,In my younger years a kid who lived up the street lets call him Bad Pete had a bright idea involving some frozen Gobstopper candies and his paintball gun. The giant purple welts that followed were far FAR more painful than playing this game but not by much.
Iron Man,Wii,May-2-2008,Artificial Mind and Movement,Action | General | General,1UP,42,I hesitate to say that Iron Man is dumbed down for the Wii PlayStation 2 and PSP since hardware limitations likely necessitated such a distinct iteration but the resulting experience is a by-the-numbers affair unlikely to rouse most action fans.
Black Stone: Magic & Steel,Xbox,Mar-19-2003,Xpec,Role-Playing | Console-style RPG,TeamXbox,50,Playing this game alone borders on punishment so I stress the point that if you are a loser and do not have any friends; please steer clear of Blackstone and all its unholiness.
Ridge Racer,PlayStation Vita,Mar-13-2012,Namco Bandai Games | Cellius,Driving | Racing | Arcade | Arcade | Automobile,Play UK,48,Released for free this would have been an interesting experiment – if still backed up with a boring chugging racing game. As it stands its the latter point mixed in with a £20-shaped slap in the face. Absolutely pointless.
Battleship,PlayStation 3,May-15-2012,Double Helix Games,Action | Miscellaneous | Shooter | Board Games | Shooter | Board Games | First-Person | Sci-Fi | Tactical,Play UK,44,If you get it for nothing give it a half an hour. If you dont dont. [Issue#219 p.81]
SunAge,PC,Nov-30-2007,Vertex 4,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,YouGamers,45,Its no fun beating up on the little guy but whoever green-lighted the release of SunAge surely must have known that the release code was beta at best.
Submersed,PlayStation 4,Jul-17-2019,Main Loop,Action Adventure | Survival,PlayStation Country,40,Submersed ultimately makes some key decisions which will frustrate. Enemies are relentless and inventory management feels botched leading to you require prior knowledge to advance. Stealth is functional but more often than not youre tasked with running from foes that are simply quicker and deadlier than you. Theres a punishment on offer here that doesnt fit the crime and whilst the game tries to do well with a small budget it cant execute on much of it.
Mindjack,PlayStation 3,Jan-18-2011,FeelPlus,Action | Shooter | Shooter | Third-Person | First-Person | Sci-Fi | Sci-Fi | Sci-Fi | Modern | Arcade,Eurogamer Italy,40,Sometime a good idea can shape-up a good game. Thats not the case. Multiplayer in Mindjack couldve saved the day but all the other stuff will give you only an enormous headache.
Infinity Runner,Xbox One,Apr-22-2015,Wales Interactive Ltd.,Action | General,Pure Xbox,40,Ironically Infinity Runner is too short for what it is. The gameplay is as repetitive as youd expect but the storyline and non-standard features alleviate that somewhat to the point that it can be entertaining enough at times.
Tony Hawk Ride,PlayStation 3,Nov-17-2009,Robomodo,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,Playstation Official Magazine Australia,40,The career mode is insultingly linear short-lived and your progress through it is interspersed with cheesy live-action videos of people giving you mad props for kooking your way through. In addition when you take into account its sub-par visuals a physics system from four years ago and the ludicrous price of admission; RIDE is pure frustration made plastic. [Apr 2010 p.71]
Combat: Task Force 121,Xbox,Mar-27-2005,Direct Action Games,Action | Shooter | First-Person | Tactical | Modern,Cheat Code Central,40,In its defense the enemy AI is more intelligent than ones in your average shooter. If they were any more intelligent they would pick up and find a better game to play in. I advise you to do likewise.
Empire of Magic,PC,Apr-30-2003,Mayhem Studios,Strategy | Turn-Based | Fantasy | General | Fantasy,Adrenaline Vault,40,The unnecessarily tedious unit movement coupled with the debilitating difficulty level of many battles leaves this title stranded with too many moments of frustration for the average user.
Evolution Skateboarding,PlayStation 2,Oct-9-2002,Konami,Sports | Alternative | Skateboarding,GamerWeb Sony,45,The level design is uninspired the controls ... well dont and the games sense of speed is nonexistent.
Salt Lake 2002,PC,Jan-23-2002,Attention To Detail,Sports | Olympic Sports | Olympic Sports | Individual | Athletics,G4 TV,40,Suffers from a lack of replay value: Once you get the hang of its flawed controls it is possible to get a gold medal in each event within an hour or so of play leaving little reason to ever touch the game again.
Calvino Noir,PlayStation 4,Aug-25-2015,Calvino Noir Ltd.,Action Adventure | General,DarkStation,40,Calvino Noir struggles to overcome problems of its own making. The controls are clunky and make the game more difficult than it needs to be. It fails at communicating its own mechanics so much so that your first interaction with the enemy very likely ends in a very surprising death.
Tornado,DS,Oct-27-2008,Skonec,Action | General | General,GamingExcellence,40,I would not recommend Tornado at all. It’s a decent concept (one we’ve seen before) but is executed in an extremely frustrating manner.
Gothic 3: Forsaken Gods,PC,Nov-20-2008,Trine Games,Role-Playing | PC-style RPG | PC-style RPG | Western-Style,IGN,35,This title is outright disastrous. It was obviously released without thorough or perhaps any testing. The game is rife with design and performance problems and ultimately is unplayable.
MilitAnt,PlayStation 4,Jul-12-2016,Xibalba Studios,Action | Platformer | Shooter | 2D | Shoot-'Em-Up | Vertical,We Got This Covered,40,The Bugs Life meets Contra premise of MilitAnt is promising but unfortunately the experience is marred by questionable design decisions and an unreliable targeting system.
Pirates vs Ninjas Dodgeball,Xbox 360,Sep-3-2008,Blazing Lizard,Sports | Alternative | Individual | Other | Other,Talk Xbox,42,For the little enjoyment being offered and problems that are present a 800 Microsoft point purchase just cannot be justified. There are too many negatives and scarce positives to be found.
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Jun-24-2003,Natsume,Action | Beat-'Em-Up,Game Informer,43,In a game you need a control scheme that makes sense and works. Buffys doesnt. At all... Try as I might theres nothing that I can compliment or even remotely endorse in this game. [Sept 2003 p.126]
Metal Dungeon,Xbox,Dec-15-2002,Panther Software,Role-Playing | Action RPG,eToychest,40,Any kind of story or action present in the game is quickly drowned by the boring repetition that drags this title down like a quagmire.
Jurassic Park III: The DNA Factor,Game Boy Advance,Jul-16-2001,Konami Computer Entertainment Hawaii,Action | Platformer | 2D,All Game Guide,40,Not only is the control awkward and difficult to master levels are poorly designed and seemingly impossible to complete.
Bombshell (2016),PC,Jan-29-2016,Interceptor Entertainment,Role-Playing | Action RPG,Games Master UK,43,A mildly rubbish shooter. [March 2016 p.80]
Enemy Front,PlayStation 3,Jun-10-2014,CI Games,Shooter | Historic | Action | Shooter | First-Person | Tactical | Historic,PSX-Sense.nl,40,A brave but ultimately failed attempt to reintroduce gamers to the Second World War. Awful AI disastrous level design weak textures... name a problem and this game will probably have it in abundance. Skip this.
Terminator Salvation,PlayStation 3,May-19-2009,GRIN,Action | General | General,InsideGamer.nl,43,Ive never played such a boring game as Terminator Salvation: The Videogame. The game is repetitive and the storytelling very shallow. Its a big plus that finishing the game will only take you about three to four hours. Even the very reasonable cover system cant let you enjoy this simple and boring movie game.
Turning Point: Fall of Liberty,Xbox 360,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,Planet Xbox 360,41,Sadly you will battle nearly as many bugs as Nazis through the course of Turning Point. For all the game gets wrong which marks about ninety-eight percent of the game they deserve credit for at least writing a solid heroic ending to the game. The trick is plodding through four to five hours of bad to get to the thirty-seconds of goodness.
Star Trek The Video Game,PC,Apr-23-2013,Digital Extremes,Action Adventure | Sci-Fi | Sci-Fi | General,Gameblog.fr,40,Rooted in good intentions but poorly executed.
Danger Girl,PlayStation,Sep-6-2000,n-Space,Action | Shooter | Third-Person | Modern,Hot Games,40,Casual gamers should pass Danger Girl like a bad bowl of chili.
