title , platform , release_date , developer , genres , reviewer , metascore , review
Harry Potter and the Sorcerer's Stone,PC,Nov-15-2001,KnowWonder,Action Adventure | Fantasy | General | Fantasy,GameSpot,55,Underwhelms with an extremely brief story overly simplistic platform jumping sequences and repetitive gameplay...Suitable only for children.
Stretch Panic,PlayStation 2,Aug-28-2001,Treasure,Action Adventure | Fantasy,PSX Nation,30,Control is atrocious characters extremely odd and unappealing IMHO (your mileage may vary on this one) rewards for your trouble very minimal graphics/sounds very underwhelming.
Off-Road Redneck Racing,PC,May-2-2001,Rage Software,Driving | Racing | Simulation | Rally / Offroad | Automobile,Yahoo!,40,Its saving grace might have been the potential it had to provide a more jovial spirit in the Redneck Rampage theme but this is never really accomplished.
Super Runabout: San Francisco Edition,Dreamcast,Oct-28-2000,Climax Entertainment,Driving | Mission-based,Da Gameboyz,48,None of these elements can make up for the sloppy control that destroys any attempt at fun.
Walt Disney World Quest: Magical Racing Tour,Dreamcast,Jul-19-2000,Crystal Dynamics,Driving | Racing | Kart,Sega X,34,Its one thing to have poor track design but its another thing to leave out Mickey and Donald rip-off of others and allow the game to suffer from slow-down.
Afro Samurai,PlayStation 3,Jan-27-2009,Namco Bandai Games America | Namco Bandai Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,GameSpy,40,Afro Samurai is a mess of a game. Its such a shame to see such a beautifully rendered and stylish world ground into the dust by such staggering gameplay foibles and technical glitches.
Brothers in Arms: D-Day,PSP,Dec-5-2006,Ubisoft Shanghai,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,Pocket Gamer UK,50,D-Days strategic undertones are welcome but overall the game is too drawn out and generally lacking in tension to truly captivate other than in short sporadic bursts.
Lovely Planet,Xbox One,Jan-8-2016,QUICKTEQUILA,Action | Shooter | First-Person | Arcade,TrueAchievements,50,If youre in search of a game to play pass the controller with in a group of shooter-loving friends Lovely Planet may be worth checking out but is otherwise easily worth a pass.
Mini Ninjas Adventures,Xbox 360,Jun-29-2012,Side Kick LTD,Action | General | General,X-ONE Magazine UK,50,Gets very repetitive. [Issue#88 p.83]
Powerstar Golf,Xbox One,Nov-22-2013,Zoe Mode,Arcade | Sports | Traditional | Individual | Golf | Arcade,Games Master UK,40,Not new-gen material. [Jan 2014 p.63]
WRC 2: FIA World Rally Championship 2011,Xbox 360,Oct-14-2011,MileStone Inc.,Driving | Racing | Rally / Offroad,Xbox World 360 Magazine UK,52,Distinctly underwhelming. [Christmas 2011 p.106]
Dead Space 2: Severed,PlayStation 3,Mar-1-2011,Visceral Games,Action | Shooter | Shooter | Third-Person | Sci-Fi | Sci-Fi | Arcade,GamerNode,40,Severed places an ungainly weight on the shoulders of dismemberment combat for this extension of Dead Space: Extractions fiction creating a dichotomy as uncomfortable as traipsing backwards through already tired levels.
Ferrari Challenge Trofeo Pirelli,Wii,Aug-26-2008,Eutechnyx,Driving | Racing | Simulation | Other | Other | GT / Street | Automobile,HellBored,49,Frustrating boring and ordinary ... three words that should not be associated with Ferrari.
Just Cause 4,PlayStation 4,Dec-4-2018,Avalanche Studios,Action Adventure | Open-World,Slant Magazine,40,It doesnt matter how cool an individual set piece looks if all the smaller scenes leading up to it are marred by unresponsive vehicles dumb AI and shoddy physics.
Tekken Hybrid,PlayStation 3,Nov-22-2011,Namco Bandai Games,Action | Fighting | Fighting | 3D | 3D,GameShark,25,I honestly dont know why anyone would buy Tekken Hybrid. If you love Tekken Tag Tournament theres no reason to drop $40 on this head scratcher when theres a likely superior current sequel in the cards that will offer the online play and other mod cons that this remaster doesnt. The prologue should have been a free download.
Brave: The Video Game,Xbox 360,Jun-19-2012,Disney Interactive Studios,Action Adventure | Fantasy | General | Fantasy | Linear,Digital Spy,40,Though not without its charms the mediocre gameplay and unambitious level design makes Brave feel more like a downloadable release than a fully-fledged retail title.
Untold Legends: The Warrior's Code,PSP,Mar-28-2006,Sony Online Entertainment,Role-Playing | Action RPG | Action RPG,PSW Magazine UK,30,The online mode featuring co-op play and deathmatches for up to three other players almost salvages the game but the sheer tedium of the rest of it sinks it.
Skully,Switch,Aug-4-2020,Finish Line Games,Action | Platformer | 3D,Gamer Escape,30,I always feel a little bad being hard on a game. I know some people put a lot of work into this and they may even be proud of it but the simple truth of the matter is I did not have fun. I didn’t even feel the satisfaction of overcoming a challenge. Whenever I thought I’d find something I enjoyed the NPCs would snipe insults at each other and make me feel awkward about being around them.
Resident Evil: Revelations 2,PlayStation Vita,Aug-18-2015,Frima Studio,Horror | Action Adventure | Survival,IGN Italia,50,A good game ruined by a flawed conversion. If possible it’s better to buy it for another platform.
Farming Simulator 2013,PC,Oct-25-2012,Giants Software,Miscellaneous | General | Simulation | General | General | Virtual | Career,PC PowerPlay,50,This gets three bonus points for being less snooty than Agricultural Simulator 2012 which clearly has some kind of underdog issue. [Dec 2012 p.84]
Warhammer: Mark of Chaos - Battle March,PC,Sep-2-2008,Black Hole Games,Strategy | Real-Time | Fantasy | General | Fantasy,Game Informer,50,While the controls arent as big a deal on the PC the spotty AI poor pacing and lack of depth doom both versions. [Nov 2008 p.118]
Crayola Treasure Adventures,DS,Oct-1-2007,Crave,Miscellaneous | Puzzle | Puzzle | General | General,DarkZero,40,There is fun to be had here for children who are particularly fond of colouring and puzzles but if they’re that keen you can get the real thing for a tiny fraction of the cost of this (as well as being able to look at your work later) and so there’s little reason to buy Crayola Treasure Adventures.
Delta Force: Xtreme,PC,Apr-22-2005,NovaLogic,Action | Shooter | Shooter | First-Person | Tactical | Modern | Modern,PC Format,42,Pointless in the xtreme unless youre interested in war game archaeoogy. [July 2005 p.97]
Battleship,Xbox One,Aug-2-2016,Frima Studio,Miscellaneous | Board / Card Game,Stevivor,40,The entire point of Battleship is that you are face to face with your opponent and cannot see their ship layout. Relying on good sportsmanship not to peek is an unnecessary complication. In all honesty I think this game makes more sense on a portable device or mobile phone both for convenience and the basic logic of the game itself. Even at around $20 AUD it doesn’t seem worth the expense for a new mode alone.
Depth,PC,Nov-3-2014,Digital Confectioners,Shooter | Modern | Modern | Action | Shooter | First-Person | Arcade,SpazioGames,50,Depth is certainly a game with an interesting idea but developed in a rather rough manner leaving more than a doubt not only on the production value but also on the idea of the asymmetric gameplay which is apparently riding the wave of enthusiasm born with Evolve.
Titan Quest,Switch,Jul-31-2018,THQ Nordic,Role-Playing | Action RPG,Trusted Reviews,40,Ultimately this is a 12-year-old game and no amount of spit and polish can overcome the dated mechanics and repetitive combat that lies at its core.
James Bond 007: Blood Stone,PlayStation 3,Nov-2-2010,Bizarre Creations,Action | Driving | Shooter | Mission-based | Shooter | Third-Person | Modern | Modern | Arcade,RealGamer,40,Blood Stone is definitely not one of 007s best missions.
ZEN Pinball 2: Marvel's Avengers: Age of Ultron,PlayStation 4,Apr-22-2015,Zen Studios,Action | Pinball,GamingTrend,45,Zen Pinball 2’s Age of Ultron table doesn’t offer enough fan service to appease any level of Avengers fan and there aren’t enough interesting mechanics to excite a virtual pinball fan.
Mystery Case Files: The Malgrave Incident,Wii,Jun-29-2011,Sanzaru Games,Miscellaneous | Puzzle | Hidden Object | Puzzle | General,Gamekult,40,Quotation forthcoming.
Zombie Panic in Wonderland,Wii,May-3-2010,Akaoni Studio,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,The A.V. Club,25,Couple the weaksauce tools with the pushover undead and you have a game that is decidedly not a panic.
Daemonica,PC,Mar-31-2006,Cinemax | RA Images,Adventure | 3D | Fantasy | Third-Person | Fantasy,PC Gamer UK,41,An average idea made even worse by the poor execution. [Aug 2006 p.81]
Fallout 3: Mothership Zeta,Xbox 360,Aug-3-2009,Bethesda Softworks,Role-Playing | First-Person | First-Person | Western-Style,GameCritics,35,If Mothership Zeta had been half as long and available at half the price it might have been worthwhile simply for giving players a quick peek behind the origins of the main games enigmatic alien wreckage. As it stands this dog-leg jaunt into outer space ends up a giant could-have-been without any real reason to recommend it save completion for completions sake.
Urban Trial Tricky,Switch,Jun-25-2020,Tate Multimedia,Sports | Individual | Biking,Jeuxvideo.com,35,Quotation forthcoming.
Dead or School,Switch,Mar-13-2020,Studio Nanafushi,Action Adventure | General,Switch Player,30,Dead or School often intrigues in appearance but never quite capitalises on the unique blend of the mundane. Technical issues bog down the core experience and the lack of restriction or respect for the rest of the content sours what could have been a thoroughly enjoyable romp through the underground.
Conarium,PlayStation 4,Feb-12-2019,Zoetrope Interactive,Adventure | 3D | First-Person,4Players.de,60,The foundation sounds promising but storytelling as well as puzzle mechanics lack suspense challenge and dynamics.
Blazing Angels: Squadrons of WWII,PC,Mar-28-2006,Ubisoft Romania,Simulation | Flight | WWII | WWII | Combat,Computer Games Magazine,40,Toss in s shoddy padlock system that provides dramatic views of your plane but tends to throw off your aim completely and you end up with an arcade game thats more difficult to play than a full-blown simulation. [July 2006 p.63]
Serious Sam: Next Encounter,PlayStation 2,Apr-22-2004,Climax Group,Action | Shooter | First-Person | Sci-Fi,Thunderbolt,30,The game is a real mess with shoddy graphics a badly constructed and executed plot repetitive and flawed gameplay bland multiplayer elements and a serious lack of atmosphere.
Naval Ops: Commander,PlayStation 2,Mar-9-2004,Micro Cabin,Simulation | Ship,G4 TV,40,If youve played Warship Gunner youll probably have seen it all before from a more interesting on-deck perspective.
Conflict: Desert Storm II - Back to Baghdad,PC,Oct-7-2003,Pivotal Games,Action | Shooter | Shooter | Third-Person | Tactical | Modern | Modern,Computer Games Magazine,30,One of those half-baked ports of a console game that someone figured might squeeze a few bucks out of PC owners. [Feb 2004 p.77]
Disciples II: Servants of the Dark,PC,Jun-30-2003,Strategy First,Strategy | Turn-Based | Fantasy | General | Fantasy,GameSpy,50,Theres just not enough new content to justify this expansion.
Worms Blast,GameCube,Oct-24-2002,Team17,Miscellaneous | Puzzle | General,Nintendophiles,50,One boring and frustrating game... The controls and sheer monotony simply ruin the game.
Mega Man X6,PlayStation,Dec-4-2001,Capcom,Action | Platformer | 2D,XenGamers,16,The once fresh and inviting Megaman franchise has grown putrid.
ESPN NFL PrimeTime 2002,PlayStation 2,Dec-2-2001,Konami,Sports | Traditional | Football | Sim,PSX Nation,50,ESPN NFL Primetime 2002 just barely is ready for Primetime.
Tetris Worlds,Game Boy Advance,Sep-5-2001,3d6 Games,Miscellaneous | Puzzle | Stacking,GameSpot,21,Tetris Worlds does what countless iterations of the game havent managed to do in the past--it actually breaks Tetris.
Razor Freestyle Scooter,PlayStation,Dec-11-2000,Shaba Games,Action | General,Game Revolution,42,As bad as this game is young scooter fans will eat it up. After all its got a monopoly on the scooter game market and is really simple to understand.
Gunman Chronicles,PC,Nov-19-2000,Rewolf Software,Action | General | General,Computer Games Magazine,40,It contains many individual elements that are quite good but those elements dont pull together into a cohesive—or enjoyable—whole.
Eat Them!,PlayStation 3,Dec-21-2010,FluffyLogic,Action | General | General,Machinima,45,Theres no emotional investment little challenge and nothing that shakes off happier memories of War of the Monsters.
Trillion: God of Destruction,PlayStation Vita,Mar-29-2016,Compile Heart,Role-Playing | General | Japanese-Style,Destructoid,30,Trillion: God of Destruction isnt a game its a job; and not a very good one. This isnt something that should be played at home but instead in a cubical on a desk surrounded by unsigned TPS reports while Becky from accounting reminds you to sign Bills birthday card before he goes home for the day. And while the company you work for may be interesting the work you do is so mind-numbingly banal you cant help but wonder if your skills could be put to better use somewhere else.
Izuna 2: The Unemployed Ninja Returns,DS,Jul-22-2008,Ninja Studio,Role-Playing | Console-style RPG | Console-style RPG | Roguelike,GameCritics,50,Being average isnt a bullet-point for the back of a box and if someones going to play a potentially punishing definitely repetitive roguelike I cant imagine that theyd want to put that kind of serious effort out for something thats just average at best.
007: Quantum of Solace,DS,Nov-4-2008,Vicarious Visions,Action | Action Adventure | General | Modern | Shooter | First-Person | Modern | Arcade,Modojo,40,Do yourself a favor and go see the flick instead. Its cheaper and will give you bigger bang for your buck than this misfire.
Fossil League: Dino Tournament Championship,DS,Jan-22-2007,MTO,Role-Playing | Console-style RPG | Console-style RPG,Eurogamer,40,Perfectly competent in execution yet lacking that spark that makes us visibly excited to cough up yet more money for almost exactly the same Pokémon game as the last forty-four when Diamond and Pearl land over here.
Eternal Poison,PlayStation 2,Nov-11-2008,Flight-Plan,Strategy | General,IGN,35,Even the potential gothic charm of Thage is lost in a sea of confusing menus uninspired combat awkward interfaces and plain ol poor choices.
Axis & Allies,PC,Nov-2-2004,TimeGate Studios,Strategy | Real-Time | Military | General | Military,PC Gamer,35,A disaster. [Feb 2005 p.60]
Journey of a Roach,PC,Nov-4-2013,Koboldgames,Miscellaneous | Puzzle | General | Puzzle | General,Hardcore Gamer,40,Journey of a Roach is a bog-standard adventure game built around a single kind of nifty idea.
MotoGP 08,PlayStation 3,Oct-28-2008,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,IGN,50,Die-hard fans of the real-life motorcycle racing championships will no doubt be interested in this game just for the personalities prototype bikes and tracks. They’re all here but that’s where the fun ends. Overall this is a functional but unexciting trip to the races.
Dig Dug: Digging Strike,DS,Oct-18-2005,Bullets,Action | Platformer | General | Platformer | 2D | 2D,The Sydney Morning Herald,50,Its a shame the innovative DS touch screen is hardly used here - play only requires use of the directional pad and buttons. The cat-and-mouse action is still as addictive as ever but the new changes are not that innovative.
Sniper Ghost Warrior Contracts,PlayStation 4,Nov-22-2019,CI Games,Action | Shooter | First-Person | Tactical,Game Rant,30,The end result is disappointing and frustrating.
Battle Princess Madelyn,Switch,Dec-20-2018,Causal Bit Games,Action | Platformer | 2D,Cubed3,50,The arcade mode trims most of the fat but it lacks the challenge and polish that defined the arcade era.
Poi: Explorer Edition,Switch,Oct-23-2017,PolyKid,Action | Platformer | 3D,Cubed3,40,Devoid of both style and substance Poi is perhaps the least interesting 3D platformer currently available for the Nintendo Switch. Not only is it mechanically shallow with a relatively skill ceiling and floor the level design rarely if ever gets creative enough to mask how lacklustre the platforming can be. To make matters worse this is just charmless all around thanks to an incredibly safe aesthetic that renders a potentially fascinating world completely unmemorable. This neither reinvents platforming nor serves as a suitable love letter to the genre ensuring it is best left forgotten.
Sword Art Online Re: Hollow Fragment,PlayStation 4,Jul-28-2015,Namco Bandai Games | Bandai Namco Games | Aquria,Role-Playing | General | Action RPG,RPGamer,30,At the end of the day Re: Hollow Fragment is lazy in every sense of the word and just isnt worth the dollars that Bandai Namco is asking for.
Fairy Fencer F,PlayStation 3,Sep-16-2014,Compile Heart,Role-Playing | General | Japanese-Style,Game Revolution,40,There just isn’t anything of note really in Fairy Fencer F. It looks outdated feels meh at best and Seriously really? at worst.
A Virus Named TOM,PC,Aug-1-2012,Misfits Attic,Miscellaneous | Puzzle | Action | Puzzle | Action,PC Gamer UK,55,The extra frills dont add thrills to the tried Pipemania template. [Oct 2012 p.90]
Shotest Shogi,Xbox 360,Sep-10-2008,AI Factory | Rubicon Development Ltd.,Miscellaneous | Board Games | Board Games | Board / Card Game,IGN,60,Shogi is the kind of game that you can get hooked on. If you enjoy chess playing and learning this variant will be right up your alley. However the 800 Microsoft point ($10 US) price tag will have you wishing more effort would have been put into the presentation and game options.
007: Quantum of Solace,PlayStation 3,Nov-4-2008,Treyarch,Action | General | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Video Game Talk,30,Its a dreary repetitive affair that never makes you feel excited to be in the shoes of James Bond.
Barnyard,Wii,Dec-4-2006,Blue Tongue Entertainment,Action | Adventure | General | General,Gaming Age,42,Unfortunately due to the boring missions and the slow moving character and pace I would pass on Barnyard.
Pac-Man World 3,Xbox,Nov-17-2005,Blitz Games,Action | Platformer | 3D,Official Xbox Magazine,40,Mind-numbingly repetitive. [Jan 2006 p.75]
Dynasty Warriors 9,PlayStation 4,Feb-13-2018,Omega Force,Action | Action Adventure | Beat-'Em-Up | Open-World | 3D,Metro GameCentral,40,Dynasty Warriors finally gets the overhaul it’s long been waiting for… and while it addresses a few old problems it creates just as many new ones.
Super Motherload,PlayStation 4,Nov-15-2013,XGenStudios,General | Puzzle | Miscellaneous | Puzzle | Action,4Players.de,47,Playing this digging puzzler made me almost fall asleep. But as soon as you get a few players to help you you’ll uncover some fun buried under all that rubble.
SingStar Dance,PlayStation 3,Nov-1-2010,SCEE London Studio,Action | Miscellaneous | Rhythm | Music Maker | Music Maker | Dancing,PSM3 Magazine UK,48,Why didnt they make it better? [Christmas 2010 p.89]
War the Game,PC,Jan-12-2015,GabberGames,Strategy | Real-Time | Military,Games.cz,40,Its low price tag is not enough to overshadow the fact that War the Game delivers minimum content. Although it is natural to raise objections to its strategical aspect a small number of scenarios and no multiplayer game are the things that are fatally snapping its neck.
MachiaVillain,PC,May-16-2018,Wild Factor,Action | General,Games Master UK,45,A well-presented game but exploring shows its more dilapidated cabin than ominous mansion. [July 2018 p.65]
Resident Evil: The Mercenaries 3D,3DS,Jun-28-2011,Capcom,Action | Action Adventure | Horror | Horror | Shooter | Survival | Third-Person | Tactical,1UP,25,Its hard to shake the feeling that Mercenaries 3D is the slimy result of a Capcom executive meeting titled What can we get away with this time?
Cate West: The Vanishing Files,Wii,Mar-23-2009,Destineer,Adventure | General | General | Point-and-Click,Nintendo Gamer,59,An acquired taste and definitely not for impatient gamers. [Nov 2009 p.69]
Birthdays the Beginning,PlayStation 4,May-9-2017,Arc System Works,Strategy | Management | Business / Tycoon | Action Adventure | Sandbox,GameCritics,45,While I absolutely love the concept of Birthdays: The Beginning the execution leaves much to be desired. It’s too passive and too finicky and doesn’t do enough with the core concept of life appearing and evolving over time. There’s not much here for seasoned players or curious kids and as someone who’s been playing games for a while I can say that this formula was done far far better on the SNES back in 1993 with EVO: Search For Eden. Look it up!
Gladiator: Sword of Vengeance,Xbox,Nov-5-2003,Acclaim Studios Manchester,Action | Beat-'Em-Up,GamePro,40,It has some slick production values and Acclaim goes all out on dreamy visuals gorgeously detailed architecture a Vikingly heroic score and juicy sound effects but skimps on any kind of depth and rewarding gameplay.
EyePet & Friends,PlayStation 3,Nov-15-2011,SCEE London Studio,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,Official PlayStation Magazine Benelux,55,Like in the previous Eyepet-games you never really get the feeling that you are actually petting the animals. Yes the animal reacts to the Move but the interaction is very limited. Its fun to toy around with the technology for a while but after that it gets boring. [December 2011 p.89]
Prince of Persia: The Forgotten Sands,PSP,May-17-2010,Ubisoft Quebec,Action Adventure | Fantasy | General | Fantasy,Gamekult,40,A mediocre game well forget quite easily.
The Escapists: The Walking Dead,Xbox One,Sep-30-2015,Team17,Action | General,Official Xbox Magazine UK,40,There are brief hints at what might have been but otherwise this is a walking dud. [Dec 2015 p.81]
Exit 2,Xbox 360,Feb-25-2009,Taito Corporation,Miscellaneous | Puzzle | Action | Puzzle | Action,Thunderbolt,40,A disappointing outing from Mr Esc and his associates as we’ll be expecting something very different for the next installment.
M.A.C.H. Modified Air Combat Heroes,PSP,Feb-20-2007,VU Games,Action | Racing | General | General | Arcade | Other,Jolt Online Gaming UK,49,M.A.C.H is a sad waste of potential that feels like no one actually cared to deliver anything innovative or even competent.
Help Wanted: 50 Wacky Jobs,Wii,May-12-2009,Hudson Soft,Simulation | General | General,Nintendo Power,45,Times are tough but this is one job offer you should pass up. [June 2009 p.90]
Gauntlet,Xbox 360,Nov-22-2005,Digital Eclipse,Action | General | General | Arcade,WHAM! Gaming,30,The worst part is you can basically hit a button to get more and more health as opposed to adding quarters in the arcades back in the day.
Syphon Filter: The Omega Strain,PlayStation 2,May-4-2004,Sony Bend,Action | Shooter | Third-Person | Tactical | Modern,Gaming Age,16,Syphon Filter: The Omega Strain easily ranks among the worst titles I have ever played on the PlayStation 2 an astounding feat considering that the game came from Sony themselves.
Lords of the Realm III,PC,Mar-17-2004,Impressions Games,Strategy | Real-Time | Historic | General,Computer and Video Games,19,God knows what happened to LOTR3 but the usually dependable Impressions Games has lost the plot on this one. Even if youre a long-standing fan of the series - no especially if you are one - avoid this like a bearded Black Death-infected Saxon whore.
Tao Feng: Fist of the Lotus,Xbox,Mar-18-2003,Studio Gigante,Action | Fighting | 3D,GameSpy,38,It takes a few stabs at innovating but alas its turned out to be worse than mediocre: its lousy.
Strike Fighters: Project 1,PC,Oct-27-2002,Third Wire,Simulation | Flight | Old Jet | Combat,Computer Gaming World,40,Numerous bugs and missing features indicate Strike Fighters was pushed out the door a few months before its time. Again. [Mar 2003 p.105]
