title , platform , release_date , developer , genres , reviewer , metascore , review
Zoo Tycoon DS,DS,Oct-11-2005,Altron,Strategy | Tycoon | Management | Tycoon | Business / Tycoon,G4 TV,40,The tiny blocky graphics do little to immerse you into the park and the unwieldy controls make relatively simple actions needlessly difficult.
Watchmen: The End Is Nigh Part 2,PC,Jul-29-2009,Deadline Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,LEVEL (Czech Republic),30,Second-rate action game is boring for comic devotees and too easy for fighting game fans. Voice cast from the original movie actors can not change anything of this. [Oct 2009]
Teenage Mutant Ninja Turtles: Mutants in Manhattan,PlayStation 4,May-24-2016,PlatinumGames,Action | Beat-'Em-Up | 3D,Hardcore Gamer,40,The end result is a cluttered mess that constantly tries to keep you active with something anything at random in order to distract you from the poor design.
Dinotopia: The Sunstone Odyssey,Xbox,Aug-5-2003,Vicious Cycle,Action Adventure | Fantasy,Deeko,40,The gameplay is lackluster the musical track is enough to make you fall asleep and the voice acting is so bad that you can’t help but weep.
Superman: The Man of Steel,Xbox,Nov-19-2002,Circus Freak,Action | Beat-'Em-Up,Electronic Gaming Monthly,35,Its not as mind-blowingly awful as the old N64 Superman stinker but it is outclassed by nearly every other comic-book game out there. [Feb 2003 p.154]
ESPN National Hockey Night,PlayStation 2,Mar-25-2001,Kush Games,Sports | Traditional | Ice Hockey | Sim,GameSpot,38,National Hockey Nights graphics are solid but its no-frills gameplay modes and abysmal control leech the fun from the game leaving a superficial shell behind.
Watchmen: The End Is Nigh Part 2,Xbox 360,Aug-26-2009,Deadline Games,Action | Beat-'Em-Up | Beat-'Em-Up | 2D,1UP,42,As a stand-alone download its a short rendition of the Watchmen brawler experience that features more low points than high points -- but with an admittedly awesome moment of Rorschach punching a fat pervert.
Hummer Badlands,Xbox,Apr-14-2006,Eutechnyx,Driving | Racing | Rally / Offroad,Worth Playing,40,If you like racing games play Forza Burnout or Gran Turismo. If you are someone who likes Hummer vehicles go and play Mercenaries to see how it should handle.
TMNT: Mutant Melee,GameCube,Mar-16-2005,Konami Computer Entertainment Hawaii,Action | Fighting | 3D,Play Magazine,35,Its hard to find the fun in Mutant Melee whether playing alone or with friends. [May 2005 p.54]
Last Rebellion,PlayStation 3,Feb-23-2010,Hit Maker,Role-Playing | Action RPG | Console-style RPG | Console-style RPG | Japanese-Style,RPGamer,30,Although the combat system is unique the progressively easy difficulty atrocious story and subpar visuals make Last Rebellion difficult to recommend. Its also incredibly short requiring less than fifteen hours to complete the game.
Chronovolt,PlayStation Vita,Dec-31-2012,Playerthree,Puzzle | Action | General | General,Push Square,30,Chronovolt is a glitchy and unsatisfying title thats hard to recommend. While you may glean some enjoyment from its opening moments the novelty swiftly wears thin. This title is best rolled out of sight and into obscurity.
Dead Island: Ryder White,Xbox 360,Feb-1-2012,Techland,Action Adventure | Horror | Horror | Survival,GameShark,33,However Mr. Whites wild ride isnt the only thing included in this package – there are also a few new schematics for making new weapons. These can be accessed in the regular game as well as the DLC. This is a cool feature if youre new to Dead Island or are on a new playthrough but theres not really enough there to warrant paying for the DLC. Dead Island is still a game that deserves to be played if you missed it last year – but Ryder White can be safely skipped.
The Mummy Returns,PlayStation 2,Oct-3-2001,Blitz Games,Action Adventure | Fantasy,Yahoo!,40,Talking of light there are several periods playing as Rick that youll be inching forward down rocky tunnels with virtually no illumination to help you and the 3D map that you can cut to when youre feeling lost is worse than useless.
State of Emergency 2,PlayStation 2,Feb-14-2006,DC Studios,Action | Shooter | Third-Person | Modern,Computer Games Magazine,30,Flaws like this keep State of Emergency 2 from being anything more than a straightforward third-person shooting gallery. [Jun 2006 p.92]
AeternoBlade II,Switch,Oct-11-2019,Corecell Technology,Action | Platformer | 2D,TheSixthAxis,40,With unenjoyable and clunky combat that is made much worse during the 3D segments a laughably archetypal fantasy story and dated character models it’s hard to actually believe that AeternoBlade II released this year for modern consoles. AeternoBlade II simply falls short of all of its ambitions whatever they might have been.
Fimbul,Switch,Feb-28-2019,Zaxis,Action Adventure | General,Nintendo Insider,40,The end result is that Fimbul is a soulless experience that never amounts to much more than something that will forever represent the developer’s unrealized vision. Throwing the unpredictable bugs glitches and wayward problems that are present on Nintendo Switch into consideration it’s hard to not come to the conclusion that you’d be better off simply leaving it to someone else to prevent Ragnarök from happening.
Golden Axe: Beast Rider,PlayStation 3,Oct-14-2008,Secret Level,Action | General | General,Playstation Official Magazine Australia,40,A game destined for the chopping block. [Summer 2009 p.78]
MotoGP 08,Wii,Mar-24-2009,Milestone S.r.l,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,Vandal,38,MotoGP is one of the most popular titles in the driving panorama however this Wii version hasnt been as lucky as the ones in PlayStation 3 and Xbox 360. This is a lackluster product which could have hit the billboards.
Hard Rock Casino,PSP,Apr-24-2007,Farsight Studios,Miscellaneous | Parlor | Gambling | Gambling,Pocket Gamer UK,40,Quantity over quality this suite of gambling games fails to capture the thrill of throwing all your money away on the single spin of a wheel.
Bubsy: The Woolies Strike Back,PC,Oct-31-2017,Black Forest Games,Action | Platformer | 2D,Destructoid,30,It doesnt feel like much love went into this project in almost every aspect. Its probably the best game in the Bubsy franchise (not saying much) but also lacks some of the few things that really gave Bubsy any definition at all. It just feels like a random platformer with Bubsy plastered all over it because hey remember him? Oh also its thirty dollars. In a year that has brought us a bevvy of amazing platformers some even revitalizing long-dormant series Bubsy is easily left behind.
Harry Potter and the Deathly Hallows Part 2,Xbox 360,Jul-12-2011,EA Bright Light,Action | Shooter | Shooter | Third-Person | Fantasy | Fantasy | Arcade,GamePro,40,Theres no exclusive content just a new way to struggle with already poor combat.
Swashbucklers: Blue vs. Grey,PC,Nov-8-2007,Akella,Action Adventure | Historic | General | Historic,GameSpot,40,An inferior copy of a classic Swashbucklers isnt worth your time.
Discs of Tron,Xbox 360,Feb-13-2008,Backbone Charlottetown,Action | General | General,Totally360,40,A minor distraction perhaps but classic is reserved for titles that carry fond memories and are still as satisfying to play as they ever were and Discs of Tron just doesn’t fit that description at all.
Splat Renegade Paintball,Xbox,Oct-11-2005,Cat Daddy Games,Sports | Alternative | Other,Worth Playing,40,Not only is this game absolutely atrocious but you generally dont want to give a machine a reason to hate you.
Big Mutha Truckers 2,PC,Aug-23-2005,Eutechnyx,Driving | Racing | Mission-based | Arcade | Mission-based | Automobile,Play Magazine,20,Foist this game on a hated enemy; its surprising a bomb this big doesnt come ticking. [Oct 2005 p.70]
Warriors Orochi 2,Xbox 360,Sep-23-2008,Omega Force,Action | Beat-'Em-Up | Beat-'Em-Up | 3D,Play.tm,35,Personally I get a similar amount of pleasure from cleaning the oven or mowing the lawn both of which I can do for free and both of which provide some tangible benefit when Im done rather than just making my thumbs hurt.
Big Beach Sports,Wii,Jun-24-2008,HB Studios Multimedia,Sports | General | General,Official Nintendo Magazine UK,36,What a stinker. [Aug 2008 p.101]
The Sacred Rings,PC,Mar-7-2007,Streko-Graphics Inc.,Adventure | 3D | First-Person | Fantasy,Jolt Online Gaming UK,35,The limited gameplay with an atmosphere that is completely spoiled by some deviously frustrating design and lazy pathing leads to an experience that for most will be flat and lifeless.
Transformers: Rise of the Dark Spark,Xbox 360,Jun-24-2014,Edge of Reality,Action Adventure | Sci-Fi | General,COGconnected,30,There is no question Transformers: Rise of the Dark Spark plays and feels like your typical movie tie-in game. Everything about it screams ‘rushed out the door’ to satisfy the needs of all those poor suckers who wasted money watching the big screen stinker.
Tetris Worlds,PlayStation 2,Mar-20-2002,Blue Planet Software,Miscellaneous | Puzzle | Puzzle | Stacking,IGN,38,If youre looking for a rewarding block-dropping experience however save yourself the thirty-five bucks and pick up a portable version. Chances are itll be cheaper more fun and less inclined to promote suicidal megalomania.
NFL QB Club 2001,Dreamcast,Jul-30-2000,High Voltage Software,Sports | Traditional | Football | Sim,GamerWeb Sega,44,Its a damned shame but theres just about no good reason to bring this game into your life.
Q*bert: Rebooted,PlayStation 4,Feb-17-2015,LOOT Entertainment,Action | General | Arcade,Gaming Nexus,35,Not being able to reliably move in diagonal directions makes certain levels near impossible. Q*Bert deserves better.
Risen 3: Titan Lords,Xbox 360,Aug-12-2014,Piranha Bytes,Role-Playing | General | Action RPG,Games Master UK,30,The characters filling out the world are frankly insultingly stupid and voiced so badly it wouldnt have even been funny in the 90s.[Nov 2014 p.79]
Army Men: Sarge's War,Xbox,Aug-2-2004,Tactical Development,Action | Shooter | Third-Person | Modern,TeamXbox,40,The gameplay is horribly repetitive and dull the controls are twitchy the visuals are bland and the audio is laughable.
Pac-Man World 3,DS,Dec-7-2005,Blitz Games | Human Soft,Action | Platformer | Platformer | 3D | 3D,Nintendo Power,30,Suffers from one of the worst cameras in recent memory killer slowdown and bland levels rife with invisible barriers. [Feb 2006 p.97]
Combat of Giants: Dinosaurs 3D,3DS,Mar-27-2011,Ubisoft,Action Adventure | Historic | General | Historic,Official Nintendo Magazine UK,33,Tyranna-bore-us Rex. Triceraplops.Velocicraptor. You get the picture.
Husk,PC,Feb-3-2017,UndeadScout,Action Adventure | Survival,Areajugones,30,HUSK is full of technical issues and bugs that affect the progress of the story. Great setting but very poor execution. Unplayable.
Naughty Bear: Panic in Paradise,PlayStation 3,Oct-8-2012,Behaviour Interactive,Action | General | General,IGN,23,Its only arguably redeeming quality is the way it caters to the same kind of morbid fascination that drives kids to rip the wings off of butterflies or have catered Justin Bieber parties. And if theres any justice in this industry at all that one strength will not be enough to save this dreck from the bowels of the bargain bin.
Johnny Kung Fu,3DS,Jul-12-2012,UFO Interactive,Action | General | General,SpazioGames,40,If a product wants to bring our memories back to when videogames were just lines and beeps it must offer something to still keep us entertained in 2012. Johnny Kung Fu just doesnt have what it takes. There are a way better options for that price in the e-shop. Dont waste your time with this.
FunTown Mahjong,Xbox 360,Jan-28-2009,FunTown World Limited,Miscellaneous | Puzzle | Puzzle | Puzzle | Matching | Board / Card Game | Matching,GameFocus,38,Mahjong has been strangely missing from the XBLA. Unfortunately FunTown Mahjong is simply not good enough to fill that niche. Its sloppy presentation is its ultimate downfall from the terrible tutorial to the awful audio-visual.
Crash Time: Autobahn Pursuit,Xbox 360,Aug-5-2008,Synetic,Driving | Racing | Arcade | Arcade | Automobile,Xbox World 360 Magazine UK,36,Frustrating cheap and lacking any real depth. A modern Chase HQ this isnt. [Aug 2008 p.80]
Godzilla: Unleashed,Wii,Dec-5-2007,Pipeworks Software | Inc.,Action | Action Adventure | Sci-Fi | Fighting | General | 3D,1UP,40,Unleashed isnt completely without merit -- it just falls far below any reasonable standard for fighting wrestling or monster games.
Beowulf: The Game,PC,Nov-13-2007,Ubisoft,Action Adventure | Fantasy | General | Fantasy,IGN,40,Ubisoft Shanghai and Tiwak did a magnificent job of butchering the reimagining of a classic tale and providing plenty of disposable derivative gameplay to go along with it.
NeverEnd (2006),PC,Oct-2-2006,Mayhem Studios,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,GameSpot,33,Unless youre looking for some laughs or a trip down memory lane stay far far away from this one.
Jonny Moseley Mad Trix,PlayStation 2,Dec-26-2001,3DO,Sports | Alternative | Snowboarding,Official U.S. Playstation Magazine,30,Your magnetic skis do more than just hug the rails when you’re grinding along – they magically suck you toward rails if you’re in the vicinity. It’s ridiculous. [Mar 2002 p.108]
Street Trace: NYC,Xbox 360,Aug-22-2007,Gaia Industries,Simulation | Driving | Car Combat | Car Combat | Vehicle | Combat,Eurogamer,40,There is a place for more substantial 3D games like this on the platform but Street Trace: NYC provides nothing to recommend itself over the slew of more tightly focussed and expressed rivals on the platform.
Tom Clancy's Ghost Recon Advanced Warfighter,PlayStation 2,Mar-28-2006,Ubisoft Shanghai,Action | Shooter | First-Person | Tactical | Modern,IGN,37,Tom Clancys Ghost Recon Advanced Warfighter is a very bad game on the PlayStation 2. Its terrible from a technical standpoint and nothing else about its design really brings it out of the gutter.
Harmonix Music VR,PlayStation 4,Oct-10-2016,Harmonix Music Systems,Action | Rhythm | Dancing,PlayStation Universe,35,There’s little value and almost no substance in Harmonix Music VR. Its drab modes and environments fail to add anything interesting to the music listening experience.
Cops 2170: The Power of Law,PC,Jan-27-2005,Mist Land,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,My Gamer,34,There’s no tutorial to ease you into the game the manual is overly cryptic there’s no adjustable difficulty level and combat seems almost intentionally tedious.
C.O.R.E.,DS,Aug-11-2009,NoWay Studio,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,GameSpot,35,This archaic first-person shooter is lousy to its core.
Oddworld: Munch's Oddysee,Game Boy Advance,Sep-24-2003,Art,Action | Platformer | 2D,IGN,40,The developers should have just stuck with the tried-and-true 2D Prince of Persia-style of the previous Oddworld games for this conversion. Munchs Oddysee is full of little quirks that add up to a very un-fun GBA game that cant even fall back on technical merits.
Dragonriders: Chronicles of Pern,PC,Aug-13-2001,Ubisoft,Role-Playing | Adventure | General | General,GameSpy,33,A bad adventure game based on far better books. Go read them.
Iron Man,PSP,May-2-2008,Artificial Mind and Movement,Action | General | General,1UP,33,A by-the-numbers affair unlikely to rouse most action fans. Maybe you wont toss your controller in a fit of rage (unlike the frustrating PS3/360 games) but with gameplay and presentation this uninteresting do you even need pick it up to begin with?
Yu-Gi-Oh! The Falsebound Kingdom,GameCube,Nov-4-2003,Konami,Strategy | Real-Time | Fantasy,Cheat Code Central,40,The Falsebound Kingdom is almost a prophetic title as this inferior product is forced upon the multitude of loyal supporters that are blind to the deception and exploitation employed by the Yu-Gi-Oh Empire.
Mike Tyson Boxing,Game Boy Advance,Mar-6-2002,Virtucraft,Sports | Traditional | Boxing,GameZone,38,Gruesome and indescribably disappointing.
Mike Tyson Boxing,PlayStation,Oct-23-2000,Codemasters,Sports | Traditional | Boxing,Maxim Online,40,There’s no ear biting in Tyson’s animated repertoire (damn!) but there’re plenty of other ways to rearrange your opponent’s face—even though you won’t recognize any of them.
TotemBall,Xbox 360,Oct-4-2006,Strange Flavour,Action | Miscellaneous | Rhythm | Music | Music,Official Xbox Magazine,30,If youre not gnashing your teeth trying to make Totem Ball work then youre gritting them in pain because your arms are killing you. [Holiday 2006 p.80]
Hellboy: The Science of Evil,Xbox 360,Jun-24-2008,Krome Studios,Action | Action Adventure | Beat-'Em-Up | Beat-'Em-Up | Linear,Electronic Gaming Monthly,39,That its online component is limited to a linear and moderately laggy co-op mode - and therefore feels even more ponderous than the single-player game - does little to spirit this comic book tie-in from gaming purgatory. [July 2008 p.80]
Vaccine,Switch,Jul-6-2017,Rainy Night Creations,Action Adventure | Survival,Cubed3,20,The idea of implementing roguelike elements and endless game design in old-school survival horror has potential but Vaccine fails to capitalise on it. Aspects where the developers could have improved on were perks that could allow a 180-degree turn a map system or even a combo system where it can be possible to earn back extra time like Resident Evils The Mercenaries mode. With much more variety in level design and more enemies Vaccine could have been an interesting guilty pleasure. In its current state this seems more like pre-alpha build with many of the features not yet implemented.
Cortex Command,PC,Sep-28-2012,Data Realms,Action | Strategy | Real-Time | Platformer | Platformer | 2D | 2D | Command,PC Gamer,40,Occasionally entertaining but plagued by AI bugs and hamstrung by a clunky user interface. Less than the sum of its parts.
NPPL Championship Paintball 2009,Xbox 360,Nov-25-2008,FUN Labs,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Official Xbox Magazine,40,Essentially the only thing that kept us playing the campaign mode was to escape the horrible rap metal in the menu screens. [Mar 2009 p.83]
Iron Man,Wii,May-2-2008,Artificial Mind and Movement,Action | General | General,n-Revolution Magazine UK,40,If Iron Man Wii looked better and played smoother it would at least be bearable. But it doesnt and it isnt. [Issue#23 p.62]
Black Stone: Magic & Steel,Xbox,Mar-19-2003,Xpec,Role-Playing | Console-style RPG,Xbox Nation Magazine,30,Seems to have sprung up from the sharp minds of bored high school students who probably spent too much time playing Gauntlet. [Winter 2002 p.109]
Ridge Racer,PlayStation Vita,Mar-13-2012,Namco Bandai Games | Cellius,Driving | Racing | Arcade | Arcade | Automobile,SpazioGames,40,Few tracks few cars little fun. Ridge Racer is an ugly demo sold at thirty euro with the amazing idea of expanding the game content through DLC.
Battleship,PlayStation 3,May-15-2012,Double Helix Games,Action | Miscellaneous | Shooter | Board Games | Shooter | Board Games | First-Person | Sci-Fi | Tactical,Playstation Official Magazine UK,40,Theres an element of novelty in the first few minutes of play but it doesnt last long. It isnt even the sketchy gameplay that sinks this Battleship – its the abhorrently commercial objective apparent in every second of rushed gameplay. Theres no artistic vision here and the original idea at its core hasnt been given the time and love needed to build a coherent or enjoyable game.
SunAge,PC,Nov-30-2007,Vertex 4,Strategy | Real-Time | Sci-Fi | Sci-Fi | General,PC Gamer UK,38,Well and truly eclipsed by the passage of RTS history. [Feb 2008 p.79]
Submersed,PlayStation 4,Jul-17-2019,Main Loop,Action Adventure | Survival,TheSixthAxis,30,Submersed takes an interesting and original premise and does virtually nothing good with it. There are elements and ideas of a good game in the bare bones of this but it is all so poorly executed and dull that it is difficult to recommend. The fact that it is a mid-price game on PS4 only compounds this amateur feel as there are hundreds of similar games available on Steam for a couple of quid. In the end this is far more snores than Jaws and lacks any real bite.
Mindjack,PlayStation 3,Jan-18-2011,FeelPlus,Action | Shooter | Shooter | Third-Person | First-Person | Sci-Fi | Sci-Fi | Sci-Fi | Modern | Arcade,SpazioGames,35,A complete waste of good ideas. Theres really no reason why you should bother buying this mess.
Infinity Runner,Xbox One,Apr-22-2015,Wales Interactive Ltd.,Action | General,Official Xbox Magazine UK,40,Any Temple Run player will be familiar with the basic premise and Infinity Runner does little to shake things up – instead delivering trial-and-error gameplay dodgy production values and repeated.
Tony Hawk Ride,PlayStation 3,Nov-17-2009,Robomodo,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,RealGamer,40,But sadly Ride simply lacks the same quality providing and unimaginative playing experience that never seems to get out of the blocks and you may feel you’ve being taken for a ride with this game especially considering its price!
Combat: Task Force 121,Xbox,Mar-27-2005,Direct Action Games,Action | Shooter | First-Person | Tactical | Modern,XGP Gaming,32,From the lackluster graphics to the terrible enemy AI the crappy single-player and the generic online play this game doesnt offer anything you havent seen before.
Empire of Magic,PC,Apr-30-2003,Mayhem Studios,Strategy | Turn-Based | Fantasy | General | Fantasy,GameSpy,33,Its poorly designed poorly executed and downright frustrating to play.
Evolution Skateboarding,PlayStation 2,Oct-9-2002,Konami,Sports | Alternative | Skateboarding,G4 TV,40,Compared to the numerous improvements and mini-games in the incredibly playable Tony Hawks Pro Skater 4 Evolution Skateboarding feels as if it were already on the brink of extinction.
Salt Lake 2002,PC,Jan-23-2002,Attention To Detail,Sports | Olympic Sports | Olympic Sports | Individual | Athletics,PC Gamer,35,After just a half-hour SLC 2002 will be straight in the trash. Its a mathematical certainty. [May 2002 p.77]
Calvino Noir,PlayStation 4,Aug-25-2015,Calvino Noir Ltd.,Action Adventure | General,We Got This Covered,30,An excellent noir aesthetic doesnt save Calvino Noir from its utterly incompetent and buggy gameplay making for an infuriating stealth title.
Tornado,DS,Oct-27-2008,Skonec,Action | General | General,DarkZero,30,Tornado is a title that started with a solid base of fun gameplay mechanics and interesting level design and then buried it under a mound of inexplicably terrible design faults that seem like they were created to generate annoyance.
Gothic 3: Forsaken Gods,PC,Nov-20-2008,Trine Games,Role-Playing | PC-style RPG | PC-style RPG | Western-Style,Play (Poland),30,Forsaken gods? Rather forsaken legacy and a blatant ripoff. After two years of development we receive a game with a plethora of bugs jerky graphics and frequent crashes to the desktop a game that strips this franchise of the pitiful remains of its former glory. [Jan 2009]
MilitAnt,PlayStation 4,Jul-12-2016,Xibalba Studios,Action | Platformer | Shooter | 2D | Shoot-'Em-Up | Vertical,GamingTrend,30,There is very little fun to be had in MilitAnt. After spending most of my time breezing through half of the game’s bosses all but submitting to the other half (with a pair of very green exceptions) and rushing past nearly every basic enemy I get the impression that this ubiquitous imbalance in difficulty is more likely a vast oversight than a design choice.
Pirates vs Ninjas Dodgeball,Xbox 360,Sep-3-2008,Blazing Lizard,Sports | Alternative | Individual | Other | Other,Destructoid,35,Ultimately Pirates Vs. Ninja Dodgeball is a waste of time.
Buffy the Vampire Slayer: Wrath of the Darkhul King,Game Boy Advance,Jun-24-2003,Natsume,Action | Beat-'Em-Up,Cheat Code Central,40,Un-challenging un-fun easy to beat and way too short. It’s such a boring game that the only saving grace is that it’s mercifully short.
Metal Dungeon,Xbox,Dec-15-2002,Panther Software,Role-Playing | Action RPG,Cheat Code Central,40,This game is more of an action adventure without the combat. Its also a little shy on action and adventure.
Jurassic Park III: The DNA Factor,Game Boy Advance,Jul-16-2001,Konami Computer Entertainment Hawaii,Action | Platformer | 2D,GameSpot,36,A smidgen of intellect surrounded by garbage does not make for a good game.
Bombshell (2016),PC,Jan-29-2016,Interceptor Entertainment,Role-Playing | Action RPG,We Got This Covered,30,Bombshell could have been a fine six-hour shooter but the unfulfilling fetch quests uninspired firearms and meddling glitches stretch the story until – like the game’s suicidal aliens – you too beg for death.
Enemy Front,PlayStation 3,Jun-10-2014,CI Games,Shooter | Historic | Action | Shooter | First-Person | Tactical | Historic,IGN Italia,40,A disappointing return to WWII with sub-par artificial intelligence limited multiplayer support and several annoying bugs.
Terminator Salvation,PlayStation 3,May-19-2009,GRIN,Action | General | General,Gaming Age,33,As a movie game goes it could have been pretty decent if there was a larger variety of enemies and of course the game was about 4 times the length. As is we have another movie licensed game that fails to deliver the goods.
Turning Point: Fall of Liberty,Xbox 360,Feb-26-2008,Spark Unlimited,Action | Shooter | Shooter | First-Person | Historic | Historic | Arcade,Eurogamer,30,If Churchill had died we might all be speaking German but at least we wouldnt have to put up with nonsense like this.
Star Trek The Video Game,PC,Apr-23-2013,Digital Extremes,Action Adventure | Sci-Fi | Sci-Fi | General,GameSpot,35,Its numerous bugs and linear missions make it frustrating to play and the story never grabs you like a good sci-fi adventure should. Even the most devoted of Star Trek fans will be hard pressed to find something to like in Star Trek The Video Game: there are simply too many glaring problems.
