title , platform , release_date , developer , genres , reviewer , metascore , review
Magicka: Wizard Wars,PC,May-27-2014,Paradox North,Action Adventure | Fantasy | General,Hooked Gamers,80,Magicka: Wizard Wars definitely struggles a bit with its steep learning curve and some serious bugs that need to be addressed but the quick energetic games are largely worth the struggles.
Ninja Gaiden 3: Razor's Edge,Wii U,Nov-18-2012,Team Ninja,Action | Action Adventure | Platformer | General | Platformer | 3D | 3D,Cubed3,80,Fans of frantic action and beat em up style fighting will be overawed by how intense Ninja Gaiden 3: Razors Edge is.
Star Wars Episode I: Racer,Switch,Jun-23-2020,LucasArts,Racing | Arcade | Futuristic,Nintendo Insider,80,With games like Jedi: Fallen Order and The Old Republic it’s hard to say that Star Wars: Episode I Racer is one of the best Star Wars games out there but I’d be hard-pressed to find another licensed racer I enjoyed as much as this one.
The Bunker,PlayStation 4,Sep-20-2016,Splendy Games,Adventure | Point-and-Click,GameCritics,80,Although I hate to be so vague about The Bunker giving away too much would be doing a great disservice to anyone reading this review. Instead I’ll simply say that it’s one of the most enjoyable FMV games I’ve ever played and that I’d recommend prospective players block out two hours and go through it all in a single sitting. My compliments to Splendy Games and I’m now officially on record as being quite prepared to drop a few dollars on whatever they turn out next.
The Grim Adventures of Billy & Mandy,GameCube,Sep-25-2006,Midway,Action | Beat-'Em-Up,Cheat Code Central,78,The gameplay is simple but filled with a variety of elements guaranteed to lengthen those short attention spans.
Tony Hawk's American Wasteland,PC,Feb-1-2006,Neversoft Entertainment,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,Play.tm,78,If the PC is your gaming platform of choice and youve been itching for a bit of skateboarding action then American Wasteland isnt a bad choice at all (until the next inevitable Tony Hawks game of course).
Monsters vs. Aliens,Wii,Mar-24-2009,Beenox,Action Adventure | Sci-Fi | Sci-Fi | General,PGNx Media,83,Overall Monsters vs. Aliens is a solid videogame adaptation from the movie. The combination of standard action-platforming more traditional puzzle-based platforming and on-rails races that you’ll experience with the different characters provides just enough variety and challenge for the game’s target market. If your child is a fan of the movie you’ll want to pick up the game.
Gyrostarr,Wii,Jun-23-2008,High Voltage Software,Action | Shooter | Shooter | Static | Static | Shoot-'Em-Up | Top-Down,Zentendo,90,This is the kind of game that makes Wiiware a worthwhile feature and shows that good hardcore games can be made for the system in any size.
NBA 10 The Inside,PSP,Oct-6-2009,SCEA San Diego Studios,Sports | Traditional | Team | Basketball | Sim | Sim,Worth Playing,85,Overall NBA 10 The Inside provides a thorough basketball experience with a nice franchise mode and via the exhibition option customizable tournaments and the like. However if youre playing most of this seasons basketball on a home console you like I will probably be more entranced by the mini-games.
Star Fox Zero,Wii U,Apr-22-2016,PlatinumGames,Action | Third-Person | Shooter | Modern | Rail | Simulation | Space | Combat,Cheat Code Central,96,A great Wii U game. While the control scheme is unconventional its fitting for a game that goes out of its way to surprise you with additional modes trophy rewards hidden locations and a spin-off with gameplay never before attempted within the series. Which in a way makes sense.
Duke Nukem 3D: Megaton Edition,PlayStation Vita,Jan-6-2015,Abstraction Games,Action | First-Person | Sci-Fi | Shooter | Miscellaneous | Compilation,SpazioGames,80,Duke Nukem 3D - Megaton Edition takes us back twenty years ago to savor one of the best first person shooter ever. Fun and exaggerated the game has aged well and though on PS Vita controls are not the best you must laugh and have fun with the Duke at least once in your life.
BloodRayne: Betrayal,PlayStation 3,Sep-6-2011,WayForward,Action | Action Adventure | General | Fantasy | Platformer | Shooter | Fantasy | 2D | Third-Person | Fantasy,Worth Playing,90,BloodRayne: Betrayal is one of the most enjoyable platformers Ive played in a long time. Even if you didnt enjoy the previous BloodRayne titles there is a lot to like here $15 price tag and all.
Dynasty Warriors 8: Xtreme Legends Complete Edition,PlayStation 4,Mar-25-2014,Omega Force,Action | Miscellaneous | Beat-'Em-Up | Compilation | 3D,Digitally Downloaded,90,The sheer weight of content that is packed into the game cant be understated; this is a big chunky game that demands a lot of time to work all the way through it but every step of the way is a truly entertaining one.
Shark Tale,PlayStation 2,Sep-27-2004,Edge of Reality,Action | Platformer | 3D,Next Level Gaming,84,Its not groundbreaking but it doesnt have to be. Kids dont care about that. They care about having fun playing it and I think that is where Activision has succeeded here.
Magna Carta 2,Xbox 360,Oct-13-2009,Banpresto | SoftMax,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,Play Magazine,90,Magnacarta 2 has all the spectacle expanse drama combat and nuance of an epic turn-based RPG and none of the worn out conventions. SOFTMAX’s seamless real-time battle and field systems great ensemble cast and boundless character development make all the difference.
SNK Arcade Classics Vol. 1,PlayStation 2,May-5-2008,SNK Playmore,Miscellaneous | Compilation,Play Magazine,90,We would have paid in excess of $6400 for this collection which you can now buy for less than the sales tax. [Apr 2008 p.57]
Shinobi,3DS,Nov-15-2011,Griptonite Games,Action | General | Platformer | Platformer | 2D | 2D,XGN,85,Shinobi might not have a huge hype around it but that doesnt make it a bad game. Its a very challenging game that will be loved by everyone that is into platform games.
The Dark Pictures - Man of Medan,Xbox One,Aug-30-2019,Supermassive Games,Action Adventure | Survival,Daily Star,100,The Dark Pictures Anthology: Man of Medan is a must-play for anyone that appreciates horror gaming at its finest for anyone that enjoys picking away at how a game is put together for anyone thats got even a passing interest in finding the best storytelling vidoegames have to offer.
Glory of Heracles,DS,Jan-18-2010,Paon Corporation,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,RPG Fan,85,I worry that many RPG fans will pass over this game when in actuality they would really enjoy it if they gave it a chance.
NiGHTS: Journey of Dreams,Wii,Dec-18-2007,Sega | Sonic Team,Action | Platformer | Platformer | 3D | 3D,Nintendo Power,90,This was obviously a labor of love for the development team--something that goes beyond the nuts and bolts of typical game design. [Jan 2008 p.86]
NBA Ballers: Phenom,PlayStation 2,Apr-5-2006,Midway,Sports | Traditional | Basketball | Arcade,Next Level Gaming,88,The game has attitude to it that other games dont. And it looks good too.
Jurassic World Evolution,PC,Jun-11-2018,Frontier Developments,Strategy | Management | Business / Tycoon,PC Games,85,Jurassic World Evolution is not the best or most complex management sim on the planet but thats okay it’s still demanding enough to be very entertaining. The focal point of the game are the dinosaurs anyway and they look amazing.
Blitz: The League,Xbox 360,Nov-13-2006,Midway,Sports | Traditional | Team | Football | Arcade | Arcade,GamingExcellence,83,The perfect arcade football it was on the Xbox and a perfect alternative to the professional licensed titles out there.
The King of Fighters: Maximum Impact - Maniax,Xbox,Jun-28-2005,SNK Playmore,Action | Fighting | 3D,Next Level Gaming,90,You get the sense when playing King of Fighters: Maximum Impact - Maniax that youre not really supposed to explore that third dimension since the first two dimensions are what SNK know intimately.
Q.U.B.E.,PC,Dec-17-2011,Toxic Games,Miscellaneous | Puzzle | Puzzle | Logic | Logic,3DJuegos,84,With an acceptable duration some challenging puzzles and the ability to constantly surprise Toxic Games has created a title with personality. Its a must have for any lover of the genre and a great way to enter the world of the puzzle for novices.
Ghost Squad,Wii,Nov-20-2007,Artificial Mind and Movement | Polygon Magic,Action | Shooter | Shooter | Light Gun | Light Gun,NTSC-uk,90,It has nigh-on perfect aiming hilarious and fun levels longevity through skill progression and variety not normally seen in an arcade game.
Edna & Harvey: The Breakout - 10th Anniversary Edition,PlayStation 4,Jun-17-2020,Daedalic Entertainment,Adventure | General,Impulsegamer,80,The Anniversary Edition of Edna & Harvey: The Breakout is a massive success bound to bring in new and old players alike. There’s a few things that don’t age well but the charming graphics and simple gameplay is a huge accomplishment. If you love those classic comedic point-and-click puzzle games you can’t look past this release.
Exit the Gungeon,Switch,Mar-17-2020,Dodge Roll,Action | Platformer | 2D,Switch Player,90,Exit the Gungeon is as crazy manic and ambitious as its predecessor. It has addicting gameplay and the range of guns items and enemies to experience is overwhelming. I only wish its level design was as great as the original.
Resident Evil 6,Switch,Oct-29-2019,Capcom,Action Adventure | Survival,Gaming Age,91,As it stands these are both really solid ports of some pretty fun video games from the last generation brought to portable life on the Switch. If you’re in the market for more Resident Evil on the go then you’ll likely want to pick both up when you have a chance.
The Mage's Tale,PlayStation 4,Feb-5-2019,InXile Entertainment,Adventure | General,Digital Chumps,82,Few VR games integrate story boss battles combat puzzles and motion control into one competent brew–usually more than one of those things is absent from the end result. But as I lifted my controller to my mouth to drink a potion or something in the options menu or looked behind me to toss a spell enhancement into a frog’s mouth I didn’t feel like I was doing anything except having a great time with a good game which also happened to be one of the best VR experiences around.
Earth Atlantis,Xbox One,Jun-1-2018,Pixel Perfex,Action | Shooter | Shoot-'Em-Up | Horizontal,CGMagazine,100,Earth Atlantis innovates by bringing in ideas from the metroidvania genre to its shoot’em up shell creating an experience that is unlike any other.
Uno,Switch,Nov-7-2017,Ubisoft,Miscellaneous | Board / Card Game,GamingTrend,75,UNO’s empty lobbies might be a disappointment but local play house rules and the Ubisoft game themed cards breathe new life into the family game night staple.
De Mambo,Switch,Jul-13-2017,The Dangerous Kitchen,Action | Platformer | 2D,Nintendo Life,80,The gameplay does eventually get repetitive although great strides have been taken to ensure this doesn’t happen too quickly and there is definitely much fun to be had here.
The Signal From Tolva,PC,Apr-10-2017,Big Robot Ltd,Adventure | 3D | First-Person,PC Gamer,80,The Signal From Tölva is easily Big Robots best game yet: a lean intelligent sci-fi shooter with a watchmaker’s eye for detail that knows its strengths and plays to them beautifully.
ClusterTruck,Xbox One,Oct-28-2016,tinyBuild,Action | Platformer | 3D,High-Def Digest,80,Clustertruck does for jumping what SUPERHOT does for shooting. It boils down the genre into a distilled form with very few bells and whistles. It doesnt really need the bells and whistles and manages to more or less avoid the tedium for a long time solely by virtue of its immaculate platforming.
Super Exploding Zoo,PlayStation 4,Jun-2-2015,Honeyslug Ltd,Miscellaneous | Puzzle | General,Power Unlimited,80,A refreshing and challenging concept that’s bound to keep you entertained for a bit. [Aug 2015 p.084]
Toybox Turbos,PC,Nov-11-2014,Codemasters,Driving | Racing | Arcade | Automobile,CD-Action,80,I was once fascinated with Micro Machines but Toybox Turbos is a great game in its own right not just as a stroll down the memory lane. [01/2015 p.71]
Minimum,PC,Sep-10-2014,Human Head Studios,Action | General,Gaming Nexus,85,Minimum is an entertaining online shooter that perfectly employs a texture-less and block-filled visual style. With a wide assortment of maps and various items to craft Minimum is recommended to multiplayer shooter fans whove been looking for their next online addiction.
Risen 2: Dark Waters,PC,Apr-24-2012,Piranha Bytes,General | Role-Playing | General,PC Games,86,Risen 2 transcends its shortcomings by boasting a wonderful living and breathing world and a refreshing new setting masterfully crafted and executed. Although the combat is way too easy and the ending comes much too suddenly Risen 2 is a great role-playing experience for any fan of open world games.
nail'd,PC,Nov-30-2010,Techland,Driving | Racing | Arcade | Arcade | Automobile,AtomicGamer,80,Even though theres almost a complete lack of strategy required to race some wonky visuals on the console editions and a conspicuous lack of split-screen play I can still offer a pretty hearty recommendation for naild.
Cryostasis: The Sleep of Reason,PC,Apr-24-2009,Action Forms Ltd.,Action | Shooter | Shooter | First-Person | Sci-Fi | Sci-Fi | Arcade,Worth Playing,85,Cryostasis is just a few short steps away from being a video gaming Mona Lisa and its still easily an experience worth having.
Tom Clancy's EndWar,DS,Nov-4-2008,Funatics Software | Funatics,Strategy | Real-Time | Wargame | Turn-Based | Military | Tactics,GameZone,80,Aside from the plentiful missions deep Map Editor and challenging opponent AI the gameplay makes for some fun moments with your Stylus.
Silent Scope Complete,Xbox,Feb-10-2004,Konami,Action | Shooter | Rail,GamePro,90,Visually all three games have been retouched to look much sharper while the audio remains standard fare: cool gun effects and hokey voices. [Mar 2004 p.63]
The Haunted Mansion,GameCube,Oct-14-2003,High Voltage Software,Action | Platformer | 3D,Nintendojo,85,For the first T rated Disney game High Voltage (Hunter: The Reckoning) and TDK have done a magnificent job and this is easily their best effort to date.
Haven: Call of the King,PlayStation 2,Nov-17-2002,Traveller's Tales,Action | Platformer | 3D,Play Magazine,90,A spectacular inventive wondrous adventure. The lead is a bit of an odd-ball but everything else is the stuff of dreams. [Jan 2003 p.68]
Defender,Xbox,Oct-22-2002,7 Studios,Action | Shooter | Third-Person | Sci-Fi,Game Informer,83,It feels more like a next-generation Colony Wars than Defender. This of course is the highest of compliments. [Feb 2003 p.105]
Leadfoot,PC,Jun-1-2001,Ratbag,Driving | Racing | Simulation | Rally / Offroad | Rally / Offroad | Automobile,GameZone,85,What the game brings to the fore is intense hard-driving racing great graphics and solid sound.
Operation Flashpoint: Red River,Xbox 360,Jun-7-2011,Codemasters,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Game Chronicles,91,Operation Flashpoint: Red River isnt the most accessible military FPS game out there but it certainly is one of the most realistic youll find on the console if youre up for the challenge. Obviously sim purists will want to play on the PC where sharper graphics and finer mouse controls will prevail but mission for mission and for overall gameplay both solo and co-op Red River is a great ride for those with the tactical precision and patience to play.
LEGO The Incredibles,PlayStation 4,Jun-15-2018,TT Games | TT Fusion,Action Adventure | General | Open-World,Hobby Consolas,87,The Lego formula bring us one great family game true to the Disney Pixar characters full of details and even better in local coop multiplayer. The Incredibles is a perfect game to share with your kids or younger siblings.
Warhammer: Chaosbane,PC,May-31-2019,Games Workshop,Role-Playing | Action RPG,Shacknews,90,Warhammer: Chaosbane is an absolute treat for fans of the Warhammer universe. If you like dungeon crawlers or Warhammer in general you should definitely pick this up – especially if you dont have a phone. Be sure to check out the full review above for an exciting look at Warhammer: Chaosbane which should absolutely be on your radar when it comes to Game of the Year considerations later in 2019.
Battlefield Heroes,PC,Jun-25-2009,EA DICE,Action | General | General,1UP,91,This is simply giddy cartoonish mayhem with an extremely low bar for entry.
Alone in the Dark: Inferno,PlayStation 3,Nov-18-2008,Eden Studios,Action Adventure | Horror | Horror | Survival,GameCritics,95,Its impossible to know for sure but I can only imagine that if the initial version had been as finely-honed as Inferno it would have received a much warmer welcome. Instead thanks to all the negative word-of-mouth generated by the inferior 360 version Inferno came and went with hardly anyone blinking an eye.
Pathologic 2,PC,May-28-2019,Ice-Pick Lodge | tinyBuild,Action Adventure | Survival,GameCritics,95,Pathologic 2 is a harsh unwelcoming experience that took a lot out of me but everything in it no matter how odd or seemingly inconsequential is setup for an eventual payoff. Players capable of embracing its dour atmosphere will be rewarded with one of gaming’s greatest narrative accomplishments — it’s an epic-length refutation of the idea that gratification can only come through success that stories need to be about heroes that fun is the only metric by which a game’s quality can be measured. Pathologic 2 is a masterpiece not in spite of its shortcomings but because of them. There is truly nothing else like it.
Sonic and the Secret Rings,Wii,Feb-20-2007,Sonic Team,Action | Platformer | Platformer | 3D | 3D,Worth Playing,86,It has points where you must grind for levels much like an RPG. It’s also not for people with short attention spans and its difficulty at times (just a touch below Sonic Riders’s learning curve—you’ll have to practice stages over and over to get them right) makes it not for people who give up at challenging games easily (poor folks). Still none of these points makes this entry any less valid.
NBA Live 07,Xbox,Sep-25-2006,EA Sports,Sports | Traditional | Basketball | Sim,Pelit (Finland),84,NBA Live 07 looks and sounds great. The pace on the court is just right but the AI players are not quite up to their tasks at all times. Good fun nonetheless. [Dec 2006 p.82]
RPG Maker 3,PlayStation 2,Sep-21-2005,Runtime,Role-Playing | Console-style RPG,Game Over Online,85,So if youve always wanted to try making a game for the PS2 or are just interested in design at all then you should consider checking this out. Otherwise its probably not for you. It all comes down to desire and imagination.
R-Type Command,PSP,May-6-2008,Irem,Strategy | Turn-Based | General | Sci-Fi | Sci-Fi | General,Destructoid,85,Completion of a stage in R-Type Command is every bit as rewarding as it was in its shoot em up predecessors but without the painful hand cramp. Give your trigger finger a rest and pick this title up.
Lost Sphear,Switch,Jan-23-2018,Tokyo RPG Factory,Role-Playing | Japanese-Style,Switch Player,90,Ever wish you could bring a memory back to life? Tokyo RPG Factory has transplanted the essence of Chrono Trigger and other classic SNES JRPGs into a beautiful modern engine to revivify the Active Time Battle system for a new generation of players in the form of Lost Sphear.
Blue Dragon Plus,DS,Feb-19-2009,Brownie Brown,Role-Playing | Strategy | Real-Time | General | General | Tactics,WonderwallWeb,87,A great niche title that will please fans of RPG and strategic games. Looks and plays amazingly.
Of Orcs and Men,PC,Oct-11-2012,Cyanide | Spiders,Role-Playing | Action RPG | Action RPG | Western-Style,Machinima,80,Orcs is not a game for everyone but you should absolutely give it a look if youre interested in ambitious design or interesting worlds.
Forgotten Realms: Demon Stone,PC,Dec-9-2004,Stormfront Studios,Action | Beat-'Em-Up | Beat-'Em-Up | 2D | 3D,eToychest,82,It’s considerably derivative and it doesn’t bother with experimental gameplay or ideas.
Marc Ecko's Getting Up: Contents Under Pressure,PlayStation 2,Feb-14-2006,Double Helix Games,Action Adventure | Modern,Maxim Online,90,Luckily the smooth controls guarantee that all youll have to worry about is dribbling paint and bumbling cops.
Marc Ecko's Getting Up: Contents Under Pressure,PC,Feb-14-2006,Double Helix Games,Action Adventure | Modern | General | Modern,Maxim Online,90,Luckily the smooth controls guarantee that all youll have to worry about is dribbling paint and bumbling cops.
Star Hammer: The Vanguard Prophecy,PC,Jun-4-2015,Black Lab Games,Strategy | Turn-Based | Real-Time | Tactics,Digitally Downloaded,90,A truly entertaining little strategy game. Offering just enough complexity to test a players strategic thinking its backed by steady effective aesthetic direction and a mass of scenarios that almost - almost! - make up for the lack of multiplayer to make for one of the finest indie games so far in 2015.
Bionic Commando,PC,Jul-28-2009,GRIN,Action Adventure | Adventure | Third-Person | General | Sci-Fi | Sci-Fi,PC Games,84,Capcom did a great job with the conversion of the console hit especially when it comes down to the very complex controls. Beginners may find themselves frustrated and overwhelmed by the possibilities but once you learn how to handle your character the game unfolds its whole fascination.
1942: Joint Strike,PlayStation 3,Jul-24-2008,Backbone Entertainment,Action | Shooter | Shooter | Scrolling | Scrolling | Shoot-'Em-Up | Vertical,Gamers' Temple,87,1942: Joint Strike is a great pickup for any fan of the 1940 series or any fan of shooters in general.
Cobalt,PC,Feb-2-2016,Oxeye,Action | Platformer | Platformer | 2D | 2D,Softpedia,90,Cobalt is an instant classic for side-scrolling brawlers. The combat is varied and addictive the mechanics sufficiently complex to satisfy dedicated players and the competitive modes can entertain all sorts of fans. Throw in the pretty fun story mode as well as the support for the Steam Workshop through which players can devise their own maps and you have a great investment.
Knack 2,PlayStation 4,Sep-5-2017,SCE Japan Studio,Action Adventure | Linear,Game Over Online,95,The newly added depth to not only your offensive attacks but also your defensive options allows battles to feel fresh and rewarding.
Golf: Tee It Up!,Xbox 360,Jul-9-2008,Housemarque,Sports | Traditional | Individual | Golf | Arcade | Arcade,GamePro,90,Golf: Tee It Up! loses points for its minimalist approach (only 2 courses and limited character customization doesnt help) but because it still has a full-game-for-the-price-of-an-arcade-game feel attractive visuals and holds the promise of more downloadable content in the future its a great value.
Lost Sphear,PC,Jan-23-2018,Tokyo RPG Factory,Role-Playing | Japanese-Style,PLAY! Zine,80,Compiling nostalgia into a lovely chaos Lost Sphear fires its mediocre edges into beautiful fireworks. It is an absolute step in the right direction for the creators of I am Setsuna. Not perfect but it feels pretty great nonetheless.
Oninaki,PlayStation 4,Aug-22-2019,Tokyo RPG Factory,Japanese-Style | Role-Playing | Action RPG,Game Revolution,90,Oninaki tackles the theme of death brilliantly thanks to some poignant scenes and a willingness to go where most games won’t. That thorough exploration of death ties into every aspect of the game from its hack and slash gameplay to the ending choice that will leave players reflecting upon the journey they just went on. It isn’t often that a game truly succeeds as art but every part of Oninaki goes back into its core motif and that’s why it is an essential action RPG.
FIFA Soccer 13,Wii U,Nov-13-2012,Electronic Arts,Sim | Sports | Traditional | Team | Soccer | Sim,NintendoWorldReport,90,While the missing features are disappointing I think the GamePad functionality adds a lot to the game. As someone who has bought many versions of the series over the past few years on multiple platforms I would argue that this is the best one Ive played because the GamePad use adds so much to the formula.
MotoGP 09/10,Xbox 360,Mar-23-2010,Monumental Games,Driving | Racing | Simulation | Motorcycle | Automobile | Street | Street,Console Monster,85,That said MotoGP 09/10 is a solid game it plays well it looks good and has everything contained in the one package that any fans of motorcycle racing will enjoy.
Pro Evolution Soccer 2017,PC,Sep-13-2016,Konami,Sports | Team | Soccer | Sim,GameStar,85,Passing scoring opportunities tactical depth – PES 2017 is a soccer masterpiece. The PC version suffers from very outdated graphics.
Tom Clancy's The Division - Underground,Xbox One,Jun-28-2016,Massive Entertainment,Action | Shooter | Third-Person | Tactical | Arcade,Everyeye.it,83,Quotation forthcoming.
The Dark Spire,DS,Apr-14-2009,Success,Role-Playing | First-Person | First-Person | Western-Style,Play Magazine,90,Spire is simply too niche for most. But if you can squeeze yourself into that niche prepare for addiction to take root.
Sea of Thieves,Xbox One,Mar-20-2018,Rare Ltd.,Role-Playing | Action Adventure | Massively Multiplayer | Open-World,Generación Xbox,90,Sea of thieves is one of a kind a very rare game that will be a sea of joy for some and a strange and empty game that lack some of the basics of modern games for others. For me its a total success a game that has filled the hours Ive spend playing it with plenty of unforgettable moments.
The Spectrum Retreat,Xbox One,Jul-13-2018,Dan Smith Studios,Adventure | 3D | First-Person,TheXboxHub,90,The Spectrum Retreat comes across as a great success from a special talent – one who has provided a fun rewarding puzzling narrative game that sticks with you.
Okhlos,PC,Aug-18-2016,Coffee Powered Machine,Action Adventure | General,We Got This Covered,90,Okhlos is organised chaos at its best. The challenge level may provide moments of frustration leading to multiple viewings of initial areas but it’s easy to lose hours of time from the determination to send every God back to Olympus where they belong.
Lume,PC,May-9-2011,State of Play Games,Miscellaneous | Puzzle | General | Puzzle | General,GameShark,83,Its unclear whether there will be more to Lume later (as the closing credits hint at a continuation of the story and a possible part two) but Ill be first in line if there is. This is a very light charming little game that deserves an hour or two of your time. Just be sure to have a walkthrough ready for when you get to the crazy combination lock puzzle.
Rust,PC,Feb-8-2018,Facepunch Studios,Historic | Action Adventure | Survival,Meristation,85,Rust goes where no other survival game has and provides an incredibly threatening experience that like a car accident is equal parts horrifying and mystifying.
The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PlayStation 4,Mar-28-2017,Telltale Games,Adventure | Point-and-Click,PSX-Sense.nl,85,Dont let the slow start of the episode fool you; this is quite a ride ending on a spectacular cliffhanger that will leave any fan desperate for more.
SWAT: Global Strike Team,PlayStation 2,Oct-29-2003,Argonaut Games,Action | Shooter | First-Person | Modern,Next Level Gaming,89,I must say that I was actually very impressed with the sounds in SWAT: Global Strike Team.
Freaky Flyers,GameCube,Aug-8-2003,Midway,Driving | Racing | Kart,Game Chronicles,86,Giving the characters stories within the game not only lends them more life than most racing game characters it gives players a good reason to keep going until youve seen them all.
Hulk,Xbox,May-27-2003,Radical Entertainment,Action | Beat-'Em-Up,Playboy,100,Best of all the games environments are destructible so if it exists Hulk can smash it. [July 2003 p.34]
Combat Flight Simulator 3: Battle for Europe,PC,Oct-25-2002,Microsoft Game Studios,Simulation | Flight | WWII | WWII | Combat,PC Format,85,There is a hangar full of new additions including new 3D cloud textures that make hide-and-seek dog-fighting a real possibility.
Eurofighter Typhoon,PC,Jul-30-2001,Rage Software,Simulation | Flight | Modern Jet | Modern Jet | Combat,GameZone,90,One of the best jet Sims of the year if not of all time.
Strider 2,PlayStation,Jul-29-2000,Capcom,Action | Platformer | 2D,Game Fan,89,All the bosses in Strider 2 look awesome and hopefully will inspire younger players to realize what a real side-scrolling action game should be like.
Silhouette Mirage,PlayStation,Dec-31-1999,Treasure,Action | General,IGN,89,A brilliant 2D-action game that deserves a lot of praise. This game genre has been around since 80s so its awe-inspiring that a company would be able to bring such new and innovative ideas to something thats been done for so long.
Psikyo Shooting Stars Alpha,Switch,Jan-21-2020,Psikyo,Miscellaneous | Compilation,TheSixthAxis,80,Barring Sol Divide this is a great collection of shooters from one of the best in the business. If you’re a fan of the shmup that hasn’t made the leap into these titles on Switch now’s the perfect time to do so even if it does only just manage to justify its price versus picking up the games separately.
Irony Curtain: From Matryoshka with Love,Switch,Jun-27-2019,Artifex Mundi,Adventure | General,Switch Player,80,Irony Curtain: From Matryoshka with Love is a beautifully executed point-and-click experience that combines a gripping narrative humourous characters and rich scenes to create an unforgettable espionage adventure. Fans of the point-and-click classics won’t want to miss this one out.
