title , platform , release_date , developer , genres , reviewer , metascore , review
Naruto: Ultimate Ninja Heroes,PSP,Aug-28-2007,Bandai | CyberConnect2,Action | Fighting | Fighting | 3D | 3D,Cheat Code Central,88,The play modes are all-new and the team concept is certainly an interesting addition to the gameplay. Not to mention the absolutely unique dichotomy between the Hero mode and the promotion test mode.
Pirates of the Caribbean: Dead Man's Chest,Game Boy Advance,Jun-27-2006,Amaze Entertainment,Action Adventure | Historic,AceGamez,80,A wonderful surprise for GBA owners and fans of the film looking to take the experience home.
Ty the Tasmanian Tiger 2: Bush Rescue,GameCube,Oct-12-2004,Krome Studios,Action | Platformer | 3D,Worth Playing,85,One downside is that theres a heck of a lot here thats pulled together from other games if youre up on your gaming history you can play spot the element here and rattle off a good five or so games that do bits of Ty 2 better than Ty 2 does.
.hack//Quarantine Part 4,PlayStation 2,Jan-14-2004,CyberConnect2,Role-Playing | Action RPG,netjak,90,If you’re only going to play one game in this franchise .hack//QUARANTINE is the one to get. A powerful plot (including the series’ conclusion) and access to most of the gameplay from the prior three games makes it the definitive title in the series.
Crash Nitro Kart,Xbox,Nov-11-2003,Vicarious Visions,Driving | Racing | Kart,GamePro,90,While CNK may not break new ground it does a quality job of delivering another kart racer in Crash’s universe. It will put gamers mettle to the test and offer hours of wait one more time... gameplay.
Batman: Vengeance,GameCube,Nov-17-2001,Ubisoft Montreal,Action Adventure | Fantasy,IGN,81,It is not a game without faults but its solid if formulaic gameplay mechanics and beautiful cartoon style combine for an experience that is definitely recommended.
Fuzion Frenzy,Xbox,Nov-14-2001,Blitz Games,Miscellaneous | Party,Media and Games Online Network,90,A great title...Its only good for playing with friends.
Wizards & Warriors,PC,Sep-27-2000,Heuristic Park,Role-Playing | General | General,IGN,84,Comes about as close to tabletop RPGing as any computer RPG weve ever played.
Lollipop Chainsaw,Xbox 360,Jun-12-2012,Grasshopper Manufacture,General | Action | General,Gaming Age,91,So basically Lollipop Chainsaw is a game thats certainly worth your time and money. The overall game on Normal is pretty short but theres a whole lot replay value packed into the experience that actually makes that short game time a lot more feasible than you might expect.
Robert Ludlum's The Bourne Conspiracy,PlayStation 3,Jun-3-2008,High Moon Studios,Action | General | General,Armchair Empire,85,For a first attempt at an established franchise The Bourne Conspiracy makes good on its promises and gives us the chance to become the perfect weapon.
Skate It,Wii,Nov-19-2008,Electronic Arts,Sports | Alternative | Individual | Skateboarding | Skateboarding | Skate / Skateboard,WonderwallWeb,95,This is a must have for any Wii owner and yet another reason to own a Wii Board. The best skater in the current gen.
Saints Row: The Third - The Full Package,Switch,May-10-2019,Fishlabs | Deep Silver,Action Adventure | Open-World,Gaming Age,100,It was one of my favourite games of the generation back when it first came out on PS3 and after sinking many many hours into this version I suspect it’ll wind up being one of my favourite games of whatever generation the Switch falls into too.
Neves,DS,Nov-6-2007,Yuke's | Yuke's Company of America,Miscellaneous | Puzzle | Puzzle | General | Puzzle | General,Worth Playing,92,Neves has a simplistic elegance that is incredibly elusive in the gaming industry.
Halo Wars 2,PC,Feb-17-2017,Creative Assembly,Strategy | Real-Time | General,The Escapist,90,Halo Wars 2 is the sequel that no-one really asked for but is a surprisingly solid traditional base-building RTS and is finally on a platform suited for the genre. The campaign is a little lacking but several different multiplayer modes and the promise of six months of regular updates make up for it.
Mario vs. Donkey Kong: Tipping Stars,Wii U,Mar-5-2015,Nintendo | Nintendo Software Technology,Puzzle | Action | Platformer | 2D,Cubed3,90,Mario vs. Donkey Kong: Tipping Stars is very reminiscent of Lemmings as the goal is to guide Mario and friends through levels by manipulating objects around them instead of directly controlling them. Creating inventive ways to avoid hazards and collect coins make each level a challenging but endearing experience.
Making History: The Calm and the Storm,PC,Mar-13-2007,Muzzy Lane Software,Strategy | Turn-Based | Historic | General,PC Gameworld,85,This game could help give people a better understanding of just how fragile the eco system of war is giving them a sense of realism that is not found in most other strategy games. Unfortunately its that same level of realism that might make this game unplayable for other gamers.
Steep: Road to the Olympics,PlayStation 4,Dec-5-2017,Ubisoft Annecy,Sports | Individual | Ski / Snowboard,The Games Machine,84,Road to Olympics is a sincere passionate and compelling love letter to the Olympic spirt. It’s not a proper game about Pyeongchang Winter Games but rather a Steep-style take on them with a fresh and intense game campaign an amazing new mountain to explore and a lot of challenges to take. If you loved Steep you’ll love this expansion even more.
Just Dance 2015,Xbox One,Oct-21-2014,Ubisoft,Action | Miscellaneous | Rhythm | Dancing,Cheat Code Central,82,Just be forewarned—it took less than twenty minutes as a casual player to build up a sweat so make sure you plan your wardrobe and company accordingly.
Spore Galactic Adventures,PC,Jun-23-2009,Electronic Arts,Strategy | Breeding/Constructing | General | Breeding/Constructing,MEGamers,86,Spore Galactic Adventures is a welcome add-on to an already addictive and fun game. Get ready to take your Captain to brave new unseen worlds - inhabited by flying orange monkeys.
DK: King of Swing,Game Boy Advance,Sep-19-2005,Paon Corporation,Action | Platformer | 2D,NintendoWorldReport,95,Its so good in fact that even if you stripped away the DK license and made it oh I dont know Ravens Thats SO Swinging youd still have a great game. Donkey Kong is just the icing on the cake. You want innovation but still want a full game? Its right here.
Block Breaker Deluxe,Wii,Jun-16-2008,Gameloft,Miscellaneous | Puzzle | Action | General | Puzzle | Action,Nintendo Gamer,80,Ignore all the neon 80s nonsense going on around it and this is a solid game. Theres plenty of it and it gets tough as old boots as well. [Sept 2008 p.68]
One Piece: Grand Adventure,GameCube,Aug-29-2006,Ganbarion,Action | Fighting | 3D,Cheat Code Central,88,The variety of modes the insane amount of unlockables and the sheer element of fun makes Grand Adventure a game not to be missed.
Tom Clancy's Ghost Recon: Wildlands,PlayStation 4,Mar-7-2017,Ubisoft Paris,Action Adventure | Open-World,Cheat Code Central,90,It’s quickly becoming my favorite first-person shooter of the year thanks to its impressive landscape captivating storyline and fully customizable characters. The short list of negatives pale in comparison its highlights. All and all Ghost Recon: Wildlands delivers and should easily be a contender for 2017’s best first-person shooter if not best game. It’s magnificent unique and certainly worth your time.
Tengami,Wii U,Nov-13-2014,Nyamyam,Adventure | General,Digitally Downloaded,90,Its the kind of experience that like Gone Home people will dismiss for lacking action or having a narrative that doesnt treat its players like idiots but its also the kind of game that shows that the games industry is growing up and pushing the limits of what can be achieved given the freedom and resources to be properly creative.
Thief,PC,Feb-25-2014,Nixxes Software,Fantasy | Action Adventure | General | Fantasy,IGN Italia,86,An excellent stealth game true to the spirit of the original and at the same time much more modern. Very polished gameplay and a clever difficulty level make Thief a game no stealth fan should miss. The plot and the setting arent always inspired but the quality of the content greatly makes up for it.
MySims,PC,Oct-28-2008,EA Redwood Shores,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,NZGamer,80,There is a very appealing quality to this game that I’m pleased to say far surpasses the DS offering.
Star Wars: The Force Unleashed,PSP,Sep-16-2008,Krome Studios,Action | Action Adventure | General | General | Shooter | Linear | Third-Person | Arcade,Playstation: The Official Magazine (US),80,While the story and settings are the same as on the PS3 the levels and the way the apprentice develops are completely different. [Oct 2008 p.76]
Killzone,PlayStation 2,Nov-2-2004,Guerrilla,Action | Shooter | First-Person | Sci-Fi,AceGamez,100,Its graphically stunning the sound effects and music immerse you into a tense and exciting atmosphere of total chaos a strong story compels you through a long single player campaign full of variety and challenge against tough enemies and the fully online multiplayer mode can be played split screen with a bunch of bots for those without a network adapter.
Arca's Path VR,PlayStation 4,Dec-4-2018,Rebellion,Action | General,PlayStation Universe,90,Arca’s Path combines fun and accessible gameplay with an amazingly intuitive and inventive control scheme. What could have been a debacle is instead a triumph. Arca’s Path is a small game with giant ideas and it deserves attention and praise for the ridiculously high level at which it is executed.
The Swindle,PC,Jul-28-2015,Size Five Games,Action | Platformer | 3D,Shacknews,80,Despite these issues I still love the game. It’s a brilliant look at what indie games should be and the unique Don’t Starve-like art style is right up my alley.
Sniper Elite V2,PlayStation 3,May-2-2012,Rebellion,Action | General | Shooter | Shooter | Third-Person | Tactical | Historic | Historic,Digital Chumps,88,Often in spite of itself SEV2 is a really fun and captivating experience whether played solo or with a friend.
Dynasty Warriors 8 Empires,PlayStation Vita,Nov-24-2015,Omega Force,Action | Beat-'Em-Up | 3D,Gaming Age,91,Heres how much I love Dynasty Warriors 8 Empires: my only complaint is that theres no autosaving which meant I once lost about half a continent. I figure that any time my complaints can be totally chalked up to user error that speaks volumes about how good everything else is — and it explains why I think that if youre looking for one Warriors game that shows everything the franchise does well without getting bogged down by any of its weaknesses Dynasty Warriors 8 Empires is the one to get.
Taiko no Tatsujin: Drum Session!,PlayStation 4,Nov-2-2018,Bandai Namco Games,Action | Rhythm | Music,Video Chums,81,Taiko no Tatsujin: Drum Session! is focused on what makes the franchise enjoyable: its distinct take on rhythm gameplay. It may not have all sorts of extra mini-games and such but whats here is still a stellar entry in Namcos long-running series.
Magrunner: Dark Pulse,PC,Jun-20-2013,Frogwares,Miscellaneous | Puzzle | Action | Puzzle | Action,DarkStation,90,Magrunner: Dark Pulse is a great puzzle game that you might be tempted to dismiss as being unoriginal. If you make that mistake you will be cheating yourself out of a memorable experience.
James Bond 007: Blood Stone,DS,Nov-2-2010,n-Space,Action | Driving | Shooter | Mission-based | Shooter | Third-Person | Modern | Modern | Arcade,GamingXP,83,For a Nintendo DS game this title has much to offer and persuades with the usual charm of James Bond.
Stranger of Sword City,Xbox One,Mar-22-2016,Experience Inc.,Role-Playing | General,ICXM,85,As a fan of dungeon crawlers and JRPGs this is definitely a game that every fan of this genre should play.
Karaoke Revolution Presents: American Idol Encore,Xbox 360,Feb-5-2008,Blitz Games,Action | Miscellaneous | Rhythm | Music | Music,Xbox Achievements,85,A solid title from a company with years of experience making karaoke games with a very real possibility of a steady revenue stream for Konami if they handle the DLC well.
Luminous Arc,DS,Aug-14-2007,Image Epoch | Imageepoch,Strategy | Turn-Based | Fantasy | Fantasy | Tactics,RPG Fan,85,While this game will not end gamers quest for an irreplaceable Nintendo DS RPG it can certainly entertain them for 15-20 hours.
Gekido Advance: Kintaro's Revenge,Game Boy Advance,Nov-25-2003,Naps Team,Action | Beat-'Em-Up,TotalGames.net,89,The backdrops too are marvellous and the ancient Japanese feeling is matched perfectly with a slow and unsettling score. Whenever you are ambushed this is quickly replaced with an adrenaline-inducing rush of beats and youll find yourself dragon-punching in rhythm to the music.
Cognition: An Erica Reed Thriller Episode 4 - The Cain Killer,PC,Sep-19-2013,Phoenix Online Studios,Adventure | General | General | Point-and-Click,RPG Fan,85,Erica Reed is an engaging character: flawed but good-hearted and learning as she goes along — much like the game named for her. This was a trip Im glad I went on and one I advise any fan of adventure games to take for a spin.
Lumino City,PC,Dec-2-2014,State of Play Games,Adventure | General,LEVEL (Czech Republic),100,An interesting game from all points of view. It amuses even those people who are normally not interested in games at all. [Issue#249]
Road Redemption,PC,Oct-4-2017,Dark Seas Games,Driving | Car Combat | Car Combat | Simulation | Vehicle | Combat,DarkZero,90,Overall Road Redemption is a brilliantly fun spiritual successor to the Road Rash series and absolutely exceeded my expectations. Its exhilarating and surprisingly tactical gameplay compensate for lackluster visuals and a few environmental collision issues. Road Redemption is an absolute blast to play and I thoroughly recommend it.
Harry Potter and the Goblet of Fire,PSP,Nov-15-2005,Electronic Arts,Action Adventure | Fantasy | General | Fantasy,Cheat Code Central,80,The execution of the magic spells and the top notch presentation makes this game a definite buy for Harry Potter fans and for those gamers looking for a simply fun title to pop into their lonely PSP.
Cubixx HD,PlayStation 3,Sep-20-2011,Laughing Jackal,Miscellaneous | Puzzle | General | Puzzle | General,ZTGD,85,Considering what you get for the price Cubixx HD is a worthy investment that offers up tons of challenging game modes in a package that not only looks great but plays great as well.
WRC 7,PlayStation 4,Sep-15-2017,Kylotonn,Racing | Simulation | Automobile,God is a Geek,80,WRC 7 is undoubtedly 2017’s most exciting rally game held back only by an overall experience that makes the same mistakes as its predecessor.
60 Parsecs!,PC,Sep-18-2018,Robot Gentleman,Adventure | General,GamingTrend,85,60 Parsecs is a simple game about not dying in space. While not complex in gameplay 60 Parsecs is incredibly deep with strategy problem-solving and smart resource planning. The game expertly blends a cartoonish and goofy world with some of the darkest elements of death and isolation. 60 Parsecs is a surprisingly fantastic game that has a large amount of replay value. It’s well worth a look.
Dandara,PC,Feb-6-2018,Long Hat House,Action | General | Platformer | 2D,Hardcore Gamer,80,Dandara‘s seemingly-impossible feat at combining elements of platforming combat and strategy within its explorative template takes some doing and is almost an accomplishment in of itself.
Senran Kagura Shinovi Versus,PC,Jun-1-2016,Tamsoft | Marvelous AQL,Action | General,DarkStation,80,Look past its sexy veneer and Shinovi Versus is a solid well made brawler with panache. Come for the boobs stay for the empowering battles against ninja hordes.
Abyss Odyssey,PlayStation 3,Jul-15-2014,ACE Team,Action Adventure | Fantasy | Linear,Digitally Downloaded,90,Abyss Odyssey is a thematically deep game. On the surface its a simple action platformer crossed with roguelike but under that surface is a true rarity; a game made by South Americans that rejoices in South American mythology.
Evochron Mercenary,PC,Sep-17-2010,StarWraith,Simulation | Sci-Fi | Space | Small Spaceship | Combat,BigPond GameArena,90,The important thing is this: this is a game made not just by a fan of the genre but by somebody who understands when something is fun... and when it needs to be cut entirely.
Sonic Classic Collection,DS,Mar-2-2010,Creative Assembly,Action | Miscellaneous | Platformer | Compilation | Compilation | 2D,Official Nintendo Magazine UK,83,Its not a great port and wed have liked more content but the quality gameplay shines through.
Sacred 2: Fallen Angel,PlayStation 3,May-11-2009,Ascaron Entertainment GmbH | Ascaron Entertainment,Role-Playing | Action RPG | Action RPG,Gaming Nexus,100,Sacred 2 is an excellent game that excels in many aspects while not doing anything terribly new or innovative for the genre.
Buzz! Junior: Jungle Party,PlayStation 2,Oct-2-2007,Magenta Software,Miscellaneous | Trivia / Game Show,VideoGamer,80,It looks pretty simple but its got a cuteness that will appeal to a wide range of players and enough mini-games to keep players interested for a good while.
Mosaic,PC,Dec-5-2019,Krillbite Studio,Adventure | General,The Indie Game Website,90,Mosaic is a cold game in which you strive to find even a shred of warmth. It fills you with a desire to be better to talk deeply to yourself and reassess your values. It doesn’t feel like a game exactly but more of an experience in empathy. Full of quirky dark humour that for once doesn’t come in the form of cringy dialogue and enriched with concepts that could make even the most steeled among us weep Mosaic does the heart some good.
Strider,PlayStation 3,Feb-18-2014,Double Helix Games,Action Adventure | Fantasy | General | Fantasy,GamingTrend,90,This is one of the those rare times when a game was just made right and while you have every right to love it or hate it it’d have nothing to do with how it was made. This is an 80’s videogame power-ballad that hits all the right notes.
Pitfall: The Lost Expedition,PlayStation 2,Feb-18-2004,Edge of Reality,Action | Platformer | 3D,GamePro,90,Wrap up the tight gameplay in gorgeous graphics and solid sounds and Pitfall has never been better. [May 2004 p.69]
Sega Arcade Gallery,Game Boy Advance,May-21-2003,Bits Studios,Miscellaneous | Compilation,GameNow,91,All four games in this collection are almost arcade perfect and run supersmoothly. [May 2003 p.40]
Law & Order: Dead on the Money,PC,Sep-24-2002,Legacy Interactive,Adventure | 3D | First-Person | Modern | Modern,FiringSquad,100,Dead on the Money is one of the finest police procedural or detective adventure games ever created.
AirBlade,PlayStation 2,Jan-28-2002,Criterion Games,Sports | Alternative | Futuristic,Hot Games,90,Its a wild insanely challenging and great-looking game.
Batman: Vengeance,Xbox,Dec-18-2001,Ubisoft Montreal,Action Adventure | Sci-Fi,IGN,82,Its a good game that truly engrosses the player into the role of Batman while demonstrating simple but well-designed gameplay mechanics.
Steel Soldiers,PC,Jun-14-2001,The Bitmap Brothers,Strategy | Real-Time | Sci-Fi | Sci-Fi | General | Command,GameSpy,88,A combat intensive 3D RTS that plays fast and smart with clever AI and an engaging story propelled campaign.
Full Spectrum Warrior: Ten Hammers,PC,Mar-28-2006,Pandemic Studios,Strategy | Real-Time | Military | General | Military,IGN,82,The multiple teams added tanks verticality precision fire the stepped-up AI and the much-needed multiplayer modes are all smart value-added features. The game doesnt however advance much once you get going.
Beat Hazard,PC,Apr-15-2010,ShadowRage,Action | Shooter | Shooter | Static | Static | Shoot-'Em-Up | Top-Down,AtomicGamer,80,With some new social features online play or even some adjustments that more closely tie in the arrangement of enemies with the pace of the music Beat Hazards value could ascend well beyond the $10 asking price.
Mother Russia Bleeds,PC,Sep-5-2016,Le Cartel Studio,Action | Beat-'Em-Up | 2D,God is a Geek,90,A debauchery-fueled beat ‘em up with plenty of ways to cripple your enemies its excessive violence never overshadows the smart and intuitive combat.
Beat Cop,Switch,Mar-5-2019,11 bit studios,Simulation | Virtual | Career,COGconnected,84,I didn’t really have any expectations on Beat Cop when I first played it on PC back in 2017. Even two years later now on the Nintendo Switch it manages a quite pleasant surprise playing it. The story is quite addicting and I’m always eager to see what is next or even replay to see what else could have happened. Beat Cop is a pretty decent length as well and should clock in for most somewhere between seven and ten hours. The non-linear story along with the multiple endings means there is a good amount of replayability as well. All in all this is a great homage to 1980’s cop shows that shouldn’t be missed.
EA Sports UFC,Xbox One,Jun-17-2014,EA Sports,General | Sports | General | Individual | Combat | Boxing / Martial Arts,EGM,90,The best representation of the action that happens inside the Octagon yet. While it’s not simple the control scheme is still easy enough to learn that it takes the experience to an entirely new level as you break your opponents down standing up in the clinch or on the mat. With outstanding next-gen visuals EA Sports UFC is good enough to carry around a championship belt.
Democracy 3,PC,Oct-14-2013,Positech Games,Strategy | General | General,Gaming Nexus,88,The first glance at Democracy 3 can cause an immediate its too complicated reaction but the well-designed interface enables a fairly quick understanding of how to manage the policies required to create your own personal political utopia. For those that are into this kind of thing Democracy 3 is a great way to test pet political theories in a (mostly) consequence-free way.
SingStar ABBA,PlayStation 3,Dec-2-2008,SCEE London Studio,Action | Miscellaneous | Rhythm | Music | Music,Playstation Official Magazine UK,90,In terms of doing what it says on the box SingStar Abba simply cant be faulted. [Jan 2009 p.99]
Anomaly Defenders,PC,May-29-2014,11 bit studios,Strategy | Real-Time | General | Sci-Fi | Defense,Softpedia,85,Anomaly Defenders is a good final hurrah for the tower defense series from 11 Bit Studios. It has gorgeous maps fun and hectic gameplay and a lot of strategic opportunities via the deployable powers and the complex tech tree. Whats more the difficulty modes that affect the layout of the maps are quite impressive.
Fatal Fury: Battle Archives Volume 2,PlayStation 2,Apr-8-2008,SNK Playmore,Miscellaneous | Compilation,Thunderbolt,90,Fatal Fury Battle Archives Vol. 2 is easily the best SNK anthology currently available.
Shrek the Third,DS,May-2-2007,Vicarious Visions,Action | General | General,PGNx Media,85,The game has a great presentation coupled with enjoyable combat and puzzles and good use of the touch screen.
Tom Clancy's Rainbow Six 3,PlayStation 2,Mar-24-2004,Ubisoft Shanghai,Action | Shooter | First-Person | Tactical | Modern,3DAvenue,86,The developers have done a fantastic job porting the game except for a few graphics problems although the online play was surprisingly tolerable even with the servers in Europe.
Silent Hill HD Collection,PlayStation 3,Mar-20-2012,Hijinx Studios,Miscellaneous | Action Adventure | Horror | Compilation | Compilation,GamingXP,90,Brings back two of the very best horror games that have ever been published. The oppressive atmosphere of the games is as terrifying as ever and sadly so are the controls. James and Heather controls are just too clumsy. The graphics are much sharper and clearer now though Silent Hill 3 looks much better than its predecessor. The fact that there are new voice recordings is awesome because the synchronizations of the originals were pretty impersonal and static. All in all the collection is worth every cent though it is strange that Silent Hill and Silent Hill 4: The Room are missing.
Remember Me,Xbox 360,Jun-4-2013,DONTNOD Entertainment,Action Adventure | Sci-Fi | Sci-Fi | General,Pelit (Finland),90,Remember Me is a technically accomplished and very stylish action adventure. The sci fi story about meaning of memories is interesting. [June 2013]
Graveyard Keeper,Xbox One,Aug-15-2018,Lazy Bear Games,Simulation | Action Adventure | Virtual | Open-World | Career,XboxAddict,85,Graveyard Keeper takes a proven but seldom used format of game and gives it the fresh twist that needs to feel wholly unique while not straying too far from the blueprints that would make it compelling. Maybe just maybe if you arent too attached to your yearly run through of Luigis Mansion or Resident Evil 4 for Halloween youll consider picking up Graveyard Keeper for something different. Or you could do it now... You should do it now.
Beyond: Two Souls,PlayStation 3,Oct-8-2013,Quantic Dream,Adventure | 3D | Modern | Third-Person | Modern,Impulsegamer,100,Sure there are a few plot holes and clichéd moments in Beyond Two Souls but like Heavy Rain it may become one of your most memorable gaming experiences to date.
WWE Legends of WrestleMania,PlayStation 3,Mar-24-2009,Yuke's,Action | Sports | Fighting | Fighting | Individual | Wrestling | Combat | Wrestling,Worth Playing,88,Overall Legends of WrestleMania is the best romp through the WWE Ive had the pleasure of playing in years.
Crash of the Titans,PlayStation 2,Oct-4-2007,Radical Entertainment,Action | General,GamingTrend,84,It is commendable in a way since you know right from the outset that this is a game where you can just play. It is a lot of silly good natured fun that while not long in duration provides a good time.
Mercenary Kings,PlayStation 4,Apr-1-2014,Tribute Games,Action | General | General | Shooter | Scrolling | Shoot-'Em-Up | Vertical | Horizontal,Play UK,85,Deeper than it looks. [Issue#244 p.61]
Worms Battlegrounds,Xbox One,May-30-2014,Team17,Strategy | Turn-Based | Wargame | Artillery,ZTGD,95,I extremely enjoyed this game and it is definitely the best in the franchise that I have played. The story mode is brilliant and the new features and weapons improve the game play considerably. With online and offline multiplayer available too there is plenty of opportunity to play for hours. I was a little disappointed with the bugs that I encountered but in the end it did not take away from the fun of the game.
Ticket to Ride,Xbox 360,Jun-25-2008,Next Level Games,Miscellaneous | Board Games | Board Games | Board / Card Game,WonderwallWeb,89,I was very surprised at how good Ticket to Ride is and still go back to play it even after writing this review which is a rarity for me when it comes to Xbox Live games.
Cars,Xbox,Jun-6-2006,Rainbow Studios,Driving | Mission-based,WHAM! Gaming,90,What really leaves all the other modes in the proverbial dust though is the free-roaming aspect of Cars.
Wailing Heights,PC,Apr-27-2016,Outsider Games,Adventure | Point-and-Click,GameSpew,80,So if you weren’t sure about the musical adventure genre you should be now. There may not be too much competition but Wailing Heights definitely belongs there as one of the genre’s greatest.
Pearl Harbor Trilogy - 1941: Red Sun Rising,Wii,Jul-5-2010,Arcade Moon,Action | Simulation | General | Flight | WWII | WWII | Combat,NintendoWorldReport,85,Red Sun Rising is one of the better WiiWare games released yet assuming you can adjust to the games awkward style of controls.
SimAnimals,DS,Jan-27-2009,Electronic Arts,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,WonderwallWeb,85,A surprise title that is hard to put down. It gets a bit samey later on but this is another great title aimed at the female market but worth a look for the blokes as well.
Blazing Angels 2: Secret Missions of WWII,PlayStation 3,Nov-6-2007,Ubisoft Romania,Simulation | Flight | WWII | WWII | Combat,Games Master UK,79,Solid gameplay stunning aerial effects but nothing that will have you celebrating. [Oct 2007 p.82]
