title , platform , release_date , developer , genres , reviewer , metascore , review
Gravel,PlayStation 4,Feb-27-2018,Milestone S.r.l,Racing | Arcade | Automobile,Wccftech,80,While Gravel has issues like strange collisions cars literally merging into each other and some issues with shadows there is a lot to say about it. Theres a wide variety of racing types tracks and cars to use. Almost everything is fast paced and entertaining and simply gratifying. Simply put Gravel is a very good arcade style racing game and Milestones best game yet.
Azkend 2: The World Beneath,Xbox One,May-3-2016,10tons Ltd | 10tons,Puzzle | Matching,Brash Games,80,These minor wrinkles aside Azkend 2: The World Beneath is a great match 3 game from a developer that clearly understands the genre and knows how to give gamers what they want. It’s well worth the asking price and definitely worth your time.
Turok Remastered,PC,Dec-17-2015,Night Dive Studios,Action | Shooter | First-Person | Arcade,Gaming Nexus,80,Turok: Dinosaur Hunter is an intriguing walk down memory lane and Night Dive Studios have done their usual good job of optimizing it for modern hardware. That said Turok hasn’t aged very well at all and there are some inherent flaws that keep the original from being as fun as the sequels.
White Day: A Labyrinth Named School,PlayStation 4,Aug-22-2017,ROIGAMES Inc.,Action Adventure | Survival,Digitally Downloaded,90,Yes White Day is an older game but as far as the horror genre goes and how its evolved into something I place little value in that’s actually a benefit. Given how few people have even known what this game is to date the extra exposure that it will get from a re-release will mean that hopefully a new legion of fans will discover it because it does deserve that. It’s a masterpiece in building tension and in the way that it plays within the classical approach to horror without relying on jump scares and endless bloodshed.
The Bradwell Conspiracy,PlayStation 4,Oct-8-2019,Bossa Studios,Adventure | 3D | First-Person,Playstation Official Magazine UK,80,Although it’s a bit buggy (we had to reload a few checkpoints to progress) it’s no secret that this will be five to six hours of your time well spent. [Issue#169 p.92]
The Lord of the Rings The Third Age,Game Boy Advance,Nov-2-2004,Griptonite Games,Strategy | Turn-Based | Fantasy,GBA Central,100,Comparable in many ways to Fire Emblem The Third Age betters it in many ways offering a more in-depth character management system deeper tactical options and a greater variety in mission objectives.
Harry Potter and the Prisoner of Azkaban,GameCube,Jun-2-2004,EA Games,Action Adventure | Fantasy,AceGamez,80,Gamers not used to the Hogwarts world may still be impressed by the novel approach to the gameplay the magical graphics and the well-balanced learning curve.
Wakeboarding Unleashed Featuring Shaun Murray,Game Boy Advance,Nov-10-2003,Small Rockets,Sports | Alternative | Wakeboarding,Gamer's Pulse,80,Excellent controls and a streamlined interface make playing a breeze on the smaller system. Unfortunately the game lacks the variety and length of gameplay that its big brother has.
Yu-Gi-Oh! Dungeon Dice Monsters,Game Boy Advance,Feb-12-2003,Konami,Miscellaneous | Card Battle,GameSpy,90,After finally learning and understanding the nuances of the game I was hooked on one of the deepest GBA titles available. The game has its flaws but the plusses clearly outweigh the minuses.
Dragon Ball Z: Budokai,PlayStation 2,Dec-3-2002,Dimps Corporation,Action | Fighting | 3D,Cinescape,91,A Dragonball fan’s dream. It is the first true American game based on the series and Infogrames really came through on this one.
Ultimate Fighting Championship: Throwdown,GameCube,Jul-29-2002,Crave,Action | Fighting | 3D,GameSpy,80,A deep realistic brawler with intricate gameplay mechanics.
RedCard 20-03,Xbox,Jun-24-2002,Point of View,Sports | Traditional | Soccer | Arcade,GameZone,76,It’s almost mind boggling how the opponent can easily deflect your super power kicks but totally not catch the weaker shots you happen to unleash.
Heroes Chronicles: Warlords of the Wasteland,PC,Sep-27-2000,3DO,Strategy | General | General,Happy Puppy,75,The game sounds better than it looks.
X: Beyond the Frontier,PC,Jan-26-2000,Egosoft,Simulation | Sci-Fi | Space | Small Spaceship | Combat,ActionTrip,81,Play it patiently explore fight and enjoy... It just might do the trick before the heavy hitters like Starlancer and Freelancer arrive.
The LEGO NINJAGO Movie Video Game,PlayStation 4,Sep-22-2017,TT Games,Action Adventure | General | Linear,GameGrin,85,The LEGO Ninjago Movie Videogame stands out from other LEGO games not for the huge game changes but for the little additions that are often unappreciated. I thoroughly enjoyed this title and I am looking forward to playing more.
Technic Beat,PlayStation 2,Nov-2-2004,Arika,Miscellaneous | Rhythm | Music,eToychest,85,An extraordinary addition to the rhythm game genre. It offers simple pick-up-and-play mechanics that are easy to get into and significantly more difficult to put down.
UFO: Aftershock,PC,Nov-23-2005,Altar Interactive,Strategy | Turn-Based | Real-Time | Sci-Fi | Sci-Fi | General,eToychest,92,Aftershock is a very difficult but fun strategy title that marries strategic and tactical portions which are both compelling and fully-developed as well as an important RPG system which also interconnects quite well with the other portions of the game.
NASCAR '14,PlayStation 3,Feb-18-2014,Eutechnyx,GT / Street | Driving | Racing | Simulation | GT / Street | Stock Car | Automobile,Game Over Online,75,NASCAR 14 improves on past iterations mostly by creating an on-track racing experience that feels much more authentic and engaging that any NASCAR game to date.
Railworks 3: Train Simulator 2012,PC,Sep-23-2011,RailSimulator.com,Simulation | Train | Vehicle | Train,GamingXP,80,A great way to try your hand at driving a train. Unfortunately load times are long and DLCs all cost extra but optional simplified controls and a great look with many details and weather effects make this a good game. If you like trains but cant or wont go for a miniature train this simulation is for you.
Real Heroes: Firefighter,Wii,Aug-4-2009,Epicenter Studios,Action | Simulation | General | General | Virtual | Career,Kombo,80,Yes Real Heroes is a little rough around the edges but when you are in the thick of gameplay that wont matter as you get pulled into the world of firefighting.
The Thin Silence,PC,Apr-27-2018,TwoPM Studios,Adventure | General,The Games Machine,75,The Thin Silence is a charming narrative adventure filled with puzzles on the lines of Limbo and Inside. Tw PM was courage was courageous in dealing with issues such as depression and the socio-political issue but the experience is sometimes a little repetitive and frustrating.
Neon Chrome,Switch,Oct-12-2017,10tons,Action | Shooter | Shoot-'Em-Up | Top-Down,GameGrin,85,Neon Chrome is a brilliant title that has plenty of content packed into it with well-designed gameplay mechanics at work to give players a solid title. Though playing in docked mode has a number of minor issues that can be overlooked the game is a blast to play in handheld mode. If you are looking for an engaging and challenging title you and pick up and play on the go then look no further than Neon Chrome.
Manhunt 2,PlayStation 2,Oct-29-2007,Rockstar London,Action Adventure | Horror,PSM3 Magazine UK,83,Theres more to this than controversy. Intelligent demanding brains patience...and a strong stomach. [Sept 2007 p.76]
Might & Magic: Heroes VII,PC,Sep-29-2015,Limbic Entertainment,Fantasy | Strategy | Turn-Based | General,GameStar,88,Fight level up explore conquer build. Even after 20 years this still manages to glue you to the screen. Incredible.
Tank Universal: Challenger Eight,PC,Aug-21-2008,Dialogue Design,Action | Shooter | First-Person | Sci-Fi,Game Chronicles,81,Tank Universal is a great throwback to VR TRON Battlezone and just plain old-school gaming full of action and strategy.
World Championship Poker 2: Featuring Howard Lederer,PC,Nov-8-2005,Point of View,Miscellaneous | Parlor | Gambling | Gambling,BonusStage,82,The long-time problems that do and will always hold gambling videogames down still exist here mainly the fact that human emotion and reaction cannot be duplicated and gambling with fake money isn’t always satisfying when you can pull a real game together with your friends but with all elements considered there simply isn’t a better videogame simulation of the popular card game to be found.
Looney Tunes: Cartoon Conductor,DS,Jun-10-2008,Amaze Entertainment,Action | Miscellaneous | Rhythm | Music | Music,GameZone,78,I wish the developers had done more with this game like include other modes or pursued the music idea further. But if you like Looney Tunes and Elite Beat Agents however this game is totally for you.
Skyshine's Bedlam,PC,Sep-16-2015,Skyshine Games,Strategy | Turn-Based | General,We Got This Covered,90,Whether you love fretting over turn-based shoot-outs or watching people become mutant food Skyshine’s Bedlam is an apocalypse of considerable intrigue and polish.
Batman: The Telltale Series - Episode 5: City of Light,PlayStation 4,Dec-13-2016,Telltale Games,Adventure | Point-and-Click,CGMagazine,90,Thankfully the flaws here were minor. Batman: The Telltale Series ended on a high note.
Final Fantasy,PSP,Jun-26-2007,TOSE,Role-Playing | Console-style RPG | Console-style RPG | Japanese-Style,GamePro,95,Gamers who are used to contemporary titles may find this one a little too simplistic and old for their tastes but if you can look beyond that youll be treated to an amazing rendition of a classic console RPG. [July 2007 p.86]
Rocket Arena,PlayStation 4,Jul-14-2020,Final Strike Games,Action | Shooter | First-Person | Arcade,App Trigger,80,Rocket Arena is a fun game that offers a lot of features that players ask for all of the time in other games. You’ll have to ask yourself if you like this style of gameplay and the art style but the game is well designed and a blast to play. If it goes free to play eventually I think it can have sustained success.
FIFA Soccer 12,3DS,Sep-27-2011,EA Sports,Sports | Traditional | Team | Soccer | Sim | Sim,Modojo,80,One hell of a sports game with plenty of options and teams to keep you kicking for months.
My World My Way,DS,Feb-3-2009,Global A,Role-Playing | General | General,IGN,80,Despite its repetitious feel and the inevitable grind that comes with leveling up and battling your way through dozens of hours of baddies My World My Way is a unique innovative and more importantly fun game.
Spider-Man 2,PSP,Mar-23-2005,Vicarious Visions,Action Adventure | Sci-Fi | Sci-Fi | General | Linear,GameZone,90,Gorgeous graphics solid gameplay and a wonderful audio track make this version of Spider-man 2 a winner. This is one game that gamers deserve to see on the PSP simply because of the wow factor.
MX vs. ATV Untamed,PlayStation 3,Dec-17-2007,Rainbow Studios,Driving | Racing | Simulation | Rally / Offroad | Rally / Offroad | Automobile,Playstation: The Official Magazine (US),80,Considering Rainbow Studios pedigree of excellent motocross and off-road racers it isnt a shocker that MX vs. ATV Untamed delivers everything youd hope for from the first next-gen iteration of the franchise. [Jan 2008 p.84]
NCAA March Madness 07,Xbox 360,Jan-17-2007,EA Canada,Sports | Traditional | Team | Basketball | Sim | Sim,GameZone,85,A great first entry for the series on the Xbox 360 with great dynamic gameplay and a robust Dynasty mode. Far and away the best basketball game EA has released for a next-gen system.
Hidden & Dangerous 2: Sabre Squadron,PC,Oct-21-2004,Illusion Softworks,Action | Shooter | Shooter | First-Person | Tactical | Historic | Historic,PC Gamer,78,One of the best values youll ever find in a $10 add-on. [Feb 2005 p.72]
The Longest Five Minutes,Switch,Feb-13-2018,Nippon Ichi Software,Role-Playing | General | Japanese-Style,Nintendo Insider,80,The Longest Five Minutes may falter in the lack of difficulty that it poses the player with but the game will upend your expectation in how absorbed you will become in the story that it unravels.
Total War: Three Kingdoms - Eight Princes,PC,Aug-8-2019,Creative Assembly,Strategy | Real-Time | General,God is a Geek,80,Continued character focus and new content additions make Eight Princes a solid piece of DLC for Total War: Three Kingdoms.
Rainswept,PC,Feb-1-2019,Frostwood Interactive,Adventure | General,Ragequit.gr,78,An atmospheric adventure bolstered by a moody soundtrack and convincing writing and direction. This one was crafted with love for genre fans.
Sky Force Anniversary,Switch,Nov-8-2018,Infinite Dreams Inc.,Action | Shooter | Shoot-'Em-Up | Vertical,The Digital Fix,80,Sky Force Anniversary is an intense and well-designed shmup that’s a fitting addition to the Nintendo Switch. It’s great for long sessions as their are numerous medals and collectibles to grab in docked mode as well as short commute sessions in handheld mode. A few more story elements would have been ideal but the game’s addicting gameplay and upgrade system are enough to keep the player hooked. If it’s a high adrenaline bullet hell experience you’re looking to add to your Nintendo Switch collection look no further than Sky Force Anniversary.
Transference,Xbox One,Sep-18-2018,SpectreVision,Adventure | 3D | First-Person,Generación Xbox,82,Singularly short but also singularly intense. Narrative of high flights with gameplay at height. It is recommended to play in one sitting.
Shining Resonance Refrain,PlayStation 4,Jul-10-2018,Sega,Role-Playing | Action RPG,GamingTrend,90,Shining Resonance Refrain is an entertaining adventure through a somewhat cliche story but it contains its own unique aspects that keep you engaged. Combat is easy to learn but theres a decent amount of depth to it. Dragonshift and B.A.N.D. sessions are wonderful combat mechanics that add more charm to the game. The relationship building and dating also adds a cute slice of life portion to the adventure.
Guns of Icarus Alliance,PlayStation 4,May-1-2018,Muse Games,Simulation | Space | Combat,GameSpace,80,The great news is that you can play across platforms with players on steam.
Urban Trial Playground,Switch,Apr-5-2018,Teyon | Tate Multimedia,Sports | Individual | Other | Biking,GameCritics,80,With a competitive Freestyle mode Urban Trial Playground would likely have earned itself a spot in the roster of local multi games I play with my roommates. I would have loved to compete with them for high scores in UTP’s impeccably designed courses. Unfortunately UTP’s multiplayer only offers the lesser of its two modes which means I’ve had all the enjoyment there is to have with it. I’ll think fondly of it but like those ’90s Capri Sun commercials its days are past.
Rad Rodgers,Xbox One,Feb-21-2018,Slipgate Studios LLC,3D | Action | Platformer | 2D,Generación Xbox,80,Rad Rodgers returns to the essence of the great platform classics of the 90s bringing its own personality. Despite its short duration Rad Rodgers is a must for lovers of the genre.
Max: The Curse of Brotherhood,PlayStation 4,Nov-8-2017,Wired Productions,Action Adventure | General,Everyeye.it,80,The variety of situations and the good alternation between platform and puzzle stages galvanizes the player from start to finish especially for the well-thought out puzzles.
Shiness: The Lightning Kingdom,PlayStation 4,Apr-18-2017,Enigami,Role-Playing | Action RPG,RPG Fan,86,What French developer Enigami has managed to achieve with Shiness is admirable considering its humble beginnings. Its clear that a lot of blood sweat and tears went into making this adventure a reality. Its also clear that the developers fell victim to the same bogeymen that typically hinder most ambitious indie projects: time and money. Albeit flawed Shiness is an indie gem that doesnt quite live up to its potential yet still puts many big budget games to shame.
Resident Evil 7: biohazard - Banned Footage Vol. 2,PlayStation 4,Feb-14-2017,Capcom,Action Adventure | Survival,GameCritics,90,Once again the developers have demonstrated a remarkable ability to change what RE7 is and how it plays on a fundamental level. This is every bit as impressive as the rest of the game’s content but it feels completely fresh and unique just going to show what a stellar product Capcom has released. If only it was available in VR.
Super Mutant Alien Assault,PlayStation 4,Jul-12-2016,Cybernate | Chris Suffern,Action | Platformer | 2D,The Escapist,80,SMAA doesnt aim to do anything particularly novel preferring to embrace the clone nature of the game and make that aspect as good as it can be. Theres no doubt they made the right decision there as youll be hard pressed to not enjoy your time with SMAA.
Dex,PlayStation 4,Jul-12-2016,Dreadlocks Ltd | Dreadlocks,Role-Playing | Action RPG,CGMagazine,85,Even without the IP Dex manages to be the absolute best Ghost in the Shell game we’ve ever gotten.
TurnOn,Xbox One,Jun-1-2016,Brainy Studio LLC,Action | Platformer | 2D,Brash Games,80,Quite simply put it is relaxing stunningly beautiful and upbeat when the need arises.
Legend of Kay Anniversary,Wii U,Jul-28-2015,Neon Studios | Kaiko,Action Adventure | General | Linear,NintendoWorldReport,80,Fans of the original title should absolutely experience this version and as well as all fans of 3D platformers.
Magical Beat,PlayStation Vita,Jun-17-2014,Arc System Works,Action | Miscellaneous | Rhythm | Music,Destructoid,75,After everything was said and done I wanted a bit more variety -- not just in the form of more songs -- but in some new modes or even online multiplayer. The good news is the core formula is very solid so if youre looking for a new puzzle battle game this is it.
Strike Suit Zero: Director's Cut,Xbox One,Apr-8-2014,Born Ready Games,Action | Simulation | Flight | Combat,Games Master UK,83,Unfortunately a dull story stains the otherwise shiny chrome. [July 2014 p.78]
The Showdown Effect,PC,Mar-5-2013,Arrowhead Game Studios,Action | General | General,Destructoid,85,Its a game that deserves to be played however and its one thats a hilarious spectacle to watch too -- something that Arrowhead clearly realizes and is keen to exploit with its Twitch.tv integration.
Primal Carnage,PC,Oct-29-2012,Lukewarm Media,Action | Shooter | Shooter | First-Person | Fantasy | Fantasy | Arcade,ZTGD,80,Lukewarm Media set out to do one simple thing with Primal Carnage: let people play as and fight dinosaurs. They hit that mark and then some. Even with no level progression I still come back to it just to eat some humans. For $15 you get the closest thing there is to a Jurassic Park multiplayer game and it also happens to be a lot of fun.
Growlanser: Wayfarer of Time,PSP,Jul-31-2012,Career Soft,Role-Playing | Strategy | Turn-Based | General | General | Tactics,ZTGD,87,Growlanser has flaws sure but the scope of the story and the complexity of the world beneath it really are fantastic. Dont give up on the game in the first hour or two it continues to improve and impress as you play.
The Sims Medieval: Pirates & Nobles,PC,Aug-30-2011,The Sims Studio,Simulation | Miscellaneous | General | Virtual | Virtual Life,GamingXP,86,An exceptional expansion pack that further adds to the base games medieval atmosphere.
Operation Flashpoint: Red River,PlayStation 3,Jun-7-2011,Codemasters,Action | Shooter | Shooter | First-Person | Modern | Modern | Arcade,Gamers.at,83,Red River may not be as hardcore as its predecessors while still being not nearly as cool and mass market compatible as the CoDs and MoHs out there but its still is a pretty good game. Especially if you manage to grab yourself three friends for some intense Coop-Multiplayer-Action.
Phoenix Wright: Ace Attorney,Wii,Jan-11-2010,Capcom,Adventure | First-Person | Visual Novel | Modern | Modern,Nintendo Gamer,80,Great value. [Mar 2010 p.75]
Codename Panzers: Cold War,PC,Mar-10-2009,Stormregion,Strategy | Real-Time | Military | General | Military,PC Games,84,While still a pretty good RTS Cold War lacks the tactical depth of its predecessors. Just pick a few tanks and roll over whatever resistance there is. The missions are too easy and the engine although bringing really good explosions to the screen slows down gameplay to less than 20 FPS.
The King of Fighters Collection: The Orochi Saga,PlayStation 2,Oct-28-2008,Terminal Reality,Miscellaneous | Compilation,PSX Extreme,88,All in all for a mere $30 whether on your PSP or PS2 The King of Fighters Collection: The Orochi Saga is a fantastic deal for a series of fantastic games.
MLB Power Pros 2008,PlayStation 2,Jul-29-2008,Konami,Sports | Traditional | Baseball | Arcade,IGN,84,Not much has changed since last year but what HAS was done so for the better.
MySims,DS,Sep-18-2007,TOSE,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,Official Nintendo Magazine UK,86,The perfect handheld confection offering light accessible gaming that is easy to dip in and out of without making huge demands on you. [Oct 2007 p.92]
Pokemon Mystery Dungeon: Red Rescue Team,Game Boy Advance,Sep-18-2006,ChunSoft,Role-Playing | Console-style RPG,GameShark,100,The lesson here is that just because the license is for kids the game doesnt have to be. Theres a reason this sort of gameplay has been around for over 25 years: it works whether youre a green squirrel or an @. And Pokemon Mystery Dungeon is the game to prove it.
World Championship Pool 2004,Xbox,Dec-9-2003,Blade Interactive,Miscellaneous | Parlor | Billiards,Next Level Gaming,85,Even though the computer is cheap the actual gameplay and physics are outstanding and there are a ton of ways to play the game. And hello....online pool?
Mission: Impossible: Operation Surma,Xbox,Dec-2-2003,Paradigm Entertainment,Action Adventure | Modern,Cheat Code Central,90,It faithfully captures the license and delivers a solid action/stealth game that will have many gamers confessing they had no idea the game was that good. It IS that good.
Freestyle Metal X,PlayStation 2,Jun-27-2003,Deibus Studios,Driving | Racing | Motorcycle | Motocross,GamePro,90,Delivers a burly extreme experience that doesn’t feel like it was cloned.
Mystic Heroes,PlayStation 2,Nov-24-2002,Koei,Action | Beat-'Em-Up,GameSpot,73,An action game with appealing and simple gameplay but with flat characters and no connective tissue.
High Heat Major League Baseball 2003,PC,Mar-11-2002,3DO,Sports | Traditional | Team | Baseball | Sim | Sim,Operation Sports,81,With its great mod community and minimal work on your part you can make High Heat Major League Baseball 2003 one of the most rewarding baseball gaming experiences you could ever ask for.
Dave Mirra Freestyle BMX: Maximum Remix,PlayStation,May-21-2001,Z-Axis | Ltd.,Sports | Alternative | Biking,GameShark,98,The only title on the PlayStation that can keep me in front of my television for 12+ hours straight!
Dracula: The Resurrection,PC,Jun-14-2000,Canal+ Multimedia,Adventure | First-Person | Point-and-Click | Modern | Fantasy | Modern,Four Fat Chicks,100,Seriously scary and atmospheric without being horrifying more of an elegant Vincent Price scare than an 80s slasher movie. Think Goth Disney and youve got the right idea.
Mystical Ninja starring Goemon,Nintendo 64,Mar-31-1998,Konami Computer Entertainment Osaka,Action | General,TotalGames.net,85,An enjoyable fun-filled game which should keep you puzzling for a long time to come.
Elex,PC,Oct-17-2017,Piranha Bytes,Role-Playing | Western-Style,Meristation,85,A giant game in all aspects that conveys the sensation of influence on the virtual world. Some failures in control are the most negative point but ELEX is a new vindication of Piranha Bytes.
Transformers: Autobots,DS,Jun-19-2007,Vicarious Visions,Action Adventure | Sci-Fi | Sci-Fi | General,Cheat Code Central,82,For a licensed game I think theyve done a very good job of creating a unique game experience that stays in step with the source material while creating a new enough experience to make the game fun. Plus the Allspark Wars function is awesome!
Fate/Extella: The Umbral Star,PlayStation 4,Jan-17-2017,Marvelous Inc.,Action | Beat-'Em-Up | 3D,GameGrin,95,Aside from the repetitive gameplay this is a game that Fate fans will absolutely enjoy playing and exploring in an officially released Fate game since the Stay Night visual novels don’t seem to be coming out anytime soon including the several other games that spawned from this franchise. From a gaming perspective is a flawless execution of what a Servant would do against an army but is mechanically challenging.
Adventure Time: Hey Ice King! Why'd You Steal Our Garbage?!,3DS,Nov-13-2012,WayForward,Miscellaneous | Action Adventure | Fantasy | General | General | Fantasy,IGN,85,WayForward has struck gold once again as the studio continues to prove its skill at crafting superb game designs for Nintendo platforms.
Legacy of Ys: Books I & II,DS,Feb-24-2009,Interchannel-Holon,Role-Playing | Miscellaneous | Action RPG | Compilation | Compilation,RPG Fan,85,In the end Legacy of Ys made the transition to DS well presenting an enjoyable experience even to those who have played the games to death.
ZooCube,GameCube,May-5-2002,PuzzleKings,Miscellaneous | Puzzle | General,Game Informer,88,Everything a puzzle game should be: simple fast hard fun addictive and serviceably pretty. [August 2002 p.82]
Ar nosurge: Ode to an Unborn Star,PlayStation 3,Sep-23-2014,Gust,Role-Playing | General | Japanese-Style,Digitally Downloaded,90,By enforcing a system of communication and bond development amongst its characters Ar nosurge: Ode to an Unborn Star achieves what great novels and only the most lovingly crafted virtual experiences can: it offers the opportunity to not only interact with the characters but to possibly form memorable relationships with them as well.
Romance of the Three Kingdoms XIII,PlayStation 4,Jul-5-2016,Koei Tecmo Games,Strategy | Turn-Based | 4X,Digitally Downloaded,100,With a comprehensive tutorial system Romance of the Three Kingdoms is the best fit game for people new to the genre to wrap their minds around it. Equally for more experienced strategy fans the superb balance that made the historical events the game is based on so fascinating also make for the near-perfect strategy game.
Sega Superstars Tennis,Xbox 360,Mar-18-2008,Sumo Digital,Sports | Traditional | Individual | Tennis | Tennis,Play Magazine,85,Theres more than enough here to luv for Sega fans big and small. [Apr 2008 p.64]
Blazing Angels: Squadrons of WWII,PlayStation 3,Dec-12-2006,Ubisoft,Simulation | Flight | WWII | WWII | Combat,GamesRadar+,80,We had trouble getting enough planes into the air though when we did the mode shone out as one of the better additions to this otherwise serviceable flyer.
Mount & Blade: Warband,PlayStation 4,Sep-13-2016,Koch Media | Taleworlds Entertainment,Role-Playing | Western-Style,GameGrin,90,Mount & Blade: Warband is one of the most unique experiences available on PS4. Its a game that people will overlook due to the slightly out dated graphics but for those that do take the plunge a polished and addictive gem awaits them.
Warhammer 40000: Inquisitor - Martyr,PC,Jun-5-2018,NeocoreGames,Strategy | Real-Time | General,XGN,80,Warhammer 40K Inquisitor Martyr has fantastic gameplay thats complimented by great combat and missions. There are a few bugs and framerate problems but the skills tied to weapon mechanics add a brilliant way to switch up combat until you find your set.
Galleon: Islands of Mystery,Xbox,Aug-3-2004,Confounding Factor,Action Adventure | Fantasy,Computer and Video Games,92,The equivalent of the summers biggest Oscar-winning blockbuster its breathtaking and destined to become an adventure classic. Totally unmissable.
Cleopatra: Riddle of the Tomb,PC,Mar-31-2008,Dreamcatcher,Adventure | 3D | First-Person | Fantasy | Fantasy,Game Chronicles,82,The bad dialogue took away for the otherwise sold Egyptian feel to the title.
The Club,PC,Feb-19-2008,Bizarre Creations,Action | Shooter | Shooter | Third-Person | Modern | Modern | Arcade,Gamer 2.0,80,The Club offers a great experience for all gamers who are looking for non-stop action while giving fans of old-school shooters something to talk about.
Call of Cthulhu,PC,Oct-29-2018,Cyanide | Cyanide Studios,Role-Playing | General,IGN,86,Call of Cthulhu is a dark ride through a mad cosmic horror nightmare with a paranormal detective story as your vehicle. Occasionally poor level and encounter design can make the eerily atmospheric road a little bumpy but the engaging mystery and an intriguing utilization of RPG mechanics make it one of the more enjoyable Lovecraftian games in years.
MySims SkyHeroes,Wii,Sep-28-2010,Electronic Arts | Behaviour Interactive,Simulation | Miscellaneous | Virtual Life | Virtual | Virtual Life,Vandal,82,Despite not being an ambitious game we have liked a lot this MySims SkyHeroes. It is a direct and fun game that allows anyone to play without complications.
Nerf N-Strike Elite,Wii,Oct-26-2009,EA Salt Lake,Action | Shooter | Shooter | Light Gun | Light Gun,IGN,75,Even with that lessened impact Nerf N-Strike Elite is a really good kid-friendly choice thats got some bang for the buck.
